Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond,,,,,,,
671,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,14,,,,0,0,1,0,0,1,Simple,,,,,,,,,
672,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,15,,,,0,0,1,0,0,1,Simple,,,,,,,,,
673,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,16,,,,0,0,1,0,0,1,Simple,,,,,,,,,
674,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,17,f,46,,0,0,1,0,0,1,Simple,,,,,,,,,
678,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,1,i,85,market,0,0,1,0,0,1,Simple,,,,,,,,,
679,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,1,m,73,,0,0,1,0,0,1,Simple,,,,,,,,,
680,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,1,f,62,,0,0,1,0,0,1,Simple,,,,,,,,,
681,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,1,f,42,,0,0,1,0,0,1,Simple,,,,,,,,,
682,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,2,f,34,,0,0,0,0,1,1,Simple,LS,,,,,,,,
683,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,3,f,24,,0,0,0,0,1,1,Simple,,,,,,,,,
684,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,4,m,56,,0,0,1,0,0,1,Simple,,,,,,,,,
685,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,5,m,29,,0,0,1,0,1,1,Simple,,,,,,,,,
687,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,7,m,32,,0,0,1,0,1,0,Simple,,,,,,,,,
690,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,10,f,43,,0,0,1,0,0,1,Simple,,,,,,,,,
691,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,11,f,25,,0,0,0,0,1,1,Simple,,,,,,,,,
692,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,11,m,67,,0,0,0,0,1,1,Simple,,,,,,,,,
693,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,12,f,57,,0,0,1,0,0,0,Simple,,,,,,,,,
698,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,17,f,74,,0,0,1,0,0,0,Simple,,,,,,,,,
699,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,18,b,74,,0,0,1,0,0,0,Simple,,,,,,,,,
700,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,18,f,66,,0,0,1,0,0,0,Simple,,,,,,,,,
701,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,18,m,55,,0,0,1,0,0,0,Simple,,,,,,,,,
702,11,8,2004,Elandry,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,19,m,26,,0,0,1,0,0,1,Simple,2LS,,,,,,,,
704,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,1,,,,0,0,1,0,0,1,Simple,,,,,,,,,
705,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,2,,,,0,0,0,0,1,1,Simple,,,,,,,,,
706,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,3,f,32,,0,0,0,0,1,1,Simple,,,,,,,,,
707,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,4,f,41,,0,0,1,0,0,1,Simple,,,,,,,,,
708,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,5,f,37,,0,0,1,0,0,1,Simple,,,,,,,,,
709,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,5,m,49,,0,0,1,0,0,1,Simple,,,,,,,,,
710,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,6,,,,0,0,1,0,0,1,Simple,,,,,,,,,
712,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,8,f,58,,0,0,1,0,0,0,Simple,,,,,,,,,
713,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,9,f,77,,0,0,1,0,0,1,Simple,,,,,,,,,
714,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,9,f,66,,0,0,1,0,0,1,Simple,,,,,,,,,
715,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,10,,,,0,0,1,0,0,1,Simple,,,,,,,,,
716,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,11,,,,0,0,0,0,1,1,Simple,,,,,,,,,
718,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,13,m,67,,0,0,1,0,0,1,Simple,,,,,,,,,
721,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,16,m,63,,0,0,1,0,0,0,Simple,,,,,,,,,
723,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,18,m,54,,0,0,1,0,0,1,Simple,,,,,,,,,
724,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,19,,,,0,0,0,0,1,1,Simple,,,,,,,,,
725,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,20,f,66,,0,0,1,0,0,1,Simple,,,,,,,,,
726,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,20,m,71,,0,0,1,0,0,1,Simple,,,,,,,,,
727,11,8,2004,Rfrigo,4749.582,6510.224,4749.565,6510.298,33,GA1,CII5,20,m,37,,0,0,1,0,0,1,Simple,,,,,,,,,
728,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,1,f,55,,0,0,0,0,1,1,Simple,,,,,,,,,
729,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,1,f,40,,0,0,0,0,1,1,Simple,,,,,,,,,
730,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,2,m,40,,0,0,0,0,1,1,Simple,,,,,,,,,
731,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,3,,,,0,0,0,0,1,1,Simple,,,,,,,,,
732,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,4,m,47,,0,0,0,0,1,1,Simple,,,,,,,,,
733,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,4,m,23,,0,0,0,0,1,1,Simple,,,,,,,,,
734,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,5,m,23,,0,0,0,0,1,1,Simple,,,,,,,,,
735,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,5,f,75,,0,0,0,0,1,1,Simple,,,,,,,,,
736,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,5,f,51,,0,0,0,0,1,1,Simple,,,,,,,,,
737,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
738,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,7,f,75,,0,0,0,0,1,1,Simple,,,,,,,,,
739,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,7,f,37,,0,0,0,0,1,1,Simple,,,,,,,,,
740,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,7,f,28,,0,0,0,0,1,1,Simple,,,,,,,,,
741,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,8,f,33,,0,0,1,0,0,1,Simple,LS,,,,,,,,
742,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,9,m,28,,0,0,0,0,1,1,Simple,,,,,,,,,
743,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,10,,,,0,0,1,0,1,1,Simple,LS,,,,,,,,
744,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,11,m,17,,0,0,1,0,0,0,Simple,,,,,,,,,
746,11,8,2004,Elandry,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,13,,,,0,0,1,0,0,1,Simple,,,,,,,,,
754,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,1,,,,0,0,0,0,1,1,Simple,,,,,,,,,
755,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,2,m,40,,0,0,0,0,1,1,Simple,LS,,,,,,,,
756,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,3,,,,0,0,0,0,1,1,Simple,,,,,,,,,
757,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,4,f,43,,0,0,0,0,1,1,Simple,,,,,,,,,
758,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,5,f,40,,0,0,1,0,0,1,Simple,,,,,,,,,
759,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
760,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,7,f,55,,0,0,0,0,1,1,Simple,,,,,,,,,
761,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,8,f,26,,0,0,0,0,1,1,Simple,,,,,,,,,
762,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,8,f,47,,0,0,0,0,1,1,Simple,,,,,,,,,
763,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,9,,,,0,0,0,0,1,1,Simple,,,,,,,,,
764,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,10,f,17,,0,0,0,0,1,1,Simple,,,,,,,,,
765,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,11,f,41,,0,0,0,0,1,1,Simple,,,,,,,,,
766,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,12,f,41,,0,0,0,0,1,1,Simple,,,,,,,,,
767,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,13,f,43,,0,0,0,0,1,1,Simple,,,,,,,,,
768,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,13,f,28,,0,0,0,0,1,1,Simple,,,,,,,,,
769,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,14,m,60,,0,0,1,0,0,1,Simple,,,,,,,,,
770,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,15,,,,0,0,1,0,0,1,Simple,,,,,,,,,
773,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,18,b,72,,0,0,1,0,1,1,Simple,,,,,,,,,
774,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,19,,,,0,0,1,0,1,1,Simple,,,,,,,,,
775,11,8,2004,Rfrigo,4749.603,6510.27,4749.591,6510.354,35,GA1,CII6,20,f,80,,0,0,1,0,0,1,Simple,,,,,,,,,
