Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,,
865,22,7,2010,Dgiard,,,,,27,GA1,CI4,5,m,21,,,,,,,,,,,,
866,22,7,2010,Dgiard,,,,,27,GA1,CI4,5,f,40,,,,,,,,,,,,
867,22,7,2010,Dgiard,,,,,27,GA1,CI4,5,m,36,,,,,,,,,,,,
868,22,7,2010,Dgiard,,,,,27,GA1,CI4,5,m,92,,,,,,,,,,,,
869,22,7,2010,Dgiard,,,,,27,GA1,CI4,5,m,80,,,,,,,,,,,,
870,22,7,2010,Dgiard,,,,,27,GA1,CI4,5,m,33,,,,,,,,,,,,
871,22,7,2010,Dgiard,,,,,27,GA1,CI4,5,f,40,,,,,,,,,,,,
872,22,7,2010,Dgiard,,,,,27,GA1,CI4,5,m,24,,,,,,,,,,,,
873,22,7,2010,Dgiard,,,,,27,GA1,CI4,6,f,22,,,,,,,,,,,,
874,22,7,2010,Dgiard,,,,,27,GA1,CI4,6,m,19,,,,,,,,,,,,
875,22,7,2010,Dgiard,,,,,27,GA1,CI4,6,m,42,,,,,,,,,,,,
876,22,7,2010,Dgiard,,,,,27,GA1,CI4,6,b,89,,,,,,,,,,,,
877,22,7,2010,Dgiard,,,,,27,GA1,CI4,6,f,72,,,,,,,,,,,,
878,22,7,2010,Dgiard,,,,,27,GA1,CI4,7,m,23,,,,,,,,,,,,
879,22,7,2010,Dgiard,,,,,27,GA1,CI4,7,f,82,,,,,,,,,,,,
880,22,7,2010,Dgiard,,,,,27,GA1,CI4,7,m,92,,,,,,,,,,,,
881,22,7,2010,Dgiard,,,,,27,GA1,CI4,8,m,50,,,,,,,,,,,,
882,22,7,2010,Dgiard,,,,,27,GA1,CI4,8,m,81,,,,,,,,,,,,
883,22,7,2010,Dgiard,,,,,27,GA1,CI4,8,m,26,,,,,,,,,,,,
884,22,7,2010,Dgiard,,,,,27,GA1,CI4,8,f,32,,,,,,,,,,,,
885,22,7,2010,Dgiard,,,,,27,GA1,CI4,8,m,91,,,,,,,,,,,,
886,22,7,2010,Dgiard,,,,,27,GA1,CI4,8,f,40,,,,,,,,,,,,
887,22,7,2010,Dgiard,,,,,27,GA1,CI4,8,f,45,,,,,,,,,,,,
888,22,7,2010,Dgiard,,,,,27,GA1,CI4,9,f,22,,,,,,,,,,,,
889,22,7,2010,Dgiard,,,,,27,GA1,CI4,9,m,26,,,,,,,,,,,,
890,22,7,2010,Dgiard,,,,,27,GA1,CI4,9,f,40,,,,,,,,,,,,
891,22,7,2010,Dgiard,,,,,27,GA1,CI4,9,f,52,,,,,,,,,,,,
892,22,7,2010,Dgiard,,,,,27,GA1,CI4,9,f,43,,,,,,,,,,,,
893,22,7,2010,Dgiard,,,,,27,GA1,CI4,9,f,45,,,,,,,,,,,,
894,22,7,2010,Dgiard,,,,,27,GA1,CI4,9,f,47,,,,,,,,,,,,
895,22,7,2010,Dgiard,,,,,27,GA1,CI4,9,m,30,,,,,,,,,,,,
896,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,f,68,,,,,,,,,,,,
897,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,m,33,,,,,,,,,,,,
898,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,m,65,,,,,,,,,,,,
899,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,m,50,,,,,,,,,,,,
900,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,f,42,,,,,,,,,,,,
901,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,m,26,,,,,,,,,,,,
902,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,f,37,,,,,,,,,,,,
903,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,m,66,,,,,,,,,,,,
904,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,m,22,,,,,,,,,,,,
905,22,7,2010,Dgiard,,,,,27,GA1,CI4,10,f,35,,,,,,,,,,,,
906,22,7,2010,Rdoucette,,,,,27,GA1,CI5,1,m,36,,,,,,,,,,,,
907,22,7,2010,Rdoucette,,,,,27,GA1,CI5,1,f,49,,,,,,,,,,,,
908,22,7,2010,Rdoucette,,,,,27,GA1,CI5,1,m,72,,,,,,,,,,,,
909,22,7,2010,Rdoucette,,,,,27,GA1,CI5,1,f,69,,,,,,,,,,,,
910,22,7,2010,Rdoucette,,,,,27,GA1,CI5,1,f,46,,,,,,,,,,,,
911,22,7,2010,Rdoucette,,,,,27,GA1,CI5,2,f,51,,,,,,,,,,,,
912,22,7,2010,Rdoucette,,,,,27,GA1,CI5,2,m,55,,,,,,,,,,,,
913,22,7,2010,Rdoucette,,,,,27,GA1,CI5,2,m,27,,,,,,,,,,,,
914,22,7,2010,Rdoucette,,,,,27,GA1,CI5,2,m,33,,,,,,,,,,,,
915,22,7,2010,Rdoucette,,,,,27,GA1,CI5,2,m,54,,,,,,,,,,,,
916,22,7,2010,Rdoucette,,,,,27,GA1,CI5,3,f,36,,,,,,,,,,,,
917,22,7,2010,Rdoucette,,,,,27,GA1,CI5,3,m,29,,,,,,,,,,,,
918,22,7,2010,Rdoucette,,,,,27,GA1,CI5,3,f,52,,,,,,,,,,,,
919,22,7,2010,Rdoucette,,,,,27,GA1,CI5,4,f,44,,,,,,,,,,,,
920,22,7,2010,Rdoucette,,,,,27,GA1,CI5,6,m,35,,,,,,,,,,,,
921,22,7,2010,Rdoucette,,,,,27,GA1,CI5,7,f,35,,,,,,,,,,,,
922,22,7,2010,Rdoucette,,,,,27,GA1,CI5,7,f,61,,,,,,,,,,,,
923,22,7,2010,Rdoucette,,,,,27,GA1,CI5,8,m,34,,,,,,,,,,,,
924,22,7,2010,Rdoucette,,,,,27,GA1,CI5,8,f,81,,,,,,,,,,,,
925,22,7,2010,Rdoucette,,,,,27,GA1,CI5,8,m,21,,,,,,,,,,,,
926,22,7,2010,Rdoucette,,,,,27,GA1,CI5,8,m,33,,,,,,,,,,,,
927,22,7,2010,Rdoucette,,,,,27,GA1,CI5,9,b1,84,,,,,,,,,,,,
928,22,7,2010,Rdoucette,,,,,27,GA1,CI5,9,f,53,,,,,,,,,,,,
929,22,7,2010,Rdoucette,,,,,27,GA1,CI5,9,m,33,,,,,,,,,,,,
930,22,7,2010,Rdoucette,,,,,27,GA1,CI5,10,f,27,,,,,,,,,,,,
931,22,7,2010,Rdoucette,,,,,27,GA1,CI5,10,m,27,,,,,,,,,,,,
932,22,7,2010,Rdoucette,,,,,27,GA1,CI5,10,f,46,,,,,,,,,,,,
933,22,7,2010,Rdoucette,,,,,27,GA1,CI5,11,f,47,,,,,,,,,,,,
934,22,7,2010,Rdoucette,,,,,27,GA1,CI5,11,f,25,,,,,,,,,,,,
935,22,7,2010,Rdoucette,,,,,27,GA1,CI5,11,m,35,,,,,,,,,,,,
936,22,7,2010,Rdoucette,,,,,27,GA1,CI5,11,f,43,,,,,,,,,,,,
937,22,7,2010,Rdoucette,,,,,27,GA1,CI5,12,f,47,,,,,,,,,,,,
938,22,7,2010,Rdoucette,,,,,27,GA1,CI5,12,m,59,,,,,,,,,,,,
939,22,7,2010,Rdoucette,,,,,27,GA1,CI5,12,f,32,,,,,,,,,,,,
940,22,7,2010,Rdoucette,,,,,27,GA1,CI5,12,m,28,,,,,,,,,,,,
941,22,7,2010,Rdoucette,,,,,27,GA1,CI5,12,m,33,,,,,,,,,,,,
942,22,7,2010,Rdoucette,,,,,27,GA1,CI5,12,f,38,,,,,,,,,,,,
943,22,7,2010,Rdoucette,,,,,27,GA1,CI5,13,m,21,,,,,,,,,,,,
944,22,7,2010,Rdoucette,,,,,27,GA1,CI5,13,f,31,,,,,,,,,,,,
945,22,7,2010,Rdoucette,,,,,27,GA1,CI5,13,m,42,,,,,,,,,,,,
946,22,7,2010,Rdoucette,,,,,27,GA1,CI5,13,f,58,,,,,,,,,,,,
947,22,7,2010,Rdoucette,,,,,27,GA1,CI5,13,m,41,,,,,,,,,,,,
948,22,7,2010,Rdoucette,,,,,27,GA1,CI5,13,f,28,,,,,,,,,,,,
949,22,7,2010,Rdoucette,,,,,27,GA1,CI5,13,m,26,,,,,,,,,,,,
950,22,7,2010,Rdoucette,,,,,27,GA1,CI5,14,m,41,,,,,,,,,,,,
951,22,7,2010,Rdoucette,,,,,27,GA1,CI5,14,f,37,,,,,,,,,,,,
952,22,7,2010,Rdoucette,,,,,27,GA1,CI5,14,f,55,,,,,,,,,,,,
953,22,7,2010,Rdoucette,,,,,27,GA1,CI5,14,m,37,,,,,,,,,,,,
954,22,7,2010,Rdoucette,,,,,27,GA1,CI5,15,f,38,,,,,,,,,,,,
955,22,7,2010,Rdoucette,,,,,27,GA1,CI5,15,f,28,,,,,,,,,,,,
956,22,7,2010,Rdoucette,,,,,27,GA1,CI5,16,m,23,,,,,,,,,,,,
957,22,7,2010,Rdoucette,,,,,27,GA1,CI5,16,f,37,,,,,,,,,,,,
958,22,7,2010,Rdoucette,,,,,27,GA1,CI5,16,m,40,,,,,,,,,,,,
959,22,7,2010,Rdoucette,,,,,27,GA1,CI5,16,m,35,,,,,,,,,,,,
960,22,7,2010,Rdoucette,,,,,27,GA1,CI5,17,f,28,,,,,,,,,,,,
961,22,7,2010,Rdoucette,,,,,27,GA1,CI5,17,f,33,,,,,,,,,,,,
962,22,7,2010,Rdoucette,,,,,27,GA1,CI5,17,f,27,,,,,,,,,,,,
963,22,7,2010,Rdoucette,,,,,27,GA1,CI5,17,f,53,,,,,,,,,,,,
964,22,7,2010,Rdoucette,,,,,27,GA1,CI5,17,m,52,,,,,,,,,,,,
965,22,7,2010,Rdoucette,,,,,27,GA1,CI5,17,m,80,,,,,,,,,,,,
966,22,7,2010,Rdoucette,,,,,27,GA1,CI5,17,f,40,,,,,,,,,,,,
967,22,7,2010,Rdoucette,,,,,27,GA1,CI5,18,m,72,,,,,,,,,,,,
968,22,7,2010,Rdoucette,,,,,27,GA1,CI5,18,m,53,,,,,,,,,,,,
969,22,7,2010,Rdoucette,,,,,27,GA1,CI5,18,f,46,,,,,,,,,,,,
970,22,7,2010,Bcomeau,,,,,27,GA1,CI5,1,f,47,,,,,,,,,,,,
971,22,7,2010,Bcomeau,,,,,27,GA1,CI5,1,f,46,,,,,,,,,,,,
972,22,7,2010,Bcomeau,,,,,27,GA1,CI5,1,m,65,,,,,,,,,,,,
973,22,7,2010,Bcomeau,,,,,27,GA1,CI5,1,m,37,,,,,,,,,,,,
974,22,7,2010,Bcomeau,,,,,27,GA1,CI5,2,f,53,,,,,,,,,,,,
975,22,7,2010,Bcomeau,,,,,27,GA1,CI5,2,m,42,,,,,,,,,,,,
976,22,7,2010,Bcomeau,,,,,27,GA1,CI5,2,f,47,,,,,,,,,,,,
977,22,7,2010,Bcomeau,,,,,27,GA1,CI5,3,,,,,,,,,,,,,,
978,22,7,2010,Bcomeau,,,,,27,GA1,CI5,4,f,47,,,,,,,,,,,,
979,22,7,2010,Bcomeau,,,,,27,GA1,CI5,4,f,36,,,,,,,,,,,,
980,22,7,2010,Bcomeau,,,,,27,GA1,CI5,4,m,38,,,,,,,,,,,,
981,22,7,2010,Bcomeau,,,,,27,GA1,CI5,5,m,67,,,,,,,,,,,,
982,22,7,2010,Bcomeau,,,,,27,GA1,CI5,5,m,36,,,,,,,,,,,,
983,22,7,2010,Bcomeau,,,,,27,GA1,CI5,6,f,35,,,,,,,,,,,,
984,22,7,2010,Bcomeau,,,,,27,GA1,CI5,6,m,32,,,,,,,,,,,,
985,22,7,2010,Bcomeau,,,,,27,GA1,CI5,7,m,42,,,,,,,,,,,,
986,22,7,2010,Bcomeau,,,,,27,GA1,CI5,7,m,29,,,,,,,,,,,,
987,22,7,2010,Bcomeau,,,,,27,GA1,CI5,8,m,63,,,,,,,,,,,,
988,22,7,2010,Bcomeau,,,,,27,GA1,CI5,8,m,48,,,,,,,,,,,,
989,22,7,2010,Bcomeau,,,,,27,GA1,CI5,8,f,52,,,,,,,,,,,,
990,22,7,2010,Bcomeau,,,,,27,GA1,CI5,8,m,22,,,,,,,,,,,,
991,22,7,2010,Bcomeau,,,,,27,GA1,CI5,9,f,34,,,,,,,,,,,,
992,22,7,2010,Bcomeau,,,,,27,GA1,CI5,9,m,30,,,,,,,,,,,,
993,22,7,2010,Bcomeau,,,,,27,GA1,CI5,9,f,32,,,,,,,,,,,,
994,22,7,2010,Bcomeau,,,,,27,GA1,CI5,10,m,16,,,,,,,,,,,,
995,22,7,2010,Bcomeau,,,,,27,GA1,CI5,10,f,20,,,,,,,,,,,,
996,22,7,2010,Bcomeau,,,,,27,GA1,CI5,10,m,42,,,,,,,,,,,,
997,22,7,2010,Bcomeau,,,,,27,GA1,CI5,10,m,40,,,,,,,,,,,,
998,22,7,2010,Bcomeau,,,,,27,GA1,CI5,11,m,30,,,,,,,,,,,,
999,22,7,2010,Bcomeau,,,,,27,GA1,CI5,11,m,26,,,,,,,,,,,,
1000,22,7,2010,Bcomeau,,,,,27,GA1,CI5,11,m,26,,,,,,,,,,,,
1001,22,7,2010,Bcomeau,,,,,27,GA1,CI5,11,f,36,,,,,,,,,,,,
1002,22,7,2010,Bcomeau,,,,,27,GA1,CI5,12,m,24,,,,,,,,,,,,
1003,22,7,2010,Bcomeau,,,,,27,GA1,CI5,12,m,35,,,,,,,,,,,,
1004,22,7,2010,Bcomeau,,,,,27,GA1,CI5,12,m,18,,,,,,,,,,,,
1005,22,7,2010,Bcomeau,,,,,27,GA1,CI5,12,m,23,,,,,,,,,,,,
1006,22,7,2010,Bcomeau,,,,,27,GA1,CI5,13,m,21,,,,,,,,,,,,
1007,22,7,2010,Bcomeau,,,,,27,GA1,CI5,13,m,17,,,,,,,,,,,,
1008,22,7,2010,Bcomeau,,,,,27,GA1,CI5,13,m,54,,,,,,,,,,,,
1009,22,7,2010,Bcomeau,,,,,27,GA1,CI5,14,m,61,,,,,,,,,,,,
1010,22,7,2010,Bcomeau,,,,,27,GA1,CI5,14,m,30,,,,,,,,,,,,
1011,22,7,2010,Bcomeau,,,,,27,GA1,CI5,14,f,35,,,,,,,,,,,,
1012,22,7,2010,Bcomeau,,,,,27,GA1,CI5,14,m,34,,,,,,,,,,,,
1013,22,7,2010,Bcomeau,,,,,27,GA1,CI5,14,f,38,,,,,,,,,,,,
1014,22,7,2010,Bcomeau,,,,,27,GA1,CI5,14,f,37,,,,,,,,,,,,
1015,22,7,2010,Bcomeau,,,,,27,GA1,CI5,15,m,65,,,,,,,,,,,,
1016,22,7,2010,Bcomeau,,,,,27,GA1,CI5,15,f,40,,,,,,,,,,,,
1017,22,7,2010,Bcomeau,,,,,27,GA1,CI5,15,m,35,,,,,,,,,,,,
1018,22,7,2010,Bcomeau,,,,,27,GA1,CI5,15,m,49,,,,,,,,,,,,
1019,22,7,2010,Bcomeau,,,,,27,GA1,CI5,15,m,16,,,,,,,,,,,,
1020,22,7,2010,Bcomeau,,,,,27,GA1,CI5,15,f,24,,,,,,,,,,,,
1021,22,7,2010,Bcomeau,,,,,27,GA1,CI5,16,m,69,,,,,,,,,,,,
1022,22,7,2010,Bcomeau,,,,,27,GA1,CI5,16,f,45,,,,,,,,,,,,
1023,22,7,2010,Bcomeau,,,,,27,GA1,CI5,16,m,18,,,,,,,,,,,,
1024,22,7,2010,Bcomeau,,,,,27,GA1,CI5,16,f,30,,,,,,,,,,,,
1025,22,7,2010,Bcomeau,,,,,27,GA1,CI5,16,m,38,,,,,,,,,,,,
1026,22,7,2010,Bcomeau,,,,,27,GA1,CI5,17,f,54,,,,,,,,,,,,
1027,22,7,2010,Bcomeau,,,,,27,GA1,CI5,17,f,50,,,,,,,,,,,,
1028,22,7,2010,Bcomeau,,,,,27,GA1,CI5,17,m,44,,,,,,,,,,,,
1029,22,7,2010,Bcomeau,,,,,27,GA1,CI5,17,f,47,,,,,,,,,,,,
1030,22,7,2010,Bcomeau,,,,,27,GA1,CI5,17,f,35,,,,,,,,,,,,
1031,22,7,2010,Bcomeau,,,,,27,GA1,CI5,17,f,51,,,,,,,,,,,,
1032,22,7,2010,Bcomeau,,,,,27,GA1,CI5,17,m,39,,,,,,,,,,,,
1033,22,7,2010,Bcomeau,,,,,27,GA1,CI5,18,f,42,,,,,,,,,,,,
1034,22,7,2010,Bcomeau,,,,,27,GA1,CI5,18,f,26,,,,,,,,,,,,
1035,22,7,2010,Bcomeau,,,,,27,GA1,CI5,18,f,37,,,,,,,,,,,,
1036,22,7,2010,Bcomeau,,,,,27,GA1,CI5,18,m,55,,,,,,,,,,,,
1037,22,7,2010,Gpaulin,,,,,27,GA1,CII1,1,f,39,,,,,,,,,,,,
1038,22,7,2010,Gpaulin,,,,,27,GA1,CII1,1,m,45,,,,,,,,,,,,
1039,22,7,2010,Gpaulin,,,,,27,GA1,CII1,1,m,24,,,,,,,,,,,,
1040,22,7,2010,Gpaulin,,,,,27,GA1,CII1,1,f,31,,,,,,,,,,,,
1041,22,7,2010,Gpaulin,,,,,27,GA1,CII1,1,m,28,,,,,,,,,,,,
1042,22,7,2010,Gpaulin,,,,,27,GA1,CII1,2,m,68,,,,,,,,,,,,
1043,22,7,2010,Gpaulin,,,,,27,GA1,CII1,2,m,47,,,,,,,,,,,,
1044,22,7,2010,Gpaulin,,,,,27,GA1,CII1,2,m,15,,,,,,,,,,,,
1045,22,7,2010,Gpaulin,,,,,27,GA1,CII1,2,f,23,,,,,,,,,,,,
1046,22,7,2010,Gpaulin,,,,,27,GA1,CII1,2,m,26,,,,,,,,,,,,
1047,22,7,2010,Gpaulin,,,,,27,GA1,CII1,2,m,45,,,,,,,,,,,,
1048,22,7,2010,Gpaulin,,,,,27,GA1,CII1,2,m,27,,,,,,,,,,,,
1049,22,7,2010,Gpaulin,,,,,27,GA1,CII1,2,m,45,,,,,,,,,,,,
1050,22,7,2010,Gpaulin,,,,,27,GA1,CII1,2,f,64,,,,,,,,,,,,
1051,22,7,2010,Gpaulin,,,,,27,GA1,CII1,3,f,22,,,,,,,,,,,,
1052,22,7,2010,Gpaulin,,,,,27,GA1,CII1,3,m,24,,,,,,,,,,,,
1053,22,7,2010,Gpaulin,,,,,27,GA1,CII1,3,f,58,,,,,,,,,,,,
1054,22,7,2010,Gpaulin,,,,,27,GA1,CII1,3,m,38,,,,,,,,,,,,
1055,22,7,2010,Gpaulin,,,,,27,GA1,CII1,3,f,24,,,,,,,,,,,,
1056,22,7,2010,Gpaulin,,,,,27,GA1,CII1,3,f,35,,,,,,,,,,,,
1057,22,7,2010,Gpaulin,,,,,27,GA1,CII1,4,f,52,,,,,,,,,,,,
1058,22,7,2010,Gpaulin,,,,,27,GA1,CII1,4,m,50,,,,,,,,,,,,
1059,22,7,2010,Gpaulin,,,,,27,GA1,CII1,4,m,47,,,,,,,,,,,,
1060,22,7,2010,Gpaulin,,,,,27,GA1,CII1,5,m,38,,,,,,,,,,,,
1061,22,7,2010,Gpaulin,,,,,27,GA1,CII1,5,m,18,,,,,,,,,,,,
1062,22,7,2010,Gpaulin,,,,,27,GA1,CII1,6,m,25,,,,,,,,,,,,
1063,22,7,2010,Gpaulin,,,,,27,GA1,CII1,6,m,24,,,,,,,,,,,,
1064,22,7,2010,Gpaulin,,,,,27,GA1,CII1,6,f,55,,,,,,,,,,,,
1065,22,7,2010,Gpaulin,,,,,27,GA1,CII1,6,m,22,,,,,,,,,,,,
1066,22,7,2010,Gpaulin,,,,,27,GA1,CII1,9,m,56,,,,,,,,,,,,
1067,22,7,2010,Gpaulin,,,,,27,GA1,CII1,9,f,65,,,,,,,,,,,,
1068,22,7,2010,Gpaulin,,,,,27,GA1,CII1,10,,,,,,,,,,,,,,
1069,22,7,2010,Gpaulin,,,,,27,GA1,CII1,11,m,24,,,,,,,,,,,,
1070,22,7,2010,Gpaulin,,,,,27,GA1,CII1,11,m,60,,,,,,,,,,,,
1071,22,7,2010,Gpaulin,,,,,27,GA1,CII1,11,m,18,,,,,,,,,,,,
1072,22,7,2010,Gpaulin,,,,,27,GA1,CII1,11,f,45,,,,,,,,,,,,
1073,22,7,2010,Gpaulin,,,,,27,GA1,CII1,11,m,35,,,,,,,,,,,,
1074,22,7,2010,Gpaulin,,,,,27,GA1,CII1,13,m,38,,,,,,,,,,,,
1075,22,7,2010,Gpaulin,,,,,27,GA1,CII1,13,f,24,,,,,,,,,,,,
1076,22,7,2010,Gpaulin,,,,,27,GA1,CII1,13,m,23,,,,,,,,,,,,
1077,22,7,2010,Gpaulin,,,,,27,GA1,CII1,14,m,20,,,,,,,,,,,,
1078,22,7,2010,Gpaulin,,,,,27,GA1,CII1,14,f,50,,,,,,,,,,,,
1079,22,7,2010,Gpaulin,,,,,27,GA1,CII1,15,f,40,,,,,,,,,,,,
1080,22,7,2010,Gpaulin,,,,,27,GA1,CII1,15,f,35,,,,,,,,,,,,
1081,22,7,2010,Gpaulin,,,,,27,GA1,CII1,15,m,38,,,,,,,,,,,,
1082,22,7,2010,Gpaulin,,,,,27,GA1,CII1,16,f,36,,,,,,,,,,,,
1083,22,7,2010,Gpaulin,,,,,27,GA1,CII1,17,m,37,,,,,,,,,,,,
1084,22,7,2010,Gpaulin,,,,,27,GA1,CII1,17,f,48,,,,,,,,,,,,
1085,22,7,2010,Gpaulin,,,,,27,GA1,CII1,18,m,85,,,,,,,,,,,,
1086,22,7,2010,Gpaulin,,,,,27,GA1,CII1,18,f,45,,,,,,,,,,,,
1087,22,7,2010,Gpaulin,,,,,27,GA1,CII1,18,f,53,,,,,,,,,,,,
1088,22,7,2010,Gpaulin,,,,,27,GA1,CII1,18,m,68,,,,,,,,,,,,
1089,22,7,2010,Gpaulin,,,,,27,GA1,CII1,18,f,54,,,,,,,,,,,,
1090,22,7,2010,Gpaulin,,,,,27,GA1,CII1,19,m,20,,,,,,,,,,,,
1091,22,7,2010,Gpaulin,,,,,27,GA1,CII1,19,f,36,,,,,,,,,,,,
1092,22,7,2010,Gpaulin,,,,,27,GA1,CII1,19,m,20,,,,,,,,,,,,
1093,22,7,2010,Gpaulin,,,,,27,GA1,CII1,19,f,34,,,,,,,,,,,,
1094,22,7,2010,Gpaulin,,,,,27,GA1,CII1,20,f,35,,,,,,,,,,,,
1095,22,7,2010,Gpaulin,,,,,27,GA1,CII1,20,m,42,,,,,,,,,,,,
1096,22,7,2010,Gpaulin,,,,,27,GA1,CII1,20,m,22,,,,,,,,,,,,
1097,22,7,2010,Gpaulin,,,,,27,GA1,CII1,20,f,63,,,,,,,,,,,,
1098,22,7,2010,Gpaulin,,,,,27,GA1,CII1,20,f,50,,,,,,,,,,,,
1099,22,7,2010,Gpaulin,,,,,27,GA1,CII1,20,f,28,,,,,,,,,,,,
1100,22,7,2010,Gpaulin,,,,,27,GA1,CII1,20,m,35,,,,,,,,,,,,
1101,22,7,2010,Gpaulin,,,,,27,GA1,CII1,20,m,56,,,,,,,,,,,,
1102,22,7,2010,Dgiard,,,,,27,GA1,CII1,1,m,40,,,,,,,,,,,,
1103,22,7,2010,Dgiard,,,,,27,GA1,CII1,1,m,61,,,,,,,,,,,,
1104,22,7,2010,Dgiard,,,,,27,GA1,CII1,1,f,72,,,,,,,,,,,,
1105,22,7,2010,Dgiard,,,,,27,GA1,CII1,1,f,81,,,,,,,,,,,,
1106,22,7,2010,Dgiard,,,,,27,GA1,CII1,1,m,42,,,,,,,,,,,,
1107,22,7,2010,Dgiard,,,,,27,GA1,CII1,1,f,61,,,,,,,,,,,,
1108,22,7,2010,Dgiard,,,,,27,GA1,CII1,2,f,62,,,,,,,,,,,,
1109,22,7,2010,Dgiard,,,,,27,GA1,CII1,2,m,80,,,,,,,,,,,,
1110,22,7,2010,Dgiard,,,,,27,GA1,CII1,2,m,35,,,,,,,,,,,,
1111,22,7,2010,Dgiard,,,,,27,GA1,CII1,2,f,56,,,,,,,,,,,,
1112,22,7,2010,Dgiard,,,,,27,GA1,CII1,2,f,47,,,,,,,,,,,,
1113,22,7,2010,Dgiard,,,,,27,GA1,CII1,3,f,62,,,,,,,,,,,,
1114,22,7,2010,Dgiard,,,,,27,GA1,CII1,3,f,76,,,,,,,,,,,,
1115,22,7,2010,Dgiard,,,,,27,GA1,CII1,3,m,45,,,,,,,,,,,,
1116,22,7,2010,Dgiard,,,,,27,GA1,CII1,3,m,43,,,,,,,,,,,,
1117,22,7,2010,Dgiard,,,,,27,GA1,CII1,4,m,55,,,,,,,,,,,,
1118,22,7,2010,Dgiard,,,,,27,GA1,CII1,4,m,39,,,,,,,,,,,,
1119,22,7,2010,Dgiard,,,,,27,GA1,CII1,4,m,33,,,,,,,,,,,,
1120,22,7,2010,Dgiard,,,,,27,GA1,CII1,4,f,35,,,,,,,,,,,,
1121,22,7,2010,Dgiard,,,,,27,GA1,CII1,5,m,42,,,,,,,,,,,,
1122,22,7,2010,Dgiard,,,,,27,GA1,CII1,5,m,29,,,,,,,,,,,,
1123,22,7,2010,Dgiard,,,,,27,GA1,CII1,5,m,21,,,,,,,,,,,,
1124,22,7,2010,Dgiard,,,,,27,GA1,CII1,6,m,41,,,,,,,,,,,,
1125,22,7,2010,Dgiard,,,,,27,GA1,CII1,7,m,21,,,,,,,,,,,,
1126,22,7,2010,Dgiard,,,,,27,GA1,CII1,7,f,20,,,,,,,,,,,,
1127,22,7,2010,Dgiard,,,,,27,GA1,CII1,8,m,16,,,,,,,,,,,,
1128,22,7,2010,Dgiard,,,,,27,GA1,CII1,8,f,39,,,,,,,,,,,,
1129,22,7,2010,Dgiard,,,,,27,GA1,CII1,8,m,42,,,,,,,,,,,,
1130,22,7,2010,Dgiard,,,,,27,GA1,CII1,9,f,55,,,,,,,,,,,,
1131,22,7,2010,Dgiard,,,,,27,GA1,CII1,9,m,43,,,,,,,,,,,,
1132,22,7,2010,Dgiard,,,,,27,GA1,CII1,9,m,53,,,,,,,,,,,,
1133,22,7,2010,Dgiard,,,,,27,GA1,CII1,10,m,39,,,,,,,,,,,,
1134,22,7,2010,Dgiard,,,,,27,GA1,CII1,11,m,39,,,,,,,,,,,,
1135,22,7,2010,Dgiard,,,,,27,GA1,CII1,11,f,41,,,,,,,,,,,,
1136,22,7,2010,Dgiard,,,,,27,GA1,CII1,11,f,50,,,,,,,,,,,,
1137,22,7,2010,Dgiard,,,,,27,GA1,CII1,11,m,52,,,,,,,,,,,,
1138,22,7,2010,Dgiard,,,,,27,GA1,CII1,12,m,35,,,,,,,,,,,,
1139,22,7,2010,Dgiard,,,,,27,GA1,CII1,12,m,42,,,,,,,,,,,,
1140,22,7,2010,Dgiard,,,,,27,GA1,CII1,13,f,60,,,,,,,,,,,,
1141,22,7,2010,Dgiard,,,,,27,GA1,CII1,13,m,52,,,,,,,,,,,,
1142,22,7,2010,Dgiard,,,,,27,GA1,CII1,14,,,,,,,,,,,,,,
1143,22,7,2010,Dgiard,,,,,27,GA1,CII1,15,m,21,,,,,,,,,,,,
1144,22,7,2010,Dgiard,,,,,27,GA1,CII1,15,m,27,,,,,,,,,,,,
1145,22,7,2010,Dgiard,,,,,27,GA1,CII1,15,f,41,,,,,,,,,,,,
1146,22,7,2010,Dgiard,,,,,27,GA1,CII1,15,m,45,,,,,,,,,,,,
1147,22,7,2010,Dgiard,,,,,27,GA1,CII1,16,f,26,,,,,,,,,,,,
1148,22,7,2010,Dgiard,,,,,27,GA1,CII1,16,m,14,,,,,,,,,,,,
1149,22,7,2010,Dgiard,,,,,27,GA1,CII1,16,f,42,,,,,,,,,,,,
1150,22,7,2010,Dgiard,,,,,27,GA1,CII1,16,m,56,,,,,,,,,,,,
1151,22,7,2010,Dgiard,,,,,27,GA1,CII1,17,m,31,,,,,,,,,,,,
1152,22,7,2010,Dgiard,,,,,27,GA1,CII1,17,m,29,,,,,,,,,,,,
