Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,Site,Transect,section,sexe,LC
281,4,7,2012,Bcomeau,,,,,,I2,3,3,f,25,,,,,,,,,,,,,,,,,
282,4,7,2012,Bcomeau,,,,,,I2,3,4,m,51,,,,,,,,,,,,,,,,,
283,4,7,2012,Bcomeau,,,,,,I2,3,4,i,12,,,,,,,,,,,,,,,,,
285,4,7,2012,Bcomeau,,,,,,I2,3,6,i,15,,,,,,,,,,,,,,,,,
286,4,7,2012,Bcomeau,,,,,,I2,3,6,i,12,,,,,,,,,,,,,,,,,
287,4,7,2012,Bcomeau,,,,,,I2,3,7,i,12,,,,,,,,,,,,,,,,,
288,4,7,2012,Bcomeau,,,,,,I2,3,7,i,12,,,,,,,,,,,,,,,,,
289,4,7,2012,Bcomeau,,,,,,I2,3,7,m,55,,,,,,,,,,,,,,,,,
290,4,7,2012,Bcomeau,,,,,,I2,3,7,i,16,,,,,,,,,,,,,,,,,
291,4,7,2012,Bcomeau,,,,,,I2,3,8,f,40,,,,,,,,,,,,,,,,,
292,4,7,2012,Bcomeau,,,,,,I2,3,8,i,15,,,,,,,,,,,,,,,,,
293,4,7,2012,Bcomeau,,,,,,I2,3,8,f,60,,,,,,,,,,,,,,,,,
294,4,7,2012,Bcomeau,,,,,,I2,3,8,i,16,,,,,,,,,,,,,,,,,
295,4,7,2012,Bcomeau,,,,,,I2,3,8,f,30,,,,,,,,,,,,,,,,,
296,4,7,2012,Bcomeau,,,,,,I2,3,9,i,16,,,,,,,,,,,,,,,,,
297,4,7,2012,Bcomeau,,,,,,I2,3,9,i,16,,,,,,,,,,,,,,,,,
298,4,7,2012,Bcomeau,,,,,,I2,3,9,f,35,,,,,,,,,,,,,,,,,
299,4,7,2012,Bcomeau,,,,,,I2,3,9,f,30,,,,,,,,,,,,,,,,,
300,4,7,2012,Bcomeau,,,,,,I2,3,10,m,45,,,,,,,,,,,,,,,,,
301,4,7,2012,Bcomeau,,,,,,I2,3,10,i,16,,,,,,,,,,,,,,,,,
302,4,7,2012,Bcomeau,,,,,,I2,3,10,m,65,,,,,,,,,,,,,,,,,
303,4,7,2012,Bcomeau,,,,,,I2,3,10,f,55,,,,,,,,,,,,,,,,,
304,4,7,2012,Bcomeau,,,,,,I2,3,10,m,52,,,,,,,,,,,,,,,,,
305,4,7,2012,Bcomeau,,,,,,I2,3,11,m,34,,,,,,,,,,,,,,,,,
306,4,7,2012,Bcomeau,,,,,,I2,3,11,i,12,,,,,,,,,,,,,,,,,
307,4,7,2012,Bcomeau,,,,,,I2,3,11,m,65,,,,,,,,,,,,,,,,,
308,4,7,2012,Bcomeau,,,,,,I2,3,11,m,35,,,,,,,,,,,,,,,,,
309,4,7,2012,Bcomeau,,,,,,I2,3,12,m,30,,,,,,,,,,,,,,,,,
310,4,7,2012,Bcomeau,,,,,,I2,3,12,i,18,,,,,,,,,,,,,,,,,
311,4,7,2012,Bcomeau,,,,,,I2,3,12,m,22,,,,,,,,,,,,,,,,,
312,4,7,2012,Bcomeau,,,,,,I2,3,12,i,12,,,,,,,,,,,,,,,,,
313,4,7,2012,Bcomeau,,,,,,I2,3,12,i,13,,,,,,,,,,,,,,,,,
314,4,7,2012,Bcomeau,,,,,,I2,3,13,i,16,,,,,,,,,,,,,,,,,
315,4,7,2012,Bcomeau,,,,,,I2,3,13,m,38,,,,,,,,,,,,,,,,,
316,4,7,2012,Bcomeau,,,,,,I2,3,13,m,21,,,,,,,,,,,,,,,,,
317,4,7,2012,Bcomeau,,,,,,I2,3,13,i,16,,,,,,,,,,,,,,,,,
318,4,7,2012,Bcomeau,,,,,,I2,3,13,i,12,,,,,,,,,,,,,,,,,
319,4,7,2012,Bcomeau,,,,,,I2,3,13,f,22,,,,,,,,,,,,,,,,,
320,5,7,2012,Rdoucette,,,,,,I2,4,1,f,44,,,,,,,,,,,,,,,,,
321,5,7,2012,Rdoucette,,,,,,I2,4,1,f,20,,,,,,,,,,,,,,,,,
322,5,7,2012,Rdoucette,,,,,,I2,4,2,f,43,,,,,,,,,,,,,,,,,
323,5,7,2012,Rdoucette,,,,,,I2,4,2,m,70,,,,,,,,,,,,,,,,,
324,5,7,2012,Rdoucette,,,,,,I2,4,2,i,16,,,,,,,,,,,,,,,,,
325,5,7,2012,Rdoucette,,,,,,I2,4,2,f,31,,,,,,,,,,,,,,,,,
326,5,7,2012,Rdoucette,,,,,,I2,4,2,f,67,,,,,,,,,,,,,,,,,
327,5,7,2012,Rdoucette,,,,,,I2,4,3,m,41,,,,,,,,,,,,,,,,,
328,5,7,2012,Rdoucette,,,,,,I2,4,3,f,24,,,,,,,,,,,,,,,,,
329,5,7,2012,Rdoucette,,,,,,I2,4,3,i,18,,,,,,,,,,,,,,,,,
330,5,7,2012,Rdoucette,,,,,,I2,4,3,m,47,,,,,,,,,,,,,,,,,
331,5,7,2012,Rdoucette,,,,,,I2,4,3,m,26,,,,,,,,,,,,,,,,,
332,5,7,2012,Rdoucette,,,,,,I2,4,4,m,30,,,,,,,,,,,,,,,,,
333,5,7,2012,Rdoucette,,,,,,I2,4,4,f,28,,,,,,,,,,,,,,,,,
334,5,7,2012,Rdoucette,,,,,,I2,4,4,m,38,,,,,,,,,,,,,,,,,
335,5,7,2012,Rdoucette,,,,,,I2,4,4,m,45,,,,,,,,,,,,,,,,,
336,5,7,2012,Rdoucette,,,,,,I2,4,4,f,59,,,,,,,,,,,,,,,,,
337,5,7,2012,Rdoucette,,,,,,I2,4,4,f,55,,,,,,,,,,,,,,,,,
338,5,7,2012,Rdoucette,,,,,,I2,4,4,f,34,,,,,,,,,,,,,,,,,
339,5,7,2012,Rdoucette,,,,,,I2,4,5,f,31,,,,,,,,,,,,,,,,,
340,5,7,2012,Rdoucette,,,,,,I2,4,5,m,28,,,,,,,,,,,,,,,,,
341,5,7,2012,Rdoucette,,,,,,I2,4,5,f,69,,,,,,,,,,,,,,,,,
342,5,7,2012,Rdoucette,,,,,,I2,4,5,m,26,,,,,,,,,,,,,,,,,
343,5,7,2012,Rdoucette,,,,,,I2,4,5,m,34,,,,,,,,,,,,,,,,,
344,5,7,2012,Rdoucette,,,,,,I2,4,5,m,25,,,,,,,,,,,,,,,,,
345,5,7,2012,Rdoucette,,,,,,I2,4,5,m,84,,,,,,,,,,,,,,,,,
346,5,7,2012,Rdoucette,,,,,,I2,4,6,m,35,,,,,,,,,,,,,,,,,
347,5,7,2012,Rdoucette,,,,,,I2,4,6,f,28,,,,,,,,,,,,,,,,,
348,5,7,2012,Rdoucette,,,,,,I2,4,6,f,23,,,,,,,,,,,,,,,,,
349,5,7,2012,Rdoucette,,,,,,I2,4,6,f,41,,,,,,,,,,,,,,,,,
350,5,7,2012,Rdoucette,,,,,,I2,4,6,m,67,,,,,,,,,,,,,,,,,
351,5,7,2012,Rdoucette,,,,,,I2,4,6,f,31,,,,,,,,,,,,,,,,,
352,5,7,2012,Rdoucette,,,,,,I2,4,6,b3,71,,,,,,,,,,,,,,,,,
353,5,7,2012,Rdoucette,,,,,,I2,4,6,f,46,,,,,,,,,,,,,,,,,
354,5,7,2012,Rdoucette,,,,,,I2,4,7,f,23,,,,,,,,,,,,,,,,,
355,5,7,2012,Rdoucette,,,,,,I2,4,7,m,25,,,,,,,,,,,,,,,,,
356,5,7,2012,Rdoucette,,,,,,I2,4,7,f,23,,,,,,,,,,,,,,,,,
357,5,7,2012,Rdoucette,,,,,,I2,4,7,m,20,,,,,,,,,,,,,,,,,
358,5,7,2012,Rdoucette,,,,,,I2,4,7,m,27,,,,,,,,,,,,,,,,,
359,5,7,2012,Rdoucette,,,,,,I2,4,7,f,49,,,,,,,,,,,,,,,,,
360,5,7,2012,Rdoucette,,,,,,I2,4,8,i,13,,,,,,,,,,,,,,,,,
361,5,7,2012,Rdoucette,,,,,,I2,4,8,f,24,,,,,,,,,,,,,,,,,
362,5,7,2012,Rdoucette,,,,,,I2,4,8,i,12,,,,,,,,,,,,,,,,,
363,5,7,2012,Rdoucette,,,,,,I2,4,8,f,54,,,,,,,,,,,,,,,,,
364,5,7,2012,Rdoucette,,,,,,I2,4,8,m,65,,,,,,,,,,,,,,,,,
365,5,7,2012,Rdoucette,,,,,,I2,4,8,m,32,,,,,,,,,,,,,,,,,
366,5,7,2012,Rdoucette,,,,,,I2,4,9,b3,77,,,,,,,,,,,,,,,,,
367,5,7,2012,Rdoucette,,,,,,I2,4,9,f,41,,,,,,,,,,,,,,,,,
368,5,7,2012,Rdoucette,,,,,,I2,4,9,b3,85,,,,,,,,,,,,,,,,,
369,5,7,2012,Rdoucette,,,,,,I2,4,9,m,23,,,,,,,,,,,,,,,,,
370,5,7,2012,Rdoucette,,,,,,I2,4,9,m,63,,,,,,,,,,,,,,,,,
371,5,7,2012,Rdoucette,,,,,,I2,4,9,f,27,,,,,,,,,,,,,,,,,
372,5,7,2012,Rdoucette,,,,,,I2,4,9,f,29,,,,,,,,,,,,,,,,,
373,5,7,2012,Rdoucette,,,,,,I2,4,10,m,81,,,,,,,,,,,,,,,,,
374,5,7,2012,Rdoucette,,,,,,I2,4,10,i,15,,,,,,,,,,,,,,,,,
375,5,7,2012,Rdoucette,,,,,,I2,4,10,m,52,,,,,,,,,,,,,,,,,
376,5,7,2012,Rdoucette,,,,,,I2,4,10,f,42,,,,,,,,,,,,,,,,,
377,5,7,2012,Rdoucette,,,,,,I2,4,10,f,32,,,,,,,,,,,,,,,,,
378,5,7,2012,Rdoucette,,,,,,I2,4,10,f,70,,,,,,,,,,,,,,,,,
379,5,7,2012,Rdoucette,,,,,,I2,4,10,m,53,,,,,,,,,,,,,,,,,
380,5,7,2012,Gpaulin,,,,,,I2,4,1,f,70,,,,,,,,,,,,,,,,,
381,5,7,2012,Gpaulin,,,,,,I2,4,1,m,68,,,,,,,,,,,,,,,,,
382,5,7,2012,Gpaulin,,,,,,I2,4,1,f,25,,,,,,,,,,,,,,,,,
383,5,7,2012,Gpaulin,,,,,,I2,4,1,m,38,,,,,,,,,,,,,,,,,
384,5,7,2012,Gpaulin,,,,,,I2,4,1,f,22,,,,,,,,,,,,,,,,,
385,5,7,2012,Gpaulin,,,,,,I2,4,2,m,52,,,,,,,,,,,,,,,,,
386,5,7,2012,Gpaulin,,,,,,I2,4,2,f,50,,,,,,,,,,,,,,,,,
387,5,7,2012,Gpaulin,,,,,,I2,4,2,m,25,,,,,,,,,,,,,,,,,
388,5,7,2012,Gpaulin,,,,,,I2,4,2,m,20,,,,,,,,,,,,,,,,,
389,5,7,2012,Gpaulin,,,,,,I2,4,2,f,23,,,,,,,,,,,,,,,,,
390,5,7,2012,Gpaulin,,,,,,I2,4,2,f,68,,,,,,,,,,,,,,,,,
391,5,7,2012,Gpaulin,,,,,,I2,4,3,m,24,,,,,,,,,,,,,,,,,
392,5,7,2012,Gpaulin,,,,,,I2,4,3,i,12,,,,,,,,,,,,,,,,,
393,5,7,2012,Gpaulin,,,,,,I2,4,3,m,40,,,,,,,,,,,,,,,,,
394,5,7,2012,Gpaulin,,,,,,I2,4,3,i,14,,,,,,,,,,,,,,,,,
395,5,7,2012,Gpaulin,,,,,,I2,4,3,m,42,,,,,,,,,,,,,,,,,
396,5,7,2012,Gpaulin,,,,,,I2,4,4,f,25,,,,,,,,,,,,,,,,,
397,5,7,2012,Gpaulin,,,,,,I2,4,4,i,15,,,,,,,,,,,,,,,,,
398,5,7,2012,Gpaulin,,,,,,I2,4,4,m,22,,,,,,,,,,,,,,,,,
399,5,7,2012,Gpaulin,,,,,,I2,4,4,m,31,,,,,,,,,,,,,,,,,
400,5,7,2012,Gpaulin,,,,,,I2,4,4,i,12,,,,,,,,,,,,,,,,,
401,5,7,2012,Gpaulin,,,,,,I2,4,4,i,18,,,,,,,,,,,,,,,,,
402,5,7,2012,Gpaulin,,,,,,I2,4,5,f,60,,,,,,,,,,,,,,,,,
403,5,7,2012,Gpaulin,,,,,,I2,4,5,i,12,,,,,,,,,,,,,,,,,
404,5,7,2012,Gpaulin,,,,,,I2,4,5,f,25,,,,,,,,,,,,,,,,,
405,5,7,2012,Gpaulin,,,,,,I2,4,5,f,47,,,,,,,,,,,,,,,,,
406,5,7,2012,Gpaulin,,,,,,I2,4,5,i,14,,,,,,,,,,,,,,,,,
407,5,7,2012,Gpaulin,,,,,,I2,4,5,m,23,,,,,,,,,,,,,,,,,
408,5,7,2012,Gpaulin,,,,,,I2,4,5,f,24,,,,,,,,,,,,,,,,,
409,5,7,2012,Gpaulin,,,,,,I2,4,5,f,65,,,,,,,,,,,,,,,,,
410,5,7,2012,Gpaulin,,,,,,I2,4,5,f,35,,,,,,,,,,,,,,,,,
411,5,7,2012,Gpaulin,,,,,,I2,4,6,f,62,,,,,,,,,,,,,,,,,
412,5,7,2012,Gpaulin,,,,,,I2,4,6,f,22,,,,,,,,,,,,,,,,,
413,5,7,2012,Gpaulin,,,,,,I2,4,6,m,25,,,,,,,,,,,,,,,,,
414,5,7,2012,Gpaulin,,,,,,I2,4,6,m,38,,,,,,,,,,,,,,,,,
415,5,7,2012,Gpaulin,,,,,,I2,4,6,f,32,,,,,,,,,,,,,,,,,
416,5,7,2012,Gpaulin,,,,,,I2,4,6,f,21,,,,,,,,,,,,,,,,,
417,5,7,2012,Gpaulin,,,,,,I2,4,6,i,15,,,,,,,,,,,,,,,,,
418,5,7,2012,Gpaulin,,,,,,I2,4,6,i,18,,,,,,,,,,,,,,,,,
419,5,7,2012,Gpaulin,,,,,,I2,4,7,m,23,,,,,,,,,,,,,,,,,
420,5,7,2012,Gpaulin,,,,,,I2,4,7,m,21,,,,,,,,,,,,,,,,,
421,5,7,2012,Gpaulin,,,,,,I2,4,7,f,35,,,,,,,,,,,,,,,,,
422,5,7,2012,Gpaulin,,,,,,I2,4,7,f,54,,,,,,,,,,,,,,,,,
423,5,7,2012,Gpaulin,,,,,,I2,4,7,i,12,,,,,,,,,,,,,,,,,
424,5,7,2012,Gpaulin,,,,,,I2,4,7,i,15,,,,,,,,,,,,,,,,,
425,5,7,2012,Gpaulin,,,,,,I2,4,7,m,20,,,,,,,,,,,,,,,,,
426,5,7,2012,Gpaulin,,,,,,I2,4,7,i,15,,,,,,,,,,,,,,,,,
427,5,7,2012,Gpaulin,,,,,,I2,4,8,i,12,,,,,,,,,,,,,,,,,
428,5,7,2012,Gpaulin,,,,,,I2,4,8,f,73,,,,,,,,,,,,,,,,,
429,5,7,2012,Gpaulin,,,,,,I2,4,8,f,24,,,,,,,,,,,,,,,,,
430,5,7,2012,Gpaulin,,,,,,I2,4,8,m,25,,,,,,,,,,,,,,,,,
431,5,7,2012,Gpaulin,,,,,,I2,4,8,f,40,,,,,,,,,,,,,,,,,
432,5,7,2012,Gpaulin,,,,,,I2,4,8,f,35,,,,,,,,,,,,,,,,,
433,5,7,2012,Gpaulin,,,,,,I2,4,8,i,15,,,,,,,,,,,,,,,,,
434,5,7,2012,Gpaulin,,,,,,I2,4,8,f,25,,,,,,,,,,,,,,,,,
435,5,7,2012,Gpaulin,,,,,,I2,4,8,f,43,,,,,,,,,,,,,,,,,
436,5,7,2012,Gpaulin,,,,,,I2,4,8,i,14,,,,,,,,,,,,,,,,,
437,5,7,2012,Gpaulin,,,,,,I2,4,9,i,15,,,,,,,,,,,,,,,,,
438,5,7,2012,Gpaulin,,,,,,I2,4,9,m,25,,,,,,,,,,,,,,,,,
439,5,7,2012,Gpaulin,,,,,,I2,4,9,i,18,,,,,,,,,,,,,,,,,
440,5,7,2012,Gpaulin,,,,,,I2,4,9,f,53,,,,,,,,,,,,,,,,,
441,5,7,2012,Gpaulin,,,,,,I2,4,9,f,75,,,,,,,,,,,,,,,,,
442,5,7,2012,Gpaulin,,,,,,I2,4,9,i,15,,,,,,,,,,,,,,,,,
443,5,7,2012,Gpaulin,,,,,,I2,4,9,i,15,,,,,,,,,,,,,,,,,
444,5,7,2012,Gpaulin,,,,,,I2,4,9,f,59,,,,,,,,,,,,,,,,,
445,5,7,2012,Gpaulin,,,,,,I2,4,9,m,73,,,,,,,,,,,,,,,,,
446,5,7,2012,Gpaulin,,,,,,I2,4,9,m,22,,,,,,,,,,,,,,,,,
447,5,7,2012,Gpaulin,,,,,,I2,4,10,m,22,,,,,,,,,,,,,,,,,
448,5,7,2012,Gpaulin,,,,,,I2,4,10,f,35,,,,,,,,,,,,,,,,,
449,5,7,2012,Gpaulin,,,,,,I2,4,10,f,56,,,,,,,,,,,,,,,,,
450,5,7,2012,Gpaulin,,,,,,I2,4,10,f,20,,,,,,,,,,,,,,,,,
451,5,7,2012,Gpaulin,,,,,,I2,4,10,f,48,,,,,,,,,,,,,,,,,
452,5,7,2012,Gpaulin,,,,,,I2,4,10,i,15,,,,,,,,,,,,,,,,,
453,5,7,2012,Gpaulin,,,,,,I2,4,10,i,18,,,,,,,,,,,,,,,,,
454,5,7,2012,Mcomeau,,,,,,I5,1,1,m,43,,,,,,,,,,,,,,,,,
455,5,7,2012,Mcomeau,,,,,,I5,1,1,i,14,,,,,,,,,,,,,,,,,
456,5,7,2012,Mcomeau,,,,,,I5,1,1,i,13,,,,,,,,,,,,,,,,,
457,5,7,2012,Mcomeau,,,,,,I5,1,1,i,14,,,,,,,,,,,,,,,,,
458,5,7,2012,Mcomeau,,,,,,I5,1,1,m,25,,,,,,,,,,,,,,,,,
459,5,7,2012,Mcomeau,,,,,,I5,1,1,m,35,,,,,,,,,,,,,,,,,
460,5,7,2012,Mcomeau,,,,,,I5,1,1,i,16,,,,,,,,,,,,,,,,,
461,5,7,2012,Mcomeau,,,,,,I5,1,2,i,13,,,,,,,,,,,,,,,,,
462,5,7,2012,Mcomeau,,,,,,I5,1,2,i,16,,,,,,,,,,,,,,,,,
463,5,7,2012,Mcomeau,,,,,,I5,1,2,f,25,,,,,,,,,,,,,,,,,
464,5,7,2012,Mcomeau,,,,,,I5,1,2,i,13,,,,,,,,,,,,,,,,,
465,5,7,2012,Mcomeau,,,,,,I5,1,2,i,12,,,,,,,,,,,,,,,,,
466,5,7,2012,Mcomeau,,,,,,I5,1,2,i,16,,,,,,,,,,,,,,,,,
467,5,7,2012,Mcomeau,,,,,,I5,1,2,m,48,,,,,,,,,,,,,,,,,
468,5,7,2012,Mcomeau,,,,,,I5,1,2,i,13,,,,,,,,,,,,,,,,,
469,5,7,2012,Mcomeau,,,,,,I5,1,2,i,13,,,,,,,,,,,,,,,,,
470,5,7,2012,Mcomeau,,,,,,I5,1,2,i,12,,,,,,,,,,,,,,,,,
471,5,7,2012,Mcomeau,,,,,,I5,1,2,f,67,,,,,,,,,,,,,,,,,
472,5,7,2012,Mcomeau,,,,,,I5,1,2,m,30,,,,,,,,,,,,,,,,,
473,5,7,2012,Mcomeau,,,,,,I5,1,3,f,24,,,,,,,,,,,,,,,,,
474,5,7,2012,Mcomeau,,,,,,I5,1,3,m,39,,,,,,,,,,,,,,,,,
475,5,7,2012,Mcomeau,,,,,,I5,1,3,i,14,,,,,,,,,,,,,,,,,
476,5,7,2012,Mcomeau,,,,,,I5,1,3,i,15,,,,,,,,,,,,,,,,,
477,5,7,2012,Mcomeau,,,,,,I5,1,3,i,11,,,,,,,,,,,,,,,,,
478,5,7,2012,Mcomeau,,,,,,I5,1,3,m,25,,,,,,,,,,,,,,,,,
479,5,7,2012,Mcomeau,,,,,,I5,1,3,m,22,,,,,,,,,,,,,,,,,
480,5,7,2012,Mcomeau,,,,,,I5,1,3,i,11,,,,,,,,,,,,,,,,,
481,5,7,2012,Mcomeau,,,,,,I5,1,3,f,37,,,,,,,,,,,,,,,,,
482,5,7,2012,Mcomeau,,,,,,I5,1,3,i,12,,,,,,,,,,,,,,,,,
483,5,7,2012,Mcomeau,,,,,,I5,1,3,m,26,,,,,,,,,,,,,,,,,
484,5,7,2012,Mcomeau,,,,,,I5,1,3,m,75,,,,,,,,,,,,,,,,,
485,5,7,2012,Mcomeau,,,,,,I5,1,4,i,14,,,,,,,,,,,,,,,,,
486,5,7,2012,Mcomeau,,,,,,I5,1,4,m,47,,,,,,,,,,,,,,,,,
487,5,7,2012,Mcomeau,,,,,,I5,1,4,f,37,,,,,,,,,,,,,,,,,
488,5,7,2012,Mcomeau,,,,,,I5,1,4,f,68,,,,,,,,,,,,,,,,,
489,5,7,2012,Mcomeau,,,,,,I5,1,4,f,57,,,,,,,,,,,,,,,,,
490,5,7,2012,Mcomeau,,,,,,I5,1,4,m,53,,,,,,,,,,,,,,,,,
491,5,7,2012,Mcomeau,,,,,,I5,1,4,m,36,,,,,,,,,,,,,,,,,
492,5,7,2012,Mcomeau,,,,,,I5,1,4,m,24,,,,,,,,,,,,,,,,,
493,5,7,2012,Mcomeau,,,,,,I5,1,4,m,35,,,,,,,,,,,,,,,,,
494,5,7,2012,Mcomeau,,,,,,I5,1,4,i,14,,,,,,,,,,,,,,,,,
495,5,7,2012,Mcomeau,,,,,,I5,1,4,i,14,,,,,,,,,,,,,,,,,
496,5,7,2012,Mcomeau,,,,,,I5,1,4,f,23,,,,,,,,,,,,,,,,,
497,5,7,2012,Mcomeau,,,,,,I5,1,5,f,48,,,,,,,,,,,,,,,,,
498,5,7,2012,Mcomeau,,,,,,I5,1,5,f,38,,,,,,,,,,,,,,,,,
499,5,7,2012,Mcomeau,,,,,,I5,1,5,f,25,,,,,,,,,,,,,,,,,
500,5,7,2012,Mcomeau,,,,,,I5,1,5,f,51,,,,,,,,,,,,,,,,,
501,5,7,2012,Mcomeau,,,,,,I5,1,5,i,14,,,,,,,,,,,,,,,,,
502,5,7,2012,Mcomeau,,,,,,I5,1,6,m,25,,,,,,,,,,,,,,,,,
503,5,7,2012,Mcomeau,,,,,,I5,1,6,m,33,,,,,,,,,,,,,,,,,
504,5,7,2012,Mcomeau,,,,,,I5,1,6,m,71,,,,,,,,,,,,,,,,,
505,5,7,2012,Mcomeau,,,,,,I5,1,6,m,56,,,,,,,,,,,,,,,,,
506,5,7,2012,Mcomeau,,,,,,I5,1,6,m,89,,,,,,,,,,,,,,,,,
507,5,7,2012,Mcomeau,,,,,,I5,1,6,f,22,,,,,,,,,,,,,,,,,
508,5,7,2012,Mcomeau,,,,,,I5,1,7,m,56,,,,,,,,,,,,,,,,,
509,5,7,2012,Mcomeau,,,,,,I5,1,7,i,11,,,,,,,,,,,,,,,,,
510,5,7,2012,Mcomeau,,,,,,I5,1,7,f,70,,,,,,,,,,,,,,,,,
511,5,7,2012,Mcomeau,,,,,,I5,1,7,m,23,,,,,,,,,,,,,,,,,
512,5,7,2012,Mcomeau,,,,,,I5,1,7,i,13,,,,,,,,,,,,,,,,,
513,5,7,2012,Mcomeau,,,,,,I5,1,7,m,58,,,,,,,,,,,,,,,,,
514,5,7,2012,Mcomeau,,,,,,I5,1,8,m,37,,,,,,,,,,,,,,,,,
515,5,7,2012,Mcomeau,,,,,,I5,1,8,f,23,,,,,,,,,,,,,,,,,
516,5,7,2012,Mcomeau,,,,,,I5,1,8,m,73,,,,,,,,,,,,,,,,,
517,5,7,2012,Mcomeau,,,,,,I5,1,8,f,36,,,,,,,,,,,,,,,,,
518,5,7,2012,Mcomeau,,,,,,I5,1,9,f,73,,,,,,,,,,,,,,,,,
519,5,7,2012,Mcomeau,,,,,,I5,1,9,i,13,,,,,,,,,,,,,,,,,
520,5,7,2012,Mcomeau,,,,,,I5,1,9,m,35,,,,,,,,,,,,,,,,,
521,5,7,2012,Mcomeau,,,,,,I5,1,9,m,27,,,,,,,,,,,,,,,,,
522,5,7,2012,Mcomeau,,,,,,I5,1,10,m,22,,,,,,,,,,,,,,,,,
523,5,7,2012,Mcomeau,,,,,,I5,1,10,m,24,,,,,,,,,,,,,,,,,
524,5,7,2012,Mcomeau,,,,,,I5,1,10,f,45,,,,,,,,,,,,,,,,,
525,5,7,2012,Mcomeau,,,,,,I5,1,11,i,13,,,,,,,,,,,,,,,,,
526,5,7,2012,Mcomeau,,,,,,I5,1,11,m,67,,,,,,,,,,,,,,,,,
527,5,7,2012,Mcomeau,,,,,,I5,1,11,f,44,,,,,,,,,,,,,,,,,
528,5,7,2012,Mcomeau,,,,,,I5,1,11,f,23,,,,,,,,,,,,,,,,,
529,5,7,2012,Mcomeau,,,,,,I5,1,11,f,78,,,,,,,,,,,,,,,,,
530,5,7,2012,Mcomeau,,,,,,I5,1,11,m,62,,,,,,,,,,,,,,,,,
531,5,7,2012,Mcomeau,,,,,,I5,1,11,b1,73,,,,,,,,,,,,,,,,,
532,5,7,2012,Mcomeau,,,,,,I5,1,11,m,26,,,,,,,,,,,,,,,,,
533,5,7,2012,Mcomeau,,,,,,I5,1,11,f,33,,,,,,,,,,,,,,,,,
534,5,7,2012,Bcomeau,,,,,,I5,1,1,f,54,,,,,,,,,,,,,,,,,
535,5,7,2012,Bcomeau,,,,,,I5,1,1,f,43,,,,,,,,,,,,,,,,,
536,5,7,2012,Bcomeau,,,,,,I5,1,1,f,43,,,,,,,,,,,,,,,,,
537,5,7,2012,Bcomeau,,,,,,I5,1,1,f,35,,,,,,,,,,,,,,,,,
538,5,7,2012,Bcomeau,,,,,,I5,1,1,i,12,,,,,,,,,,,,,,,,,
539,5,7,2012,Bcomeau,,,,,,I5,1,1,m,41,,,,,,,,,,,,,,,,,
540,5,7,2012,Bcomeau,,,,,,I5,1,1,m,71,,,,,,,,,,,,,,,,,
541,5,7,2012,Bcomeau,,,,,,I5,1,1,m,24,,,,,,,,,,,,,,,,,
542,5,7,2012,Bcomeau,,,,,,I5,1,1,i,11,,,,,,,,,,,,,,,,,
543,5,7,2012,Bcomeau,,,,,,I5,1,1,f,37,,,,,,,,,,,,,,,,,
544,5,7,2012,Bcomeau,,,,,,I5,1,1,f,22,,,,,,,,,,,,,,,,,
545,5,7,2012,Bcomeau,,,,,,I5,1,2,f,57,,,,,,,,,,,,,,,,,
546,5,7,2012,Bcomeau,,,,,,I5,1,2,m,24,,,,,,,,,,,,,,,,,
547,5,7,2012,Bcomeau,,,,,,I5,1,2,m,25,,,,,,,,,,,,,,,,,
548,5,7,2012,Bcomeau,,,,,,I5,1,2,i,15,,,,,,,,,,,,,,,,,
549,5,7,2012,Bcomeau,,,,,,I5,1,2,m,40,,,,,,,,,,,,,,,,,
550,5,7,2012,Bcomeau,,,,,,I5,1,2,f,20,,,,,,,,,,,,,,,,,
551,5,7,2012,Bcomeau,,,,,,I5,1,2,f,25,,,,,,,,,,,,,,,,,
552,5,7,2012,Bcomeau,,,,,,I5,1,2,i,14,,,,,,,,,,,,,,,,,
553,5,7,2012,Bcomeau,,,,,,I5,1,2,f,20,,,,,,,,,,,,,,,,,
554,5,7,2012,Bcomeau,,,,,,I5,1,2,i,12,,,,,,,,,,,,,,,,,
555,5,7,2012,Bcomeau,,,,,,I5,1,2,i,16,,,,,,,,,,,,,,,,,
556,5,7,2012,Bcomeau,,,,,,I5,1,2,i,16,,,,,,,,,,,,,,,,,
557,5,7,2012,Bcomeau,,,,,,I5,1,2,m,25,,,,,,,,,,,,,,,,,
558,5,7,2012,Bcomeau,,,,,,I5,1,3,m,67,,,,,,,,,,,,,,,,,
559,5,7,2012,Bcomeau,,,,,,I5,1,3,m,21,,,,,,,,,,,,,,,,,
560,5,7,2012,Bcomeau,,,,,,I5,1,3,i,12,,,,,,,,,,,,,,,,,
561,5,7,2012,Bcomeau,,,,,,I5,1,3,i,12,,,,,,,,,,,,,,,,,
562,5,7,2012,Bcomeau,,,,,,I5,1,3,i,12,,,,,,,,,,,,,,,,,
563,5,7,2012,Bcomeau,,,,,,I5,1,3,i,11,,,,,,,,,,,,,,,,,
564,5,7,2012,Bcomeau,,,,,,I5,1,3,i,12,,,,,,,,,,,,,,,,,
