Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca
2852,12,7,2011,Dgiard,,,,,28,CI1,2,1,f,45,,,,,,,,
2853,12,7,2011,Dgiard,,,,,28,CI1,2,1,m,41,,,,,,,,
2854,12,7,2011,Dgiard,,,,,28,CI1,2,1,f,46,,,,,,,,
2855,12,7,2011,Dgiard,,,,,28,CI1,2,1,m,20,,,,,,,,
2856,12,7,2011,Dgiard,,,,,28,CI1,2,1,m,26,,,,,,,,
2857,12,7,2011,Dgiard,,,,,28,CI1,2,1,f,36,,,,,,,,
2858,12,7,2011,Dgiard,,,,,28,CI1,2,2,m,41,,,,,,,,
2859,12,7,2011,Dgiard,,,,,28,CI1,2,2,f,56,,,,,,,,
2860,12,7,2011,Dgiard,,,,,28,CI1,2,2,m,44,,,,,,,,
2861,12,7,2011,Dgiard,,,,,28,CI1,2,2,m,80,,,,,,,,
2862,12,7,2011,Dgiard,,,,,28,CI1,2,2,f,56,,,,,,,,
2863,12,7,2011,Dgiard,,,,,28,CI1,2,2,f,29,,,,,,,,
2864,12,7,2011,Dgiard,,,,,28,CI1,2,3,m,22,,,,,,,,
2865,12,7,2011,Dgiard,,,,,28,CI1,2,4,m,50,,,,,,,,
2866,12,7,2011,Dgiard,,,,,28,CI1,2,5,m,90,,,,,,,,
2867,12,7,2011,Dgiard,,,,,28,CI1,2,6,,,,,,,,,,
2868,12,7,2011,Dgiard,,,,,28,CI1,2,7,m,23,,,,,,,,
2869,12,7,2011,Dgiard,,,,,28,CI1,2,7,i,16,,,,,,,,
2870,12,7,2011,Dgiard,,,,,28,CI1,2,8,f,70,,,,,,,,
2871,12,7,2011,Dgiard,,,,,28,CI1,2,8,f,33,,,,,,,,
2872,12,7,2011,Dgiard,,,,,28,CI1,2,9,m,26,,,,,,,,
2873,12,7,2011,Dgiard,,,,,28,CI1,2,9,i,14,,,,,,,,
2874,12,7,2011,Dgiard,,,,,28,CI1,2,9,f,44,,,,,,,,
2875,12,7,2011,Dgiard,,,,,28,CI1,2,10,f,28,,,,,,,,
2876,12,7,2011,Dgiard,,,,,28,CI1,2,10,m,20,,,,,,,,
2877,12,7,2011,Dgiard,,,,,28,CI1,2,10,m,45,,,,,,,,
2878,12,7,2011,Dgiard,,,,,28,CI1,2,10,m,70,,,,,,,,
2879,12,7,2011,Dgiard,,,,,28,CI1,2,11,m,51,,,,,,,,
2880,12,7,2011,Dgiard,,,,,28,CI1,2,11,i,17,,,,,,,,
2881,12,7,2011,Dgiard,,,,,28,CI1,2,11,m,31,,,,,,,,
2882,12,7,2011,Dgiard,,,,,28,CI1,2,11,m,36,,,,,,,,
2883,12,7,2011,Dgiard,,,,,28,CI1,2,11,f,21,,,,,,,,
2884,12,7,2011,Dgiard,,,,,28,CI1,2,11,f,45,,,,,,,,
2885,12,7,2011,Dgiard,,,,,28,CI1,2,11,f,43,,,,,,,,
2886,12,7,2011,Dgiard,,,,,28,CI1,2,11,m,51,,,,,,,,
2887,12,7,2011,Dgiard,,,,,28,CI1,2,11,f,30,,,,,,,,
2888,12,7,2011,Dgiard,,,,,28,CI1,2,11,f,30,,,,,,,,
2889,12,7,2011,Dgiard,,,,,28,CI1,2,11,f,23,,,,,,,,
2890,12,7,2011,Dgiard,,,,,28,CI1,2,12,m,76,,,,,,,,
2891,12,7,2011,Dgiard,,,,,28,CI1,2,12,m,23,,,,,,,,
2892,12,7,2011,Dgiard,,,,,28,CI1,2,12,m,20,,,,,,,,
2893,12,7,2011,Dgiard,,,,,28,CI1,2,13,m,33,,,,,,,,
2894,12,7,2011,Dgiard,,,,,28,CI1,2,13,f,64,,,,,,,,
2895,12,7,2011,Dgiard,,,,,28,CI1,2,13,i,12,,,,,,,,
2896,12,7,2011,Dgiard,,,,,28,CI1,2,14,m,41,,,,,,,,
2897,12,7,2011,Dgiard,,,,,28,CI1,2,14,m,21,,,,,,,,
2898,12,7,2011,Dgiard,,,,,28,CI1,2,14,f,65,,,,,,,,
2899,12,7,2011,Dgiard,,,,,28,CI1,2,14,i,17,,,,,,,,
2900,12,7,2011,Dgiard,,,,,28,CI1,2,14,f,28,,,,,,,,
2901,12,7,2011,Dgiard,,,,,28,CI1,2,14,f,76,,,,,,,,
2902,12,7,2011,Dgiard,,,,,28,CI1,2,14,m,29,,,,,,,,
2903,12,7,2011,Dgiard,,,,,28,CI1,2,14,f,41,,,,,,,,
2904,12,7,2011,Dgiard,,,,,28,CI1,2,14,f,36,,,,,,,,
2905,12,7,2011,Dgiard,,,,,28,CI1,2,15,m,20,,,,,,,,
2906,12,7,2011,Dgiard,,,,,28,CI1,2,15,i,18,,,,,,,,
2907,12,7,2011,Dgiard,,,,,28,CI1,2,16,f,29,,,,,,,,
2908,12,7,2011,Dgiard,,,,,28,CI1,2,16,m,20,,,,,,,,
2909,12,7,2011,Dgiard,,,,,28,CI1,2,16,f,26,,,,,,,,
2910,12,7,2011,Dgiard,,,,,28,CI1,2,16,m,23,,,,,,,,
2911,12,7,2011,Dgiard,,,,,28,CI1,2,16,i,16,,,,,,,,
2912,12,7,2011,Dgiard,,,,,28,CI1,2,16,i,14,,,,,,,,
2913,12,7,2011,Dgiard,,,,,28,CI1,2,16,m,46,,,,,,,,
2914,12,7,2011,Dgiard,,,,,28,CI1,2,16,m,36,,,,,,,,
2915,12,7,2011,Dgiard,,,,,28,CI1,2,17,i,19,,,,,,,,
2916,12,7,2011,Dgiard,,,,,28,CI1,2,17,m,21,,,,,,,,
2917,12,7,2011,Dgiard,,,,,28,CI1,2,17,f,25,,,,,,,,
2918,12,7,2011,Dgiard,,,,,28,CI1,2,17,f,47,,,,,,,,
2919,12,7,2011,Dgiard,,,,,28,CI1,2,17,f,33,,,,,,,,
2920,12,7,2011,Dgiard,,,,,28,CI1,2,17,f,30,,,,,,,,
2921,12,7,2011,Dgiard,,,,,28,CI1,2,18,i,16,,,,,,,,
2922,12,7,2011,Dgiard,,,,,28,CI1,2,18,i,12,,,,,,,,
2923,12,7,2011,Dgiard,,,,,28,CI1,2,18,f,21,,,,,,,,
2924,12,7,2011,Dgiard,,,,,28,CI1,2,18,f,31,,,,,,,,
2925,12,7,2011,Dgiard,,,,,28,CI1,2,18,m,48,,,,,,,,
2926,12,7,2011,Dgiard,,,,,28,CI1,2,18,m,36,,,,,,,,
2927,12,7,2011,Dgiard,,,,,28,CI1,2,18,m,32,,,,,,,,
2928,12,7,2011,Dgiard,,,,,28,CI1,2,18,f,41,,,,,,,,
2929,4,7,2011,Bcomeau,,,,,27,CI2,1,1,m,27,,,,,,,,
2930,4,7,2011,Bcomeau,,,,,27,CI2,1,1,f,35,,,,,,,,
2931,4,7,2011,Bcomeau,,,,,27,CI2,1,1,m,27,,,,,,,,
2932,4,7,2011,Bcomeau,,,,,27,CI2,1,1,m,24,,,,,,,,
2933,4,7,2011,Bcomeau,,,,,27,CI2,1,1,i,19,,,,,,,,
2934,4,7,2011,Bcomeau,,,,,27,CI2,1,2,m,32,,,,,,,,
2935,4,7,2011,Bcomeau,,,,,27,CI2,1,2,m,22,,,,,,,,
2936,4,7,2011,Bcomeau,,,,,27,CI2,1,2,m,22,,,,,,,,
2937,4,7,2011,Bcomeau,,,,,27,CI2,1,2,i,10,,,,,,,,
2938,4,7,2011,Bcomeau,,,,,27,CI2,1,3,f,45,,,,,,,,
2939,4,7,2011,Bcomeau,,,,,27,CI2,1,3,m,65,,,,,,,,
2940,4,7,2011,Bcomeau,,,,,27,CI2,1,3,f,58,,,,,,,,
2941,4,7,2011,Bcomeau,,,,,27,CI2,1,3,f,40,,,,,,,,
2942,4,7,2011,Bcomeau,,,,,27,CI2,1,4,m,25,,,,,,,,
2943,4,7,2011,Bcomeau,,,,,27,CI2,1,4,f,25,,,,,,,,
2944,4,7,2011,Bcomeau,,,,,27,CI2,1,4,m,50,,,,,,,,
2945,4,7,2011,Bcomeau,,,,,27,CI2,1,5,f,34,,,,,,,,
2946,4,7,2011,Bcomeau,,,,,27,CI2,1,5,m,40,,,,,,,,
2947,4,7,2011,Bcomeau,,,,,27,CI2,1,5,m,26,,,,,,,,
2948,4,7,2011,Bcomeau,,,,,27,CI2,1,6,m,50,,,,,,,,
2949,4,7,2011,Bcomeau,,,,,27,CI2,1,6,m,25,,,,,,,,
2950,4,7,2011,Bcomeau,,,,,27,CI2,1,6,m,45,,,,,,,,
2951,4,7,2011,Bcomeau,,,,,27,CI2,1,6,i,15,,,,,,,,
2952,4,7,2011,Bcomeau,,,,,27,CI2,1,6,m,50,,,,,,,,
2953,4,7,2011,Bcomeau,,,,,27,CI2,1,7,m,35,,,,,,,,
2954,4,7,2011,Bcomeau,,,,,27,CI2,1,7,f,22,,,,,,,,
2955,4,7,2011,Bcomeau,,,,,27,CI2,1,7,f,30,,,,,,,,
2956,4,7,2011,Bcomeau,,,,,27,CI2,1,8,f,34,,,,,,,,
2957,4,7,2011,Bcomeau,,,,,27,CI2,1,8,m,25,,,,,,,,
2958,4,7,2011,Bcomeau,,,,,27,CI2,1,8,f,30,,,,,,,,
2959,4,7,2011,Bcomeau,,,,,27,CI2,1,8,f,30,,,,,,,,
2960,4,7,2011,Bcomeau,,,,,27,CI2,1,8,m,24,,,,,,,,
2961,4,7,2011,Bcomeau,,,,,27,CI2,1,8,f,60,,,,,,,,
2962,4,7,2011,Bcomeau,,,,,27,CI2,1,9,f,25,,,,,,,,
2963,4,7,2011,Bcomeau,,,,,27,CI2,1,9,m,21,,,,,,,,
2964,4,7,2011,Bcomeau,,,,,27,CI2,1,9,i,10,,,,,,,,
2965,4,7,2011,Bcomeau,,,,,27,CI2,1,9,b3,80,,,,,,,,
2966,4,7,2011,Bcomeau,,,,,27,CI2,1,9,i,12,,,,,,,,
2967,4,7,2011,Bcomeau,,,,,27,CI2,1,9,f,21,,,,,,,,
2968,4,7,2011,Bcomeau,,,,,27,CI2,1,9,m,30,,,,,,,,
2969,4,7,2011,Bcomeau,,,,,27,CI2,1,9,i,15,,,,,,,,
2970,4,7,2011,Bcomeau,,,,,27,CI2,1,9,f,30,,,,,,,,
2971,4,7,2011,Bcomeau,,,,,27,CI2,1,9,f,22,,,,,,,,
2972,4,7,2011,Bcomeau,,,,,27,CI2,1,9,f,22,,,,,,,,
2973,4,7,2011,Bcomeau,,,,,27,CI2,1,9,m,24,,,,,,,,
2974,4,7,2011,Bcomeau,,,,,27,CI2,1,9,f,65,,,,,,,,
2975,4,7,2011,Bcomeau,,,,,27,CI2,1,9,m,24,,,,,,,,
2976,4,7,2011,Bcomeau,,,,,27,CI2,1,9,f,25,,,,,,,,
2977,4,7,2011,Bcomeau,,,,,27,CI2,1,9,f,50,,,,,,,,
2978,4,7,2011,Bcomeau,,,,,27,CI2,1,9,i,15,,,,,,,,
2979,4,7,2011,Bcomeau,,,,,27,CI2,1,10,i,9,,,,,,,,
2980,4,7,2011,Bcomeau,,,,,27,CI2,1,10,m,24,,,,,,,,
2981,4,7,2011,Bcomeau,,,,,27,CI2,1,10,i,17,,,,,,,,
2982,4,7,2011,Bcomeau,,,,,27,CI2,1,10,f,34,,,,,,,,
2983,4,7,2011,Bcomeau,,,,,27,CI2,1,10,i,19,,,,,,,,
2984,4,7,2011,Bcomeau,,,,,27,CI2,1,10,f,22,,,,,,,,
2985,4,7,2011,Bcomeau,,,,,27,CI2,1,10,m,41,,,,,,,,
2986,4,7,2011,Bcomeau,,,,,27,CI2,1,10,m,35,,,,,,,,
2987,4,7,2011,Bcomeau,,,,,27,CI2,1,11,f,29,,,,,,,,
2988,4,7,2011,Bcomeau,,,,,27,CI2,1,11,f,35,,,,,,,,
2989,4,7,2011,Bcomeau,,,,,27,CI2,1,12,,,,,,,,,,
2990,4,7,2011,Bcomeau,,,,,27,CI2,1,13,m,30,,,,,,,,
2991,4,7,2011,Bcomeau,,,,,27,CI2,1,13,m,88,,,,,,,,
2992,4,7,2011,Bcomeau,,,,,27,CI2,1,14,,,,,,,,,,
2993,4,7,2011,Bcomeau,,,,,27,CI2,1,15,f,48,,,,,,,,
2994,4,7,2011,Bcomeau,,,,,27,CI2,1,15,m,24,,,,,,,,
2995,4,7,2011,Bcomeau,,,,,27,CI2,1,16,m,30,,,,,,,,
2996,4,7,2011,Bcomeau,,,,,27,CI2,1,16,f,40,,,,,,,,
2997,4,7,2011,Bcomeau,,,,,27,CI2,1,16,m,20,,,,,,,,
2998,4,7,2011,Bcomeau,,,,,27,CI2,1,16,f,26,,,,,,,,
2999,4,7,2011,Bcomeau,,,,,27,CI2,1,16,f,28,,,,,,,,
3000,4,7,2011,Bcomeau,,,,,27,CI2,1,16,f,75,,,,,,,,
3001,4,7,2011,Bcomeau,,,,,27,CI2,1,17,f,31,,,,,,,,
3002,4,7,2011,Bcomeau,,,,,27,CI2,1,17,i,17,,,,,,,,
3003,4,7,2011,Mcomeau,,,,,27,CI2,1,1,m,27,,,,,,,,
3004,4,7,2011,Mcomeau,,,,,27,CI2,1,1,f,34,,,,,,,,
3005,4,7,2011,Mcomeau,,,,,27,CI2,1,1,i,14,,,,,,,,
3006,4,7,2011,Mcomeau,,,,,27,CI2,1,1,i,19,,,,,,,,
3007,4,7,2011,Mcomeau,,,,,27,CI2,1,1,f,69,,,,,,,,
3008,4,7,2011,Mcomeau,,,,,27,CI2,1,1,m,50,,,,,,,,
3009,4,7,2011,Mcomeau,,,,,27,CI2,1,1,m,22,,,,,,,,
3010,4,7,2011,Mcomeau,,,,,27,CI2,1,1,m,22,,,,,,,,
3011,4,7,2011,Mcomeau,,,,,27,CI2,1,1,f,32,,,,,,,,
3012,4,7,2011,Mcomeau,,,,,27,CI2,1,2,f,26,,,,,,,,
3013,4,7,2011,Mcomeau,,,,,27,CI2,1,2,m,50,,,,,,,,
3014,4,7,2011,Mcomeau,,,,,27,CI2,1,2,i,14,,,,,,,,
3015,4,7,2011,Mcomeau,,,,,27,CI2,1,2,m,39,,,,,,,,
3016,4,7,2011,Mcomeau,,,,,27,CI2,1,2,f,55,,,,,,,,
3017,4,7,2011,Mcomeau,,,,,27,CI2,1,2,f,30,,,,,,,,
3018,4,7,2011,Mcomeau,,,,,27,CI2,1,2,f,33,,,,,,,,
3019,4,7,2011,Mcomeau,,,,,27,CI2,1,3,f,27,,,,,,,,
3020,4,7,2011,Mcomeau,,,,,27,CI2,1,4,m,35,,,,,,,,
3021,4,7,2011,Mcomeau,,,,,27,CI2,1,4,i,12,,,,,,,,
3022,4,7,2011,Mcomeau,,,,,27,CI2,1,4,m,20,,,,,,,,
3023,4,7,2011,Mcomeau,,,,,27,CI2,1,5,m,43,,,,,,,,
3024,4,7,2011,Mcomeau,,,,,27,CI2,1,5,i,17,,,,,,,,
3025,4,7,2011,Mcomeau,,,,,27,CI2,1,5,f,41,,,,,,,,
3026,4,7,2011,Mcomeau,,,,,27,CI2,1,5,m,67,,,,,,,,
3027,4,7,2011,Mcomeau,,,,,27,CI2,1,5,m,33,,,,,,,,
3028,4,7,2011,Mcomeau,,,,,27,CI2,1,6,,,,,,,,,,
3029,4,7,2011,Mcomeau,,,,,27,CI2,1,7,,,,,,,,,,
3030,4,7,2011,Mcomeau,,,,,27,CI2,1,8,i,16,,,,,,,,
3031,4,7,2011,Mcomeau,,,,,27,CI2,1,8,m,23,,,,,,,,
3032,4,7,2011,Mcomeau,,,,,27,CI2,1,8,m,32,,,,,,,,
3033,4,7,2011,Mcomeau,,,,,27,CI2,1,8,i,11,,,,,,,,
3034,4,7,2011,Mcomeau,,,,,27,CI2,1,8,i,12,,,,,,,,
3035,4,7,2011,Mcomeau,,,,,27,CI2,1,8,i,16,,,,,,,,
3036,4,7,2011,Mcomeau,,,,,27,CI2,1,8,f,43,,,,,,,,
3037,4,7,2011,Mcomeau,,,,,27,CI2,1,8,b3,84,,,,,,,,
3038,4,7,2011,Mcomeau,,,,,27,CI2,1,8,m,24,,,,,,,,
3039,4,7,2011,Mcomeau,,,,,27,CI2,1,8,i,11,,,,,,,,
3040,4,7,2011,Mcomeau,,,,,27,CI2,1,8,f,24,,,,,,,,
3041,4,7,2011,Mcomeau,,,,,27,CI2,1,8,m,33,,,,,,,,
3042,4,7,2011,Mcomeau,,,,,27,CI2,1,8,f,29,,,,,,,,
3043,4,7,2011,Mcomeau,,,,,27,CI2,1,9,i,16,,,,,,,,
3044,4,7,2011,Mcomeau,,,,,27,CI2,1,9,m,22,,,,,,,,
3045,4,7,2011,Mcomeau,,,,,27,CI2,1,9,m,29,,,,,,,,
3046,4,7,2011,Mcomeau,,,,,27,CI2,1,9,m,26,,,,,,,,
3047,4,7,2011,Mcomeau,,,,,27,CI2,1,9,i,16,,,,,,,,
3048,4,7,2011,Mcomeau,,,,,27,CI2,1,9,m,26,,,,,,,,
3049,4,7,2011,Mcomeau,,,,,27,CI2,1,9,m,30,,,,,,,,
3050,4,7,2011,Mcomeau,,,,,27,CI2,1,9,m,43,,,,,,,,
3051,4,7,2011,Mcomeau,,,,,27,CI2,1,9,m,32,,,,,,,,
3052,4,7,2011,Mcomeau,,,,,27,CI2,1,9,m,20,,,,,,,,
3053,4,7,2011,Mcomeau,,,,,27,CI2,1,9,m,25,,,,,,,,
3054,4,7,2011,Mcomeau,,,,,27,CI2,1,10,m,27,,,,,,,,
3055,4,7,2011,Mcomeau,,,,,27,CI2,1,10,m,24,,,,,,,,
3056,4,7,2011,Mcomeau,,,,,27,CI2,1,10,m,27,,,,,,,,
3057,4,7,2011,Mcomeau,,,,,27,CI2,1,10,m,34,,,,,,,,
3058,4,7,2011,Mcomeau,,,,,27,CI2,1,10,m,22,,,,,,,,
3059,4,7,2011,Mcomeau,,,,,27,CI2,1,10,f,28,,,,,,,,
3060,4,7,2011,Mcomeau,,,,,27,CI2,1,10,i,16,,,,,,,,
3061,4,7,2011,Mcomeau,,,,,27,CI2,1,10,i,12,,,,,,,,
3062,4,7,2011,Mcomeau,,,,,27,CI2,1,10,m,24,,,,,,,,
3063,4,7,2011,Mcomeau,,,,,27,CI2,1,10,i,16,,,,,,,,
3064,4,7,2011,Mcomeau,,,,,27,CI2,1,10,m,21,,,,,,,,
3065,4,7,2011,Mcomeau,,,,,27,CI2,1,10,m,26,,,,,,,,
3066,4,7,2011,Mcomeau,,,,,27,CI2,1,10,f,22,,,,,,,,
3067,4,7,2011,Mcomeau,,,,,27,CI2,1,11,f,28,,,,,,,,
3068,4,7,2011,Mcomeau,,,,,27,CI2,1,11,m,20,,,,,,,,
3069,4,7,2011,Mcomeau,,,,,27,CI2,1,11,b3,72,,,,,,,,
3070,4,7,2011,Mcomeau,,,,,27,CI2,1,11,f,54,,,,,,,,
3071,4,7,2011,Mcomeau,,,,,27,CI2,1,11,m,55,,,,,,,,
3072,4,7,2011,Mcomeau,,,,,27,CI2,1,11,f,25,,,,,,,,
3074,4,7,2011,Mcomeau,,,,,27,CI2,1,13,f,34,,,,,,,,
3075,4,7,2011,Mcomeau,,,,,27,CI2,1,13,m,40,,,,,,,,
3076,4,7,2011,Mcomeau,,,,,27,CI2,1,13,i,15,,,,,,,,
3077,4,7,2011,Mcomeau,,,,,27,CI2,1,13,f,28,,,,,,,,
3078,4,7,2011,Mcomeau,,,,,27,CI2,1,14,m,122,,,,,,,,
3079,4,7,2011,Mcomeau,,,,,27,CI2,1,14,f,26,,,,,,,,
3080,4,7,2011,Mcomeau,,,,,27,CI2,1,14,f,41,,,,,,,,
3081,4,7,2011,Mcomeau,,,,,27,CI2,1,14,m,50,,,,,,,,
3082,4,7,2011,Mcomeau,,,,,27,CI2,1,14,f,34,,,,,,,,
3083,4,7,2011,Mcomeau,,,,,27,CI2,1,15,f,54,,,,,,,,
3084,4,7,2011,Mcomeau,,,,,27,CI2,1,15,f,80,,,,,,,,
3085,4,7,2011,Mcomeau,,,,,27,CI2,1,16,m,65,,,,,,,,
3086,4,7,2011,Mcomeau,,,,,27,CI2,1,16,f,41,,,,,,,,
3087,4,7,2011,Mcomeau,,,,,27,CI2,1,17,f,58,,,,,,,,
3088,4,7,2011,Mcomeau,,,,,27,CI2,1,17,f,60,,,,,,,,
3089,4,7,2011,Mcomeau,,,,,27,CI2,1,17,i,16,,,,,,,,
3090,4,7,2011,Mcomeau,,,,,27,CI2,1,17,f,24,,,,,,,,
3091,4,7,2011,Mcomeau,,,,,27,CI2,1,17,m,40,,,,,,,,
3092,4,7,2011,Mcomeau,,,,,27,CI2,1,17,i,19,,,,,,,,
3093,4,7,2011,Rdoucette,,,,,27,CI2,2,1,f,30,,,,,,,,
3094,4,7,2011,Rdoucette,,,,,27,CI2,2,1,i,16,,,,,,,,
3095,4,7,2011,Rdoucette,,,,,27,CI2,2,1,i,12,,,,,,,,
3096,4,7,2011,Rdoucette,,,,,27,CI2,2,1,i,18,,,,,,,,
3097,4,7,2011,Rdoucette,,,,,27,CI2,2,1,m,37,,,,,,,,
3098,4,7,2011,Rdoucette,,,,,27,CI2,2,1,f,24,,,,,,,,
3099,4,7,2011,Rdoucette,,,,,27,CI2,2,1,f,53,,,,,,,,
3100,4,7,2011,Rdoucette,,,,,27,CI2,2,2,f,29,,,,,,,,
3101,4,7,2011,Rdoucette,,,,,27,CI2,2,2,i,7,,,,,,,,
3102,4,7,2011,Rdoucette,,,,,27,CI2,2,2,m,29,,,,,,,,
3103,4,7,2011,Rdoucette,,,,,27,CI2,2,2,f,39,,,,,,,,
3104,4,7,2011,Rdoucette,,,,,27,CI2,2,2,f,38,,,,,,,,
3105,4,7,2011,Rdoucette,,,,,27,CI2,2,3,f,44,,,,,,,,
3106,4,7,2011,Rdoucette,,,,,27,CI2,2,3,m,22,,,,,,,,
3107,4,7,2011,Rdoucette,,,,,27,CI2,2,3,m,69,,,,,,,,
3108,4,7,2011,Rdoucette,,,,,27,CI2,2,3,f,64,,,,,,,,
3109,4,7,2011,Rdoucette,,,,,27,CI2,2,3,f,46,,,,,,,,
3110,4,7,2011,Rdoucette,,,,,27,CI2,2,4,f,29,,,,,,,,
3111,4,7,2011,Rdoucette,,,,,27,CI2,2,4,m,36,,,,,,,,
3112,4,7,2011,Rdoucette,,,,,27,CI2,2,5,m,50,,,,,,,,
3113,4,7,2011,Rdoucette,,,,,27,CI2,2,5,m,44,,,,,,,,
3114,4,7,2011,Rdoucette,,,,,27,CI2,2,5,m,33,,,,,,,,
3115,4,7,2011,Rdoucette,,,,,27,CI2,2,5,f,71,,,,,,,,
3116,4,7,2011,Rdoucette,,,,,27,CI2,2,6,m,34,,,,,,,,
3117,4,7,2011,Rdoucette,,,,,27,CI2,2,6,f,57,,,,,,,,
3118,4,7,2011,Rdoucette,,,,,27,CI2,2,6,m,27,,,,,,,,
3119,4,7,2011,Rdoucette,,,,,27,CI2,2,7,m,27,,,,,,,,
3120,4,7,2011,Rdoucette,,,,,27,CI2,2,7,f,33,,,,,,,,
3121,4,7,2011,Rdoucette,,,,,27,CI2,2,7,f,47,,,,,,,,
3122,4,7,2011,Rdoucette,,,,,27,CI2,2,7,f,74,,,,,,,,
3123,4,7,2011,Rdoucette,,,,,27,CI2,2,8,f,40,,,,,,,,
3124,4,7,2011,Rdoucette,,,,,27,CI2,2,8,i,13,,,,,,,,
3125,4,7,2011,Rdoucette,,,,,27,CI2,2,8,m,29,,,,,,,,
3126,4,7,2011,Rdoucette,,,,,27,CI2,2,8,m,31,,,,,,,,
3127,4,7,2011,Rdoucette,,,,,27,CI2,2,8,f,33,,,,,,,,
3128,4,7,2011,Rdoucette,,,,,27,CI2,2,8,i,11,,,,,,,,
3129,4,7,2011,Rdoucette,,,,,27,CI2,2,8,m,40,,,,,,,,
3130,4,7,2011,Rdoucette,,,,,27,CI2,2,9,m,43,,,,,,,,
3131,4,7,2011,Rdoucette,,,,,27,CI2,2,9,m,22,,,,,,,,
3132,4,7,2011,Rdoucette,,,,,27,CI2,2,9,m,30,,,,,,,,
3133,4,7,2011,Rdoucette,,,,,27,CI2,2,9,f,22,,,,,,,,
3134,4,7,2011,Rdoucette,,,,,27,CI2,2,10,f,43,,,,,,,,
3135,4,7,2011,Rdoucette,,,,,27,CI2,2,10,f,53,,,,,,,,
3136,4,7,2011,Rdoucette,,,,,27,CI2,2,10,f,34,,,,,,,,
3137,4,7,2011,Rdoucette,,,,,27,CI2,2,10,f,70,,,,,,,,
3138,4,7,2011,Rdoucette,,,,,27,CI2,2,10,m,37,,,,,,,,
3139,4,7,2011,Rdoucette,,,,,27,CI2,2,10,m,49,,,,,,,,
3140,4,7,2011,Rdoucette,,,,,27,CI2,2,10,m,34,,,,,,,,
3141,4,7,2011,Rdoucette,,,,,27,CI2,2,11,m,29,,,,,,,,
3142,4,7,2011,Rdoucette,,,,,27,CI2,2,11,m,25,,,,,,,,
3143,4,7,2011,Rdoucette,,,,,27,CI2,2,11,i,18,,,,,,,,
3144,4,7,2011,Rdoucette,,,,,27,CI2,2,11,f,29,,,,,,,,
3145,4,7,2011,Rdoucette,,,,,27,CI2,2,11,m,26,,,,,,,,
3146,4,7,2011,Rdoucette,,,,,27,CI2,2,12,m,58,,,,,,,,
3147,4,7,2011,Rdoucette,,,,,27,CI2,2,12,f,45,,,,,,,,
3148,4,7,2011,Rdoucette,,,,,27,CI2,2,12,f,32,,,,,,,,
3149,4,7,2011,Rdoucette,,,,,27,CI2,2,12,f,23,,,,,,,,
3150,4,7,2011,Rdoucette,,,,,27,CI2,2,12,f,28,,,,,,,,
3151,4,7,2011,Rdoucette,,,,,27,CI2,2,12,f,24,,,,,,,,
3152,4,7,2011,Rdoucette,,,,,27,CI2,2,12,m,33,,,,,,,,
3153,4,7,2011,Rdoucette,,,,,27,CI2,2,13,f,31,,,,,,,,
3154,4,7,2011,Rdoucette,,,,,27,CI2,2,13,m,28,,,,,,,,
3155,4,7,2011,Rdoucette,,,,,27,CI2,2,13,f,46,,,,,,,,
3156,4,7,2011,Rdoucette,,,,,27,CI2,2,13,m,41,,,,,,,,
3157,4,7,2011,Rdoucette,,,,,27,CI2,2,13,f,72,,,,,,,,
3158,4,7,2011,Rdoucette,,,,,27,CI2,2,14,b3,71,,,,,,,,
3159,4,7,2011,Rdoucette,,,,,27,CI2,2,14,m,28,,,,,,,,
3160,4,7,2011,Dgiard,,,,,27,CI2,2,1,f,70,,,,,,,,
3161,4,7,2011,Dgiard,,,,,27,CI2,2,1,f,31,,,,,,,,
3162,4,7,2011,Dgiard,,,,,27,CI2,2,1,m,21,,,,,,,,
3163,4,7,2011,Dgiard,,,,,27,CI2,2,1,f,25,,,,,,,,
3164,4,7,2011,Dgiard,,,,,27,CI2,2,1,m,26,,,,,,,,
3165,4,7,2011,Dgiard,,,,,27,CI2,2,1,f,35,,,,,,,,
3166,4,7,2011,Dgiard,,,,,27,CI2,2,1,i,16,,,,,,,,
3167,4,7,2011,Dgiard,,,,,27,CI2,2,1,f,38,,,,,,,,
3168,4,7,2011,Dgiard,,,,,27,CI2,2,2,m,29,,,,,,,,
3169,4,7,2011,Dgiard,,,,,27,CI2,2,3,m,24,,,,,,,,
3170,4,7,2011,Dgiard,,,,,27,CI2,2,3,f,46,,,,,,,,
3171,4,7,2011,Dgiard,,,,,27,CI2,2,4,,,,,,,,,,
3172,4,7,2011,Dgiard,,,,,27,CI2,2,5,f,82,,,,,,,,
3173,4,7,2011,Dgiard,,,,,27,CI2,2,5,f,45,,,,,,,,
3174,4,7,2011,Dgiard,,,,,27,CI2,2,6,m,26,,,,,,,,
3175,4,7,2011,Dgiard,,,,,27,CI2,2,6,f,58,,,,,,,,
3176,4,7,2011,Dgiard,,,,,27,CI2,2,6,f,80,,,,,,,,
3177,4,7,2011,Dgiard,,,,,27,CI2,2,7,f,70,,,,,,,,
