Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond,,
266,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,1,,,,0,0,1,0,0,1,Simple,,,,
267,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,2,m,45,,0,0,1,0,0,1,Simple,,,,
268,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,3,i,89,market,0,0,1,0,0,1,Simple,,,,
269,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,3,f,47,,0,0,1,0,0,1,Simple,,,,
270,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,4,,,,0,0,1,0,0,1,Simple,,,,
271,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,5,f,66,,0,0,1,0,0,1,Simple,,,,
272,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,5,m,91,,0,0,1,0,0,1,Simple,,,,
273,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,5,f,67,,0,0,1,0,0,1,Simple,,,,
276,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,8,m,72,,0,0,1,0,0,1,Simple,,,,
277,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,9,f,53,,0,0,1,0,0,1,Simple,,,,
278,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,10,m,76,,0,0,1,0,0,1,Simple,,,,
280,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,12,m,38,,0,0,1,0,0,1,Simple,,,,
281,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,13,m,32,,0,0,1,0,0,1,Simple,,,,
282,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,14,m,52,,0,0,1,0,0,1,Simple,,,,
284,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,16,f,61,,0,0,1,0,0,1,Simple,,,,
285,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,17,f,46,,0,0,1,0,0,1,Simple,,,,
286,21,8,2001,Glandry,4750.553,6503.265,4750.559,6503.351,27,AB2,7,17,f,74,,0,0,1,0,0,1,Simple,,,,
290,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,1,m,13,,0,0,0,0,1,1,Simple,,,,
291,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,1,f,81,,0,0,0,0,1,1,Simple,,,,
292,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,2,m,52,,0,0,0,0,1,1,Simple,,,,
293,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,3,m,28,,0,0,0,0,1,1,Simple,,,,
294,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,4,,,,0,0,0,0,1,1,Simple,,,,
297,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,7,,,,0,0,0,0,1,0,Simple,,,,
298,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,8,,,,0,0,0,0,1,1,Simple,,,,
299,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,9,,,,0,0,0,0,1,1,Simple,,,,
300,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,10,b1,64,,0,0,1,0,0,1,Simple,,,,
302,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,12,m,59,,0,0,0,0,1,1,Simple,,,,
303,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,13,f,51,,0,0,0,0,1,1,Simple,,,,
304,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,13,m,33,,0,0,0,0,1,1,Simple,,,,
305,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,13,m,71,,0,0,0,0,1,1,Simple,,,,
308,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,16,b1,71,,0,0,1,0,0,1,Simple,,,,
309,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,17,m,79,,0,0,1,0,0,1,Simple,,,,
310,21,8,2001,Bcomeau,4750.553,6503.265,4750.559,6503.351,27,AB2,7,18,,,,0,0,1,0,0,0,Simple,,,,
313,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,1,m,61,,0,0,0,0,1,1,Simple,,,,
314,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,2,,,,0,0,0,0,1,1,Simple,,,,
315,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,3,,,,0,0,0,0,1,1,Simple,,,,
316,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,4,m,45,,0,0,0,0,1,1,Simple,,,,
318,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,6,m,57,,0,0,0,0,1,1,Simple,,,,
319,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,7,f,23,,0,0,0,0,1,1,Simple,,,,
320,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,8,,,,0,0,0,0,1,1,Simple,,,,
321,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,9,f,42,,0,0,0,0,1,1,Simple,,,,
322,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,10,,,,0,0,0,0,1,1,Simple,,,,
323,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,11,m,39,,0,0,0,0,1,1,Simple,,,,
324,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,12,,,,0,0,0,0,1,1,Simple,,,,
326,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,14,,,,0,0,0,0,1,0,Simple,,,,
328,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,16,,,,0,0,0,0,1,1,Simple,,,,
329,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,17,b1,65,,0,0,0,0,1,1,Simple,,,,
330,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,18,m,45,,0,0,0,0,1,1,Simple,,,,
331,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,19,m,27,,0,0,0,0,1,1,Simple,,,,
332,22,8,2001,Mcomeau,4749.972,6506.797,4749.971,6506.873,32,GA2,8,20,,,,0,0,0,0,1,1,Simple,,,,
333,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,1,I,72,canner,0,0,1,0,0,1,Simple,,,,
334,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,1,i,86,market,0,0,1,0,0,1,Simple,,,,
335,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,2,,,,0,0,1,0,0,1,Simple,,,,
336,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,3,f,19,,0,0,1,0,0,1,Simple,,,,
337,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,4,m,63,,0,0,1,0,0,1,Simple,,,,
338,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,5,f,21,,0,0,1,0,0,1,Simple,,,,
339,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,6,f,25,,0,0,1,0,0,1,Simple,,,,
340,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,7,m,73,,0,0,1,0,0,1,Simple,,,,
341,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,8,m,31,,0,0,1,0,0,1,Simple,,,,
342,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,9,m,67,,0,0,1,0,0,1,Simple,,,,
343,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,9,I,71,canner,0,0,1,0,0,1,Simple,,,,
344,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,10,,,,0,0,1,0,0,1,Simple,,,,
345,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,11,,,,0,0,1,0,0,1,Simple,,,,
346,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,12,,,,0,0,1,0,0,1,Simple,,,,
347,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,13,,,,0,0,1,0,0,1,Simple,,,,
348,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,14,,,,0,0,1,0,0,1,Simple,,,,
349,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,15,m,28,,0,0,1,0,0,1,Simple,,,,
350,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,16,,,,0,0,1,0,0,1,Simple,,,,
351,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,17,m,23,,0,0,1,0,0,1,Simple,,,,
352,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,18,,,,0,0,1,0,0,1,Simple,,,,
353,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,19,,,,0,0,0,0,1,1,Simple,,,,
354,22,8,2001,Glandry,4749.972,6506.797,4749.971,6506.873,32,GA2,8,20,m,29,,0,0,0,0,1,1,Simple,,,,
355,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,1,,,,0,0,0,0,1,1,Simple,,,,
359,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,5,,,,0,0,0,0,1,1,Simple,,,,
360,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,6,m,58,,0,0,0,0,1,1,Simple,,,,
361,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,7,,,,0,0,0,0,1,1,Simple,,,,
362,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,8,m,60,,0,0,0,0,1,1,Simple,,,,
363,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,9,,,,0,0,0,0,1,1,Simple,,,,
364,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,10,,,,0,0,0,0,1,1,Simple,,,,
366,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,12,m,57,,0,0,0,0,1,1,Simple,,,,
367,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,13,f,31,,0,0,0,0,1,1,Simple,,,,
368,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,14,,,,0,0,0,0,1,1,Simple,,,,
369,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,15,,,,0,0,0,0,1,0,Simple,,,,
371,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,17,,,,0,0,0,0,1,1,Simple,,,,
374,22,8,2001,Bcomeau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,20,,,,0,0,0,0,1,1,Simple,,,,
375,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,1,f,60,,0,0,0,0,1,1,Simple,,,,
376,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,2,,,,0,0,0,0,1,1,Simple,,,,
377,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,3,,,,0,0,0,0,1,1,Simple,,,,
378,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,4,,,,0,0,0,0,1,0,Simple,,,,
380,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,6,,,,0,0,0,0,0,1,Simple,,,,
381,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,7,f,64,,0,0,0,0,0,1,Simple,,,,
382,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,8,f,29,,0,0,0,0,0,1,Simple,,,,
383,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,9,f,74,,0,0,0,0,0,1,Simple,,,,
388,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,14,,,,0,0,1,0,0,1,Simple,,,,
390,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,16,f,79,,0,0,1,0,0,1,Simple,,,,
391,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,17,,,,0,0,1,0,1,1,Simple,,,,
392,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,18,m,28,,0,0,1,0,1,1,Simple,,,,
393,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,19,,,,0,0,1,0,0,1,Simple,,,,
394,22,8,2001,Rvienneau,4749.967,6506.841,4749.962,6506.913,32,GA2,9,20,,,,0,0,1,0,0,1,Simple,,,,
395,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,1,f,37,,0,0,0,1,1,1,Simple,,,,
397,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,3,f,75,,0,0,1,1,1,1,Simple,,,,
398,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,4,,,,0,0,1,1,1,1,Simple,,,,
401,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,7,,,,0,0,1,1,1,1,Simple,,,,
402,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,8,,,,0,0,0,1,1,1,Simple,,,,
403,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,9,,,,0,0,0,1,1,0,Simple,,,,
404,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,10,,,,0,0,0,1,1,0,Simple,,,,
405,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,11,i,41,±40,0,0,0,1,1,1,Simple,,,,
406,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,11,i,44,±40,0,0,0,1,1,1,Simple,,,,
408,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,13,I,69,canner,0,0,0,1,1,1,Simple,,,,
409,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,13,m,38,,0,0,0,1,1,1,Simple,,,,
410,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,13,f,37,,0,0,0,1,1,1,Simple,,,,
411,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,13,b1,70,,0,0,0,1,1,1,Simple,,,,
412,22,8,2001,Mcomeau,4749.94,6506.850,4749.918,6506.914,28,GA2,10,14,m,71,,0,0,1,1,1,1,Simple,,,,
419,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,1,,,,0,0,1,1,0,1,Complexe,,,,
420,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,2,f,59,,0,0,1,1,0,1,Complexe,,,,
421,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,3,f,24,,0,0,1,1,0,1,Simple,,,,
422,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,4,i,25,,0,0,1,1,0,1,Complexe,,,,
426,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,8,m,27,,0,0,1,1,0,1,Simple,,,,
427,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,9,,,,0,0,1,1,0,1,Simple,,,,
428,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,10,f,71,,0,0,1,1,0,1,Simple,,,,
429,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,11,,,,0,0,1,1,0,1,Simple,,,,
430,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,12,m,28,,0,0,1,1,0,1,Simple,,,,
431,22,8,2001,Glandry,4749.94,6506.850,4749.918,6506.914,28,GA2,10,13,,,,0,0,1,1,0,1,Simple,,,,
439,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,1,,,,0,0,1,0,1,1,Simple,,,,
440,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,2,,,,0,0,1,0,1,1,Simple,,,,
441,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,3,i,41,±40,0,0,1,0,1,1,Simple,,,,
442,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,3,i,42,±40,0,0,1,0,1,1,Simple,,,,
443,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,4,f,36,,0,0,1,0,1,1,Simple,,,,
444,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,5,m,48,,0,0,1,0,1,1,Simple,,,,
445,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,6,m,13,,0,0,1,0,1,1,Simple,,,,
446,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,6,f,73,,0,0,1,0,1,1,Simple,,,,
447,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,6,m,62,,0,0,1,0,1,1,Simple,,,,
450,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,9,f,24,,0,0,1,0,0,1,Simple,,,,
451,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,10,,,,0,0,0,0,1,1,Simple,,,,
452,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,11,,,,0,0,0,0,1,1,Simple,,,,
453,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,12,f,50,,0,0,0,0,1,1,Simple,,,,
454,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,12,f,33,,0,0,0,0,1,1,Simple,,,,
458,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,16,f,47,,0,0,0,0,0,1,Simple,,,,
459,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,17,m,53,,0,0,0,0,0,1,Simple,,,,
460,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,18,,,,0,0,0,0,0,1,Simple,,,,
461,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,19,,,,0,0,0,0,0,1,Simple,,,,
462,22,8,2001,Rvienneau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,20,i,53,±50,0,0,0,0,0,1,Simple,,,,
464,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,2,f,62,,0,0,0,0,1,0,Simple,,,,
465,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,3,,,,0,0,0,0,1,1,Simple,,,,
466,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,4,f,56,,0,0,0,0,1,1,Simple,,,,
467,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,4,m,26,,0,0,0,0,1,1,Simple,,,,
469,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,6,f,33,,0,0,1,0,0,0,Simple,,,,
470,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,7,,,,0,0,1,0,0,1,Simple,,,,
471,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,8,,,,0,0,0,0,1,1,Simple,,,,
472,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,9,f,33,,0,0,0,0,1,1,Simple,,,,
473,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,10,f,53,,0,0,0,0,1,1,Simple,,,,
474,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,11,,,,0,0,0,0,1,1,Simple,,,,
475,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,12,,,,0,0,0,0,1,1,Simple,,,,
476,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,13,,,,0,0,0,0,1,0,Simple,,,,
477,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,14,,,,0,0,0,0,1,1,Simple,,,,
478,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,15,f,76,,0,0,0,0,1,1,Simple,,,,
479,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,15,m,35,,0,0,0,0,1,1,Simple,,,,
480,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,15,f,33,,0,0,0,0,1,1,Simple,,,,
481,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,16,f,67,,0,0,0,0,1,1,Simple,,,,
482,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,16,f,71,,0,0,0,0,1,1,Simple,,,,
484,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,18,m,60,,0,0,0,0,1,0,Simple,,,,
485,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,19,m,47,,0,0,0,0,1,1,Simple,,,,
486,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,19,m,27,,0,0,0,0,1,1,Simple,,,,
487,22,8,2001,Bcomeau,4749.947,6506.905,4749.931,6506.987,30,GA2,11,20,f,30,,0,0,0,0,1,0,Simple,,,,
488,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,1,,,,0,0,1,0,1,1,Simple,,,,
489,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,2,f,19,,0,0,1,0,0,0,Simple,,,,
491,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,4,f,53,,0,0,0,0,1,1,Simple,,,,
492,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,5,f,59,,0,0,0,0,1,1,Simple,,,,
494,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,7,f,34,,0,0,1,0,1,1,Simple,,,,
496,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,9,f,57,,0,0,0,0,1,1,Simple,,,,
497,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,10,m,25,,0,0,0,0,1,1,Simple,,,,
498,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,10,f,60,,0,0,0,0,1,1,Simple,,,,
499,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,11,f,31,,0,0,1,0,1,1,Simple,,,,
500,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,11,f,53,,0,0,1,0,1,1,Simple,,,,
501,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,12,m,47,,0,0,1,0,1,1,Simple,,,,
502,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,12,m,40,,0,0,1,0,1,1,Simple,,,,
503,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,12,m,16,,0,0,1,0,1,1,Simple,,,,
504,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,13,m,26,,0,0,0,0,1,1,Simple,,,,
505,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,14,f,41,,0,0,0,0,1,1,Simple,,,,
506,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,14,m,16,,0,0,0,0,1,1,Simple,,,,
507,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,15,f,31,,0,0,0,0,1,1,Simple,,,,
508,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,15,m,53,,0,0,0,0,1,1,Simple,,,,
509,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,16,m,44,,0,0,0,0,1,1,Simple,,,,
510,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,17,f,53,,0,0,1,0,1,1,Simple,,,,
511,22,8,2001,Mcomeau,4749.957,6506.926,4749.933,6507.004,33,GA2,12,17,f,58,,0,0,1,0,1,1,Simple,,,,
515,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,1,,,,0,0,1,0,0,1,Simple,,,,
516,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,2,,,,0,0,1,0,0,1,Simple,,,,
517,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,3,,,,0,0,1,0,0,1,Simple,,,,
518,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,4,,,,0,0,1,0,0,1,Simple,,,,
519,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,5,,,,0,0,1,0,0,1,Simple,,,,
520,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,6,m,45,,0,0,1,0,0,1,Simple,,,,
521,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,6,f,72,,0,0,1,0,0,1,Simple,,,,
522,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,7,m,71,,0,0,1,0,0,1,Simple,,,,
524,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,9,m,41,,0,0,1,0,0,1,Simple,,,,
525,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,10,f,31,,0,0,1,0,0,1,Simple,,,,
526,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,10,m,57,,0,0,1,0,0,1,Simple,,,,
527,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,11,,,,0,0,1,0,0,1,Simple,,,,
528,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,12,,,,0,0,1,0,0,1,Simple,,,,
529,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,13,f,63,,0,0,1,0,0,1,Simple,,,,
