Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,
63,18,7,2013,Bcomeau,,,,,29,RI,1,12,i,10,,,,,,,,,,,,,
64,18,7,2013,Bcomeau,,,,,29,RI,1,12,m,25,,,,,,,,,,,,,
65,18,7,2013,Bcomeau,,,,,29,RI,1,12,i,15,,,,,,,,,,,,,
66,18,7,2013,Bcomeau,,,,,29,RI,1,13,f,42,,,,,,,,,,,,,
67,18,7,2013,Bcomeau,,,,,29,RI,1,13,m,22,,,,,,,,,,,,,
68,18,7,2013,Bcomeau,,,,,29,RI,1,13,f,20,,,,,,,,,,,,,
69,18,7,2013,Bcomeau,,,,,29,RI,1,13,f,31,,,,,,,,,,,,,
70,18,7,2013,Bcomeau,,,,,29,RI,1,13,m,21,,,,,,,,,,,,,
71,18,7,2013,Bcomeau,,,,,29,RI,1,13,b3,71,,,,,,,,,,,,,
72,18,7,2013,Bcomeau,,,,,29,RI,1,13,f,47,,,,,,,,,,,,,
73,18,7,2013,Bcomeau,,,,,29,RI,1,13,f,32,,,,,,,,,,,,,
74,18,7,2013,Bcomeau,,,,,29,RI,1,13,i,10,,,,,,,,,,,,,
75,18,7,2013,Bcomeau,,,,,29,RI,1,13,i,11,,,,,,,,,,,,,
76,18,7,2013,Bcomeau,,,,,29,RI,1,13,i,18,,,,,,,,,,,,,
77,18,7,2013,Bcomeau,,,,,29,RI,1,13,f,25,,,,,,,,,,,,,
78,18,7,2013,Bcomeau,,,,,29,RI,1,14,i,17,,,,,,,,,,,,,
79,18,7,2013,Bcomeau,,,,,29,RI,1,14,f,58,,,,,,,,,,,,,
80,18,7,2013,Bcomeau,,,,,29,RI,1,14,i,13,,,,,,,,,,,,,
81,18,7,2013,Bcomeau,,,,,29,RI,1,14,b1,77,,,,,,,,,,,,,
82,18,7,2013,Bcomeau,,,,,29,RI,1,14,f,33,,,,,,,,,,,,,
83,18,7,2013,Bcomeau,,,,,29,RI,1,14,f,44,,,,,,,,,,,,,
84,18,7,2013,Bcomeau,,,,,29,RI,1,14,f,64,,,,,,,,,,,,,
85,18,7,2013,Bcomeau,,,,,29,RI,1,14,m,33,,,,,,,,,,,,,
86,18,7,2013,Bcomeau,,,,,29,RI,1,14,i,12,,,,,,,,,,,,,
87,18,7,2013,Bcomeau,,,,,29,RI,1,14,f,56,,,,,,,,,,,,,
88,18,7,2013,Bcomeau,,,,,29,RI,1,14,f,31,,,,,,,,,,,,,
89,18,7,2013,Bcomeau,,,,,29,RI,1,14,i,14,,,,,,,,,,,,,
90,18,7,2013,Bcomeau,,,,,29,RI,1,14,f,32,,,,,,,,,,,,,
91,18,7,2013,Bcomeau,,,,,29,RI,1,14,i,13,,,,,,,,,,,,,
92,18,7,2013,Bcomeau,,,,,29,RI,1,15,f,33,,,,,,,,,,,,,
93,18,7,2013,Bcomeau,,,,,29,RI,1,15,m,40,,,,,,,,,,,,,
94,18,7,2013,Bcomeau,,,,,29,RI,1,15,i,14,,,,,,,,,,,,,
95,18,7,2013,Bcomeau,,,,,29,RI,1,15,i,16,,,,,,,,,,,,,
96,18,7,2013,Bcomeau,,,,,29,RI,1,15,f,25,,,,,,,,,,,,,
97,18,7,2013,Bcomeau,,,,,29,RI,1,15,i,12,,,,,,,,,,,,,
98,18,7,2013,Bcomeau,,,,,29,RI,1,16,f,35,,,,,,,,,,,,,
99,18,7,2013,Bcomeau,,,,,29,RI,1,16,f,48,,,,,,,,,,,,,
100,18,7,2013,Bcomeau,,,,,29,RI,1,16,f,26,,,,,,,,,,,,,
101,18,7,2013,Bcomeau,,,,,29,RI,1,16,f,33,,,,,,,,,,,,,
102,18,7,2013,Bcomeau,,,,,29,RI,1,17,m,36,,,,,,,,,,,,,
103,18,7,2013,Bcomeau,,,,,29,RI,1,17,i,16,,,,,,,,,,,,,
104,18,7,2013,Bcomeau,,,,,29,RI,1,17,m,45,,,,,,,,,,,,,
105,18,7,2013,Bcomeau,,,,,29,RI,1,17,f,85,,,,,,,,,,,,,
106,18,7,2013,Bcomeau,,,,,29,RI,1,17,i,15,,,,,,,,,,,,,
107,18,7,2013,Bcomeau,,,,,29,RI,1,17,i,15,,,,,,,,,,,,,
108,18,7,2013,Bcomeau,,,,,29,RI,1,17,m,21,,,,,,,,,,,,,
109,18,7,2013,Bcomeau,,,,,29,RI,1,18,m,39,,,,,,,,,,,,,
110,18,7,2013,Bcomeau,,,,,29,RI,1,18,i,16,,,,,,,,,,,,,
111,18,7,2013,Bcomeau,,,,,29,RI,1,18,f,23,,,,,,,,,,,,,
112,18,7,2013,Bcomeau,,,,,29,RI,1,18,m,40,,,,,,,,,,,,,
113,18,7,2013,Bcomeau,,,,,29,RI,1,18,f,27,,,,,,,,,,,,,
114,18,7,2013,Bcomeau,,,,,29,RI,1,18,f,20,,,,,,,,,,,,,
115,18,7,2013,Bcomeau,,,,,29,RI,1,18,m,35,,,,,,,,,,,,,
116,18,7,2013,Bcomeau,,,,,29,RI,1,18,i,15,,,,,,,,,,,,,
117,18,7,2013,Bcomeau,,,,,29,RI,1,19,m,31,,,,,,,,,,,,,
118,18,7,2013,Bcomeau,,,,,29,RI,1,19,m,20,,,,,,,,,,,,,
119,18,7,2013,Bcomeau,,,,,29,RI,1,19,f,20,,,,,,,,,,,,,
120,18,7,2013,Bcomeau,,,,,29,RI,1,19,m,45,,,,,,,,,,,,,
121,18,7,2013,Bcomeau,,,,,29,RI,1,19,i,12,,,,,,,,,,,,,
122,18,7,2013,Bcomeau,,,,,29,RI,1,19,f,80,,,,,,,,,,,,,
123,18,7,2013,Bcomeau,,,,,29,RI,1,19,f,25,,,,,,,,,,,,,
124,18,7,2013,Bcomeau,,,,,29,RI,1,20,i,15,,,,,,,,,,,,,
125,18,7,2013,Bcomeau,,,,,29,RI,1,20,i,16,,,,,,,,,,,,,
126,18,7,2013,Bcomeau,,,,,29,RI,1,20,i,10,,,,,,,,,,,,,
127,18,7,2013,Bcomeau,,,,,29,RI,1,20,m,25,,,,,,,,,,,,,
128,18,7,2013,Bcomeau,,,,,29,RI,1,20,f,70,,,,,,,,,,,,,
129,18,7,2013,Bcomeau,,,,,29,RI,1,20,f,57,,,,,,,,,,,,,
130,18,7,2013,Bcomeau,,,,,29,RI,1,20,m,33,,,,,,,,,,,,,
131,18,7,2013,Bcomeau,,,,,29,RI,1,20,f,24,,,,,,,,,,,,,
132,18,7,2013,Mcomeau,,,,,29,RI,1,1,f,71,,,,,,,,,,,,,
133,18,7,2013,Mcomeau,,,,,29,RI,1,1,f,22,,,,,,,,,,,,,
134,18,7,2013,Mcomeau,,,,,29,RI,1,1,m,45,,,,,,,,,,,,,
135,18,7,2013,Mcomeau,,,,,29,RI,1,1,i,15,,,,,,,,,,,,,
136,18,7,2013,Mcomeau,,,,,29,RI,1,1,f,82,,,,,,,,,,,,,
137,18,7,2013,Mcomeau,,,,,29,RI,1,1,m,45,,,,,,,,,,,,,
138,18,7,2013,Mcomeau,,,,,29,RI,1,1,f,32,,,,,,,,,,,,,
139,18,7,2013,Mcomeau,,,,,29,RI,1,1,m,42,,,,,,,,,,,,,
140,18,7,2013,Mcomeau,,,,,29,RI,1,1,m,55,,,,,,,,,,,,,
141,18,7,2013,Mcomeau,,,,,29,RI,1,1,f,48,,,,,,,,,,,,,
142,18,7,2013,Mcomeau,,,,,29,RI,1,2,m,29,,,,,,,,,,,,,
143,18,7,2013,Mcomeau,,,,,29,RI,1,2,f,32,,,,,,,,,,,,,
144,18,7,2013,Mcomeau,,,,,29,RI,1,2,m,24,,,,,,,,,,,,,
145,18,7,2013,Mcomeau,,,,,29,RI,1,2,f,24,,,,,,,,,,,,,
146,18,7,2013,Mcomeau,,,,,29,RI,1,2,i,16,,,,,,,,,,,,,
147,18,7,2013,Mcomeau,,,,,29,RI,1,2,i,18,,,,,,,,,,,,,
148,18,7,2013,Mcomeau,,,,,29,RI,1,2,f,22,,,,,,,,,,,,,
149,18,7,2013,Mcomeau,,,,,29,RI,1,2,f,20,,,,,,,,,,,,,
150,18,7,2013,Mcomeau,,,,,29,RI,1,2,i,15,,,,,,,,,,,,,
151,18,7,2013,Mcomeau,,,,,29,RI,1,2,f,49,,,,,,,,,,,,,
152,18,7,2013,Mcomeau,,,,,29,RI,1,3,f,22,,,,,,,,,,,,,
153,18,7,2013,Mcomeau,,,,,29,RI,1,3,m,61,,,,,,,,,,,,,
154,18,7,2013,Mcomeau,,,,,29,RI,1,3,f,73,,,,,,,,,,,,,
155,18,7,2013,Mcomeau,,,,,29,RI,1,3,i,12,,,,,,,,,,,,,
156,18,7,2013,Mcomeau,,,,,29,RI,1,3,m,58,,,,,,,,,,,,,
157,18,7,2013,Mcomeau,,,,,29,RI,1,3,m,40,,,,,,,,,,,,,
158,18,7,2013,Mcomeau,,,,,29,RI,1,3,i,14,,,,,,,,,,,,,
159,18,7,2013,Mcomeau,,,,,29,RI,1,3,f,22,,,,,,,,,,,,,
160,18,7,2013,Mcomeau,,,,,29,RI,1,3,i,16,,,,,,,,,,,,,
161,18,7,2013,Mcomeau,,,,,29,RI,1,4,m,25,,,,,,,,,,,,,
162,18,7,2013,Mcomeau,,,,,29,RI,1,4,m,75,,,,,,,,,,,,,
163,18,7,2013,Mcomeau,,,,,29,RI,1,4,f,36,,,,,,,,,,,,,
164,18,7,2013,Mcomeau,,,,,29,RI,1,4,f,76,,,,,,,,,,,,,
165,18,7,2013,Mcomeau,,,,,29,RI,1,4,f,74,,,,,,,,,,,,,
166,18,7,2013,Mcomeau,,,,,29,RI,1,4,i,16,,,,,,,,,,,,,
167,18,7,2013,Mcomeau,,,,,29,RI,1,4,m,35,,,,,,,,,,,,,
168,18,7,2013,Mcomeau,,,,,29,RI,1,5,m,37,,,,,,,,,,,,,
169,18,7,2013,Mcomeau,,,,,29,RI,1,5,f,22,,,,,,,,,,,,,
170,18,7,2013,Mcomeau,,,,,29,RI,1,5,f,33,,,,,,,,,,,,,
171,18,7,2013,Mcomeau,,,,,29,RI,1,5,m,64,,,,,,,,,,,,,
172,18,7,2013,Mcomeau,,,,,29,RI,1,5,f,58,,,,,,,,,,,,,
173,18,7,2013,Mcomeau,,,,,29,RI,1,5,m,38,,,,,,,,,,,,,
174,18,7,2013,Mcomeau,,,,,29,RI,1,5,f,54,,,,,,,,,,,,,
175,18,7,2013,Mcomeau,,,,,29,RI,1,5,f,34,,,,,,,,,,,,,
176,18,7,2013,Mcomeau,,,,,29,RI,1,5,i,15,,,,,,,,,,,,,
177,18,7,2013,Mcomeau,,,,,29,RI,1,5,m,64,,,,,,,,,,,,,
178,18,7,2013,Mcomeau,,,,,29,RI,1,5,f,60,,,,,,,,,,,,,
179,18,7,2013,Mcomeau,,,,,29,RI,1,5,f,59,,,,,,,,,,,,,
180,18,7,2013,Mcomeau,,,,,29,RI,1,6,m,24,,,,,,,,,,,,,
181,18,7,2013,Mcomeau,,,,,29,RI,1,6,i,14,,,,,,,,,,,,,
182,18,7,2013,Mcomeau,,,,,29,RI,1,6,f,56,,,,,,,,,,,,,
183,18,7,2013,Mcomeau,,,,,29,RI,1,6,m,63,,,,,,,,,,,,,
184,18,7,2013,Mcomeau,,,,,29,RI,1,6,m,68,,,,,,,,,,,,,
185,18,7,2013,Mcomeau,,,,,29,RI,1,7,m,23,,,,,,,,,,,,,
186,18,7,2013,Mcomeau,,,,,29,RI,1,7,f,34,,,,,,,,,,,,,
187,18,7,2013,Mcomeau,,,,,29,RI,1,7,f,43,,,,,,,,,,,,,
188,18,7,2013,Mcomeau,,,,,29,RI,1,7,m,64,,,,,,,,,,,,,
189,18,7,2013,Mcomeau,,,,,29,RI,1,7,i,13,,,,,,,,,,,,,
190,18,7,2013,Mcomeau,,,,,29,RI,1,7,f,70,,,,,,,,,,,,,
191,18,7,2013,Mcomeau,,,,,29,RI,1,7,m,42,,,,,,,,,,,,,
192,18,7,2013,Mcomeau,,,,,29,RI,1,7,f,92,,,,,,,,,,,,,
193,18,7,2013,Mcomeau,,,,,29,RI,1,7,m,25,,,,,,,,,,,,,
194,18,7,2013,Mcomeau,,,,,29,RI,1,7,i,14,,,,,,,,,,,,,
195,18,7,2013,Mcomeau,,,,,29,RI,1,8,f,40,,,,,,,,,,,,,
196,18,7,2013,Mcomeau,,,,,29,RI,1,8,f,66,,,,,,,,,,,,,
197,18,7,2013,Mcomeau,,,,,29,RI,1,8,i,13,,,,,,,,,,,,,
198,18,7,2013,Mcomeau,,,,,29,RI,1,8,m,37,,,,,,,,,,,,,
199,18,7,2013,Mcomeau,,,,,29,RI,1,8,i,13,,,,,,,,,,,,,
200,18,7,2013,Mcomeau,,,,,29,RI,1,8,i,18,,,,,,,,,,,,,
201,18,7,2013,Mcomeau,,,,,29,RI,1,8,f,60,,,,,,,,,,,,,
202,18,7,2013,Mcomeau,,,,,29,RI,1,8,f,94,,,,,,,,,,,,,
203,18,7,2013,Mcomeau,,,,,29,RI,1,8,m,46,,,,,,,,,,,,,
204,18,7,2013,Mcomeau,,,,,29,RI,1,8,m,22,,,,,,,,,,,,,
205,18,7,2013,Mcomeau,,,,,29,RI,1,8,f,39,,,,,,,,,,,,,
206,18,7,2013,Mcomeau,,,,,29,RI,1,8,m,41,,,,,,,,,,,,,
207,18,7,2013,Mcomeau,,,,,29,RI,1,8,f,33,,,,,,,,,,,,,
208,18,7,2013,Mcomeau,,,,,29,RI,1,9,m,42,,,,,,,,,,,,,
209,18,7,2013,Mcomeau,,,,,29,RI,1,9,m,29,,,,,,,,,,,,,
210,18,7,2013,Mcomeau,,,,,29,RI,1,9,f,21,,,,,,,,,,,,,
211,18,7,2013,Mcomeau,,,,,29,RI,1,9,f,31,,,,,,,,,,,,,
212,18,7,2013,Mcomeau,,,,,29,RI,1,9,f,22,,,,,,,,,,,,,
213,18,7,2013,Mcomeau,,,,,29,RI,1,9,m,25,,,,,,,,,,,,,
214,18,7,2013,Mcomeau,,,,,29,RI,1,9,i,12,,,,,,,,,,,,,
215,18,7,2013,Mcomeau,,,,,29,RI,1,9,f,49,,,,,,,,,,,,,
216,18,7,2013,Mcomeau,,,,,29,RI,1,9,m,22,,,,,,,,,,,,,
217,18,7,2013,Mcomeau,,,,,29,RI,1,9,f,49,,,,,,,,,,,,,
218,18,7,2013,Mcomeau,,,,,29,RI,1,9,m,66,,,,,,,,,,,,,
219,18,7,2013,Mcomeau,,,,,29,RI,1,9,m,25,,,,,,,,,,,,,
220,18,7,2013,Mcomeau,,,,,29,RI,1,9,i,15,,,,,,,,,,,,,
221,18,7,2013,Mcomeau,,,,,29,RI,1,9,i,19,,,,,,,,,,,,,
222,18,7,2013,Mcomeau,,,,,29,RI,1,10,m,39,,,,,,,,,,,,,
223,18,7,2013,Mcomeau,,,,,29,RI,1,10,m,34,,,,,,,,,,,,,
224,18,7,2013,Mcomeau,,,,,29,RI,1,10,i,15,,,,,,,,,,,,,
225,18,7,2013,Mcomeau,,,,,29,RI,1,10,i,12,,,,,,,,,,,,,
226,18,7,2013,Mcomeau,,,,,29,RI,1,10,m,20,,,,,,,,,,,,,
227,18,7,2013,Mcomeau,,,,,29,RI,1,10,f,76,,,,,,,,,,,,,
228,18,7,2013,Mcomeau,,,,,29,RI,1,10,m,31,,,,,,,,,,,,,
229,18,7,2013,Mcomeau,,,,,29,RI,1,10,f,52,,,,,,,,,,,,,
230,18,7,2013,Mcomeau,,,,,29,RI,1,10,i,18,,,,,,,,,,,,,
231,18,7,2013,Mcomeau,,,,,29,RI,1,10,m,25,,,,,,,,,,,,,
232,18,7,2013,Mcomeau,,,,,29,RI,1,10,m,27,,,,,,,,,,,,,
233,18,7,2013,Mcomeau,,,,,29,RI,1,10,i,13,,,,,,,,,,,,,
234,18,7,2013,Mcomeau,,,,,29,RI,1,10,m,21,,,,,,,,,,,,,
235,18,7,2013,Mcomeau,,,,,29,RI,1,10,i,12,,,,,,,,,,,,,
236,18,7,2013,Mcomeau,,,,,29,RI,1,10,i,14,,,,,,,,,,,,,
237,18,7,2013,Mcomeau,,,,,29,RI,1,10,i,11,,,,,,,,,,,,,
238,18,7,2013,Mcomeau,,,,,29,RI,1,10,i,13,,,,,,,,,,,,,
239,18,7,2013,Mcomeau,,,,,29,RI,1,11,f,26,,,,,,,,,,,,,
240,18,7,2013,Mcomeau,,,,,29,RI,1,11,m,36,,,,,,,,,,,,,
241,18,7,2013,Mcomeau,,,,,29,RI,1,11,i,18,,,,,,,,,,,,,
242,18,7,2013,Mcomeau,,,,,29,RI,1,11,i,14,,,,,,,,,,,,,
243,18,7,2013,Mcomeau,,,,,29,RI,1,11,f,97,,,,,,,,,,,,,
244,18,7,2013,Mcomeau,,,,,29,RI,1,11,i,17,,,,,,,,,,,,,
245,18,7,2013,Mcomeau,,,,,29,RI,1,11,f,29,,,,,,,,,,,,,
246,18,7,2013,Mcomeau,,,,,29,RI,1,11,m,26,,,,,,,,,,,,,
247,18,7,2013,Mcomeau,,,,,29,RI,1,11,i,13,,,,,,,,,,,,,
248,18,7,2013,Mcomeau,,,,,29,RI,1,11,m,52,,,,,,,,,,,,,
249,18,7,2013,Mcomeau,,,,,29,RI,1,11,i,15,,,,,,,,,,,,,
250,18,7,2013,Mcomeau,,,,,29,RI,1,11,m,21,,,,,,,,,,,,,
251,18,7,2013,Mcomeau,,,,,29,RI,1,11,f,27,,,,,,,,,,,,,
252,18,7,2013,Mcomeau,,,,,29,RI,1,11,m,27,,,,,,,,,,,,,
253,18,7,2013,Mcomeau,,,,,29,RI,1,11,m,37,,,,,,,,,,,,,
254,18,7,2013,Mcomeau,,,,,29,RI,1,11,i,9,,,,,,,,,,,,,
255,18,7,2013,Mcomeau,,,,,29,RI,1,11,f,30,,,,,,,,,,,,,
256,18,7,2013,Mcomeau,,,,,29,RI,1,11,i,11,,,,,,,,,,,,,
257,18,7,2013,Mcomeau,,,,,29,RI,1,11,f,75,,,,,,,,,,,,,
258,18,7,2013,Mcomeau,,,,,29,RI,1,11,i,13,,,,,,,,,,,,,
259,18,7,2013,Mcomeau,,,,,29,RI,1,12,i,13,,,,,,,,,,,,,
260,18,7,2013,Mcomeau,,,,,29,RI,1,12,m,46,,,,,,,,,,,,,
261,18,7,2013,Mcomeau,,,,,29,RI,1,12,m,24,,,,,,,,,,,,,
262,18,7,2013,Mcomeau,,,,,29,RI,1,12,f,27,,,,,,,,,,,,,
263,18,7,2013,Mcomeau,,,,,29,RI,1,12,m,36,,,,,,,,,,,,,
264,18,7,2013,Mcomeau,,,,,29,RI,1,12,m,41,,,,,,,,,,,,,
265,18,7,2013,Mcomeau,,,,,29,RI,1,12,i,18,,,,,,,,,,,,,
266,18,7,2013,Mcomeau,,,,,29,RI,1,13,m,45,,,,,,,,,,,,,
267,18,7,2013,Mcomeau,,,,,29,RI,1,13,f,22,,,,,,,,,,,,,
268,18,7,2013,Mcomeau,,,,,29,RI,1,13,i,18,,,,,,,,,,,,,
269,18,7,2013,Mcomeau,,,,,29,RI,1,13,m,23,,,,,,,,,,,,,
270,18,7,2013,Mcomeau,,,,,29,RI,1,13,i,12,,,,,,,,,,,,,
271,18,7,2013,Mcomeau,,,,,29,RI,1,13,i,9,,,,,,,,,,,,,
272,18,7,2013,Mcomeau,,,,,29,RI,1,13,i,18,,,,,,,,,,,,,
273,18,7,2013,Mcomeau,,,,,29,RI,1,13,i,18,,,,,,,,,,,,,
274,18,7,2013,Mcomeau,,,,,29,RI,1,13,i,11,,,,,,,,,,,,,
275,18,7,2013,Mcomeau,,,,,29,RI,1,13,m,25,,,,,,,,,,,,,
276,18,7,2013,Mcomeau,,,,,29,RI,1,13,f,22,,,,,,,,,,,,,
277,18,7,2013,Mcomeau,,,,,29,RI,1,13,f,28,,,,,,,,,,,,,
278,18,7,2013,Mcomeau,,,,,29,RI,1,13,m,20,,,,,,,,,,,,,
279,18,7,2013,Mcomeau,,,,,29,RI,1,13,i,11,,,,,,,,,,,,,
280,18,7,2013,Mcomeau,,,,,29,RI,1,13,i,12,,,,,,,,,,,,,
281,18,7,2013,Mcomeau,,,,,29,RI,1,13,f,23,,,,,,,,,,,,,
282,18,7,2013,Mcomeau,,,,,29,RI,1,14,m,22,,,,,,,,,,,,,
283,18,7,2013,Mcomeau,,,,,29,RI,1,14,f,37,,,,,,,,,,,,,
284,18,7,2013,Mcomeau,,,,,29,RI,1,14,f,54,,,,,,,,,,,,,
285,18,7,2013,Mcomeau,,,,,29,RI,1,14,i,13,,,,,,,,,,,,,
286,18,7,2013,Mcomeau,,,,,29,RI,1,14,i,13,,,,,,,,,,,,,
287,18,7,2013,Mcomeau,,,,,29,RI,1,14,i,12,,,,,,,,,,,,,
288,18,7,2013,Mcomeau,,,,,29,RI,1,14,m,83,,,,,,,,,,,,,
289,18,7,2013,Mcomeau,,,,,29,RI,1,14,i,18,,,,,,,,,,,,,
290,18,7,2013,Mcomeau,,,,,29,RI,1,14,i,12,,,,,,,,,,,,,
291,18,7,2013,Mcomeau,,,,,29,RI,1,14,i,19,,,,,,,,,,,,,
292,18,7,2013,Mcomeau,,,,,29,RI,1,14,i,12,,,,,,,,,,,,,
293,18,7,2013,Mcomeau,,,,,29,RI,1,14,m,24,,,,,,,,,,,,,
294,18,7,2013,Mcomeau,,,,,29,RI,1,14,i,9,,,,,,,,,,,,,
295,18,7,2013,Mcomeau,,,,,29,RI,1,15,f,22,,,,,,,,,,,,,
296,18,7,2013,Mcomeau,,,,,29,RI,1,15,f,30,,,,,,,,,,,,,
297,18,7,2013,Mcomeau,,,,,29,RI,1,15,m,25,,,,,,,,,,,,,
298,18,7,2013,Mcomeau,,,,,29,RI,1,15,i,19,,,,,,,,,,,,,
299,18,7,2013,Mcomeau,,,,,29,RI,1,15,f,34,,,,,,,,,,,,,
