Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,,
590,7,8,2014,Dgiard,,,,,34,NG,4,15,f,26,,,,,,,,,,,,,,
591,7,8,2014,Dgiard,,,,,34,NG,4,15,m,30,,,,,,,,,,,,,,
592,7,8,2014,Dgiard,,,,,34,NG,4,15,i,18,,,,,,,,,,,,,,
593,7,8,2014,Dgiard,,,,,34,NG,4,15,i,5,,,,,,,,,,,,,,
594,7,8,2014,Dgiard,,,,,34,NG,4,15,i,80,,,,,,,,,,,,,,
595,7,8,2014,Dgiard,,,,,34,NG,4,15,i,5,,,,,,,,,,,,,,
596,7,8,2014,Dgiard,,,,,34,NG,4,15,i,12,,,,,,,,,,,,,,
597,7,8,2014,Dgiard,,,,,34,NG,4,15,m,26,,,,,,,,,,,,,,
598,7,8,2014,Dgiard,,,,,34,NG,4,15,m,46,,,,,,,,,,,,,,
599,7,8,2014,Dgiard,,,,,34,NG,4,15,i,12,,,,,,,,,,,,,,
600,7,8,2014,Dgiard,,,,,34,NG,4,15,f,25,,,,,,,,,,,,,,
601,7,8,2014,Dgiard,,,,,34,NG,4,15,m,40,,,,,,,,,,,,,,
602,7,8,2014,Dgiard,,,,,34,NG,4,15,f,61,,,,,,,,,,,,,,
603,7,8,2014,Dgiard,,,,,34,NG,4,15,m,52,,,,,,,,,,,,,,
604,7,8,2014,Dgiard,,,,,34,NG,4,16,b3,73,,,,,,,,,,,,,,
605,7,8,2014,Dgiard,,,,,34,NG,4,16,m,28,,,,,,,,,,,,,,
606,7,8,2014,Dgiard,,,,,34,NG,4,16,i,18,,,,,,,,,,,,,,
607,7,8,2014,Dgiard,,,,,34,NG,4,16,i,12,,,,,,,,,,,,,,
608,7,8,2014,Dgiard,,,,,34,NG,4,16,f,79,,,,,,,,,,,,,,
609,7,8,2014,Dgiard,,,,,34,NG,4,17,m,60,,,,,,,,,,,,,,
610,7,8,2014,Dgiard,,,,,34,NG,4,18,m,26,,,,,,,,,,,,,,
611,7,8,2014,Dgiard,,,,,34,NG,4,18,i,14,,,,,,,,,,,,,,
612,7,8,2014,Dgiard,,,,,34,NG,4,18,m,79,,,,,,,,,,,,,,
613,7,8,2014,Dgiard,,,,,34,NG,4,18,m,70,,,,,,,,,,,,,,
614,7,8,2014,Dgiard,,,,,34,NG,4,18,i,12,,,,,,,,,,,,,,
615,7,8,2014,Dgiard,,,,,34,NG,4,18,i,10,,,,,,,,,,,,,,
616,7,8,2014,Dgiard,,,,,34,NG,4,18,m,42,,,,,,,,,,,,,,
617,7,8,2014,Dgiard,,,,,34,NG,4,19,f,31,,,,,,,,,,,,,,
618,7,8,2014,Dgiard,,,,,34,NG,4,19,f,28,,,,,,,,,,,,,,
619,7,8,2014,Dgiard,,,,,34,NG,4,19,m,70,,,,,,,,,,,,,,
620,7,8,2014,Dgiard,,,,,34,NG,4,20,m,61,,,,,,,,,,,,,,
621,7,8,2014,Dgiard,,,,,34,NG,4,20,i,18,,,,,,,,,,,,,,
