Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,,
103,18,7,2014,Bcomeau,,,,,37,NG,1,12,f,38,,,,,,,,,,,,,,
104,18,7,2014,Bcomeau,,,,,37,NG,1,12,m,22,,,,,,,,,,,,,,
105,18,7,2014,Bcomeau,,,,,37,NG,1,12,m,34,,,,,,,,,,,,,,
106,18,7,2014,Bcomeau,,,,,37,NG,1,12,f,21,,,,,,,,,,,,,,
107,18,7,2014,Bcomeau,,,,,37,NG,1,12,i,15,,,,,,,,,,,,,,
108,18,7,2014,Bcomeau,,,,,37,NG,1,12,i,13,,,,,,,,,,,,,,
109,18,7,2014,Bcomeau,,,,,37,NG,1,12,m,21,,,,,,,,,,,,,,
110,18,7,2014,Bcomeau,,,,,37,NG,1,13,i,15,,,,,,,,,,,,,,
111,18,7,2014,Bcomeau,,,,,37,NG,1,13,i,13,,,,,,,,,,,,,,
112,18,7,2014,Bcomeau,,,,,37,NG,1,13,i,12,,,,,,,,,,,,,,
113,18,7,2014,Bcomeau,,,,,37,NG,1,13,m,67,,,,,,,,,,,,,,
114,18,7,2014,Bcomeau,,,,,37,NG,1,13,m,48,,,,,,,,,,,,,,
115,18,7,2014,Bcomeau,,,,,37,NG,1,13,i,12,,,,,,,,,,,,,,
116,18,7,2014,Bcomeau,,,,,37,NG,1,13,m,79,,,,,,,,,,,,,,
117,18,7,2014,Bcomeau,,,,,37,NG,1,13,f,77,,,,,,,,,,,,,,
118,18,7,2014,Bcomeau,,,,,37,NG,1,13,f,70,,,,,,,,,,,,,,
119,18,7,2014,Bcomeau,,,,,37,NG,1,13,i,16,,,,,,,,,,,,,,
120,18,7,2014,Bcomeau,,,,,37,NG,1,13,f,22,,,,,,,,,,,,,,
121,18,7,2014,Bcomeau,,,,,37,NG,1,13,f,37,,,,,,,,,,,,,,
122,18,7,2014,Bcomeau,,,,,37,NG,1,13,i,12,,,,,,,,,,,,,,
123,18,7,2014,Bcomeau,,,,,37,NG,1,13,i,13,,,,,,,,,,,,,,
124,18,7,2014,Bcomeau,,,,,37,NG,1,13,i,150,,,,,,,,,,,,,,
125,18,7,2014,Bcomeau,,,,,37,NG,1,15,i,18,,,,,,,,,,,,,,
126,18,7,2014,Bcomeau,,,,,37,NG,1,15,i,13,,,,,,,,,,,,,,
127,18,7,2014,Bcomeau,,,,,37,NG,1,15,m,20,,,,,,,,,,,,,,
128,18,7,2014,Bcomeau,,,,,37,NG,1,15,i,16,,,,,,,,,,,,,,
129,18,7,2014,Bcomeau,,,,,37,NG,1,15,b3,76,,,,,,,,,,,,,,
130,18,7,2014,Bcomeau,,,,,37,NG,1,15,f,23,,,,,,,,,,,,,,
131,18,7,2014,Bcomeau,,,,,37,NG,1,16,f,48,,,,,,,,,,,,,,
132,18,7,2014,Bcomeau,,,,,37,NG,1,16,f,25,,,,,,,,,,,,,,
133,18,7,2014,Bcomeau,,,,,37,NG,1,16,f,20,,,,,,,,,,,,,,
134,18,7,2014,Bcomeau,,,,,37,NG,1,16,m,23,,,,,,,,,,,,,,
135,18,7,2014,Bcomeau,,,,,37,NG,1,17,i,14,,,,,,,,,,,,,,
136,18,7,2014,Bcomeau,,,,,37,NG,1,17,f,68,,,,,,,,,,,,,,
137,18,7,2014,Bcomeau,,,,,37,NG,1,17,f,58,,,,,,,,,,,,,,
138,18,7,2014,Bcomeau,,,,,37,NG,1,18,f,42,,,,,,,,,,,,,,
139,18,7,2014,Bcomeau,,,,,37,NG,1,18,f,23,,,,,,,,,,,,,,
140,18,7,2014,Bcomeau,,,,,37,NG,1,18,i,14,,,,,,,,,,,,,,
141,18,7,2014,Bcomeau,,,,,37,NG,1,20,m,60,,,,,,,,,,,,,,
142,18,7,2014,Bcomeau,,,,,37,NG,1,20,f,68,,,,,,,,,,,,,,
143,18,7,2014,Bcomeau,,,,,37,NG,1,20,m,26,,,,,,,,,,,,,,
144,18,7,2014,Bcomeau,,,,,37,NG,1,20,i,18,,,,,,,,,,,,,,
145,18,7,2014,Gpaulin,,,,,37,NG,2,1,f,70,,,,,,,,,,,,,,
146,18,7,2014,Gpaulin,,,,,37,NG,2,1,m,73,,,,,,,,,,,,,,
147,18,7,2014,Gpaulin,,,,,37,NG,2,1,m,55,,,,,,,,,,,,,,
148,18,7,2014,Gpaulin,,,,,37,NG,2,1,b3,94,,,,,,,,,,,,,,
149,18,7,2014,Gpaulin,,,,,37,NG,2,2,m,48,,,,,,,,,,,,,,
150,18,7,2014,Gpaulin,,,,,37,NG,2,2,f,65,,,,,,,,,,,,,,
151,18,7,2014,Gpaulin,,,,,37,NG,2,2,m,24,,,,,,,,,,,,,,
152,18,7,2014,Gpaulin,,,,,37,NG,2,4,i,11,,,,,,,,,,,,,,
153,18,7,2014,Gpaulin,,,,,37,NG,2,4,f,61,,,,,,,,,,,,,,
154,18,7,2014,Gpaulin,,,,,37,NG,2,4,f,68,,,,,,,,,,,,,,
155,18,7,2014,Gpaulin,,,,,37,NG,2,5,f,35,,,,,,,,,,,,,,
156,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,66,,,,,,,,,,,,,,
157,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,32,,,,,,,,,,,,,,
158,18,7,2014,Gpaulin,,,,,37,NG,2,5,f,25,,,,,,,,,,,,,,
159,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,26,,,,,,,,,,,,,,
160,18,7,2014,Gpaulin,,,,,37,NG,2,5,f,47,,,,,,,,,,,,,,
161,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,41,,,,,,,,,,,,,,
162,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,34,,,,,,,,,,,,,,
163,18,7,2014,Gpaulin,,,,,37,NG,2,5,f,25,,,,,,,,,,,,,,
164,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,44,,,,,,,,,,,,,,
165,18,7,2014,Gpaulin,,,,,37,NG,2,5,f,32,,,,,,,,,,,,,,
166,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,25,,,,,,,,,,,,,,
167,18,7,2014,Gpaulin,,,,,37,NG,2,5,i,15,,,,,,,,,,,,,,
168,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,26,,,,,,,,,,,,,,
169,18,7,2014,Gpaulin,,,,,37,NG,2,5,i,15,,,,,,,,,,,,,,
170,18,7,2014,Gpaulin,,,,,37,NG,2,5,f,23,,,,,,,,,,,,,,
171,18,7,2014,Gpaulin,,,,,37,NG,2,5,f,32,,,,,,,,,,,,,,
172,18,7,2014,Gpaulin,,,,,37,NG,2,5,i,20,,,,,,,,,,,,,,
173,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,71,,,,,,,,,,,,,,
174,18,7,2014,Gpaulin,,,,,37,NG,2,5,m,78,,,,,,,,,,,,,,
175,18,7,2014,Gpaulin,,,,,37,NG,2,6,f,71,,,,,,,,,,,,,,
176,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,50,,,,,,,,,,,,,,
177,18,7,2014,Gpaulin,,,,,37,NG,2,6,i,17,,,,,,,,,,,,,,
178,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,45,,,,,,,,,,,,,,
179,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,66,,,,,,,,,,,,,,
180,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,26,,,,,,,,,,,,,,
181,18,7,2014,Gpaulin,,,,,37,NG,2,6,i,17,,,,,,,,,,,,,,
182,18,7,2014,Gpaulin,,,,,37,NG,2,6,f,68,,,,,,,,,,,,,,
183,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,26,,,,,,,,,,,,,,
184,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,58,,,,,,,,,,,,,,
185,18,7,2014,Gpaulin,,,,,37,NG,2,6,i,20,,,,,,,,,,,,,,
186,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,28,,,,,,,,,,,,,,
187,18,7,2014,Gpaulin,,,,,37,NG,2,6,f,66,,,,,,,,,,,,,,
188,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,25,,,,,,,,,,,,,,
189,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,61,,,,,,,,,,,,,,
190,18,7,2014,Gpaulin,,,,,37,NG,2,6,m,32,,,,,,,,,,,,,,
191,18,7,2014,Gpaulin,,,,,37,NG,2,6,i,15,,,,,,,,,,,,,,
192,18,7,2014,Gpaulin,,,,,37,NG,2,7,i,10,,,,,,,,,,,,,,
193,18,7,2014,Gpaulin,,,,,37,NG,2,7,i,8,,,,,,,,,,,,,,
194,18,7,2014,Gpaulin,,,,,37,NG,2,7,m,32,,,,,,,,,,,,,,
195,18,7,2014,Gpaulin,,,,,37,NG,2,7,f,73,,,,,,,,,,,,,,
196,18,7,2014,Gpaulin,,,,,37,NG,2,7,f,22,,,,,,,,,,,,,,
197,18,7,2014,Gpaulin,,,,,37,NG,2,7,f,68,,,,,,,,,,,,,,
198,18,7,2014,Gpaulin,,,,,37,NG,2,7,i,20,,,,,,,,,,,,,,
199,18,7,2014,Gpaulin,,,,,37,NG,2,7,i,15,,,,,,,,,,,,,,
200,18,7,2014,Gpaulin,,,,,37,NG,2,7,f,25,,,,,,,,,,,,,,
201,18,7,2014,Gpaulin,,,,,37,NG,2,7,m,43,,,,,,,,,,,,,,
202,18,7,2014,Gpaulin,,,,,37,NG,2,7,m,33,,,,,,,,,,,,,,
203,18,7,2014,Gpaulin,,,,,37,NG,2,7,f,23,,,,,,,,,,,,,,
204,18,7,2014,Gpaulin,,,,,37,NG,2,7,i,10,,,,,,,,,,,,,,
205,18,7,2014,Gpaulin,,,,,37,NG,2,7,f,22,,,,,,,,,,,,,,
206,18,7,2014,Gpaulin,,,,,37,NG,2,7,i,15,,,,,,,,,,,,,,
207,18,7,2014,Gpaulin,,,,,37,NG,2,8,f,25,,,,,,,,,,,,,,
208,18,7,2014,Gpaulin,,,,,37,NG,2,8,m,48,,,,,,,,,,,,,,
209,18,7,2014,Gpaulin,,,,,37,NG,2,8,f,22,,,,,,,,,,,,,,
210,18,7,2014,Gpaulin,,,,,37,NG,2,8,m,55,,,,,,,,,,,,,,
211,18,7,2014,Gpaulin,,,,,37,NG,2,8,m,23,,,,,,,,,,,,,,
212,18,7,2014,Gpaulin,,,,,37,NG,2,8,m,68,,,,,,,,,,,,,,
213,18,7,2014,Gpaulin,,,,,37,NG,2,8,f,23,,,,,,,,,,,,,,
214,18,7,2014,Gpaulin,,,,,37,NG,2,9,m,73,,,,,,,,,,,,,,
215,18,7,2014,Gpaulin,,,,,37,NG,2,9,m,63,,,,,,,,,,,,,,
216,18,7,2014,Gpaulin,,,,,37,NG,2,9,f,56,,,,,,,,,,,,,,
217,18,7,2014,Gpaulin,,,,,37,NG,2,9,m,25,,,,,,,,,,,,,,
218,18,7,2014,Gpaulin,,,,,37,NG,2,9,m,30,,,,,,,,,,,,,,
219,18,7,2014,Gpaulin,,,,,37,NG,2,9,i,15,,,,,,,,,,,,,,
220,18,7,2014,Gpaulin,,,,,37,NG,2,9,f,22,,,,,,,,,,,,,,
221,18,7,2014,Gpaulin,,,,,37,NG,2,9,m,54,,,,,,,,,,,,,,
222,18,7,2014,Gpaulin,,,,,37,NG,2,9,f,66,,,,,,,,,,,,,,
223,18,7,2014,Gpaulin,,,,,37,NG,2,9,m,22,,,,,,,,,,,,,,
224,18,7,2014,Gpaulin,,,,,37,NG,2,9,i,18,,,,,,,,,,,,,,
225,18,7,2014,Gpaulin,,,,,37,NG,2,9,i,15,,,,,,,,,,,,,,
226,18,7,2014,Gpaulin,,,,,37,NG,2,9,i,10,,,,,,,,,,,,,,
227,18,7,2014,Gpaulin,,,,,37,NG,2,9,i,20,,,,,,,,,,,,,,
228,18,7,2014,Gpaulin,,,,,37,NG,2,9,f,32,,,,,,,,,,,,,,
229,18,7,2014,Gpaulin,,,,,37,NG,2,9,i,20,,,,,,,,,,,,,,
230,18,7,2014,Gpaulin,,,,,37,NG,2,9,f,61,,,,,,,,,,,,,,
231,18,7,2014,Gpaulin,,,,,37,NG,2,9,f,32,,,,,,,,,,,,,,
232,18,7,2014,Gpaulin,,,,,37,NG,2,9,m,71,,,,,,,,,,,,,,
233,18,7,2014,Gpaulin,,,,,37,NG,2,9,i,18,,,,,,,,,,,,,,
234,18,7,2014,Gpaulin,,,,,37,NG,2,9,m,23,,,,,,,,,,,,,,
235,18,7,2014,Gpaulin,,,,,37,NG,2,10,f,35,,,,,,,,,,,,,,
236,18,7,2014,Gpaulin,,,,,37,NG,2,10,f,41,,,,,,,,,,,,,,
237,18,7,2014,Gpaulin,,,,,37,NG,2,10,i,15,,,,,,,,,,,,,,
238,18,7,2014,Gpaulin,,,,,37,NG,2,10,m,55,,,,,,,,,,,,,,
239,18,7,2014,Gpaulin,,,,,37,NG,2,10,i,20,,,,,,,,,,,,,,
240,18,7,2014,Gpaulin,,,,,37,NG,2,10,i,18,,,,,,,,,,,,,,
241,18,7,2014,Gpaulin,,,,,37,NG,2,10,f,30,,,,,,,,,,,,,,
242,18,7,2014,Gpaulin,,,,,37,NG,2,10,f,78,,,,,,,,,,,,,,
243,18,7,2014,Gpaulin,,,,,37,NG,2,10,f,22,,,,,,,,,,,,,,
244,18,7,2014,Gpaulin,,,,,37,NG,2,10,i,10,,,,,,,,,,,,,,
245,18,7,2014,Gpaulin,,,,,37,NG,2,10,m,75,,,,,,,,,,,,,,
246,18,7,2014,Gpaulin,,,,,37,NG,2,11,f,68,,,,,,,,,,,,,,
247,18,7,2014,Gpaulin,,,,,37,NG,2,11,m,22,,,,,,,,,,,,,,
248,18,7,2014,Gpaulin,,,,,37,NG,2,11,m,25,,,,,,,,,,,,,,
249,18,7,2014,Gpaulin,,,,,37,NG,2,11,i,12,,,,,,,,,,,,,,
250,18,7,2014,Gpaulin,,,,,37,NG,2,11,i,15,,,,,,,,,,,,,,
251,18,7,2014,Gpaulin,,,,,37,NG,2,11,i,10,,,,,,,,,,,,,,
252,18,7,2014,Gpaulin,,,,,37,NG,2,11,i,18,,,,,,,,,,,,,,
253,18,7,2014,Gpaulin,,,,,37,NG,2,11,f,25,,,,,,,,,,,,,,
254,18,7,2014,Gpaulin,,,,,37,NG,2,11,f,53,,,,,,,,,,,,,,
255,18,7,2014,Gpaulin,,,,,37,NG,2,11,f,30,,,,,,,,,,,,,,
256,18,7,2014,Gpaulin,,,,,37,NG,2,11,f,81,,,,,,,,,,,,,,
257,18,7,2014,Gpaulin,,,,,37,NG,2,11,i,12,,,,,,,,,,,,,,
258,18,7,2014,Gpaulin,,,,,37,NG,2,11,m,66,,,,,,,,,,,,,,
259,18,7,2014,Gpaulin,,,,,37,NG,2,12,f,34,,,,,,,,,,,,,,
260,18,7,2014,Gpaulin,,,,,37,NG,2,12,f,48,,,,,,,,,,,,,,
261,18,7,2014,Gpaulin,,,,,37,NG,2,12,i,15,,,,,,,,,,,,,,
262,18,7,2014,Gpaulin,,,,,37,NG,2,12,f,68,,,,,,,,,,,,,,
263,18,7,2014,Gpaulin,,,,,37,NG,2,12,m,23,,,,,,,,,,,,,,
264,18,7,2014,Gpaulin,,,,,37,NG,2,12,f,31,,,,,,,,,,,,,,
265,18,7,2014,Gpaulin,,,,,37,NG,2,12,f,45,,,,,,,,,,,,,,
266,18,7,2014,Gpaulin,,,,,37,NG,2,12,i,10,,,,,,,,,,,,,,
267,18,7,2014,Gpaulin,,,,,37,NG,2,12,f,35,,,,,,,,,,,,,,
268,18,7,2014,Gpaulin,,,,,37,NG,2,12,f,66,,,,,,,,,,,,,,
269,18,7,2014,Gpaulin,,,,,37,NG,2,13,f,30,,,,,,,,,,,,,,
270,18,7,2014,Gpaulin,,,,,37,NG,2,13,i,15,,,,,,,,,,,,,,
271,18,7,2014,Gpaulin,,,,,37,NG,2,13,m,64,,,,,,,,,,,,,,
272,18,7,2014,Gpaulin,,,,,37,NG,2,13,m,42,,,,,,,,,,,,,,
273,18,7,2014,Gpaulin,,,,,37,NG,2,13,f,24,,,,,,,,,,,,,,
274,18,7,2014,Gpaulin,,,,,37,NG,2,13,m,66,,,,,,,,,,,,,,
275,18,7,2014,Gpaulin,,,,,37,NG,2,13,m,32,,,,,,,,,,,,,,
276,18,7,2014,Gpaulin,,,,,37,NG,2,13,m,24,,,,,,,,,,,,,,
277,18,7,2014,Gpaulin,,,,,37,NG,2,13,i,15,,,,,,,,,,,,,,
278,18,7,2014,Gpaulin,,,,,37,NG,2,13,f,22,,,,,,,,,,,,,,
279,18,7,2014,Gpaulin,,,,,37,NG,2,13,i,15,,,,,,,,,,,,,,
280,18,7,2014,Gpaulin,,,,,37,NG,2,13,f,55,,,,,,,,,,,,,,
281,18,7,2014,Gpaulin,,,,,37,NG,2,13,f,22,,,,,,,,,,,,,,
282,18,7,2014,Gpaulin,,,,,37,NG,2,13,f,55,,,,,,,,,,,,,,
283,18,7,2014,Gpaulin,,,,,37,NG,2,14,m,84,,,,,,,,,,,,,,
284,18,7,2014,Gpaulin,,,,,37,NG,2,14,m,72,,,,,,,,,,,,,,
285,18,7,2014,Gpaulin,,,,,37,NG,2,14,m,68,,,,,,,,,,,,,,
286,18,7,2014,Gpaulin,,,,,37,NG,2,14,f,75,,,,,,,,,,,,,,
287,18,7,2014,Gpaulin,,,,,37,NG,2,14,i,18,,,,,,,,,,,,,,
288,18,7,2014,Gpaulin,,,,,37,NG,2,14,f,68,,,,,,,,,,,,,,
289,18,7,2014,Gpaulin,,,,,37,NG,2,14,f,56,,,,,,,,,,,,,,
290,18,7,2014,Gpaulin,,,,,37,NG,2,14,i,10,,,,,,,,,,,,,,
291,18,7,2014,Gpaulin,,,,,37,NG,2,14,i,15,,,,,,,,,,,,,,
292,18,7,2014,Gpaulin,,,,,37,NG,2,14,m,66,,,,,,,,,,,,,,
293,18,7,2014,Gpaulin,,,,,37,NG,2,14,m,68,,,,,,,,,,,,,,
