Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire
1,2,8,2005,Grobichaud,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,1,,,,0,0,0,0,1,1,Simple,
6,2,8,2005,Grobichaud,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,6,f,79,,0,1,0,0,1,0,Simple,
16,2,8,2005,Grobichaud,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,16,,,,0,1,0,0,1,1,Simple,
17,2,8,2005,Grobichaud,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,17,,,,0,1,0,0,1,1,Simple,
19,2,8,2005,Grobichaud,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,19,,,,0,1,0,0,0,1,Simple,
20,2,8,2005,Grobichaud,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,20,,,,0,1,0,0,0,1,Simple,
21,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,1,,,,0,1,1,0,1,1,Simple,
22,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,2,,,,0,1,1,0,0,1,Simple,
23,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,3,,,,0,1,1,0,0,1,Simple,
24,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,4,,,,0,1,1,0,0,1,Simple,
25,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,5,,,,0,1,1,0,0,1,Simple,
26,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,6,,,,0,1,1,0,0,1,Simple,
27,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,7,m,118,,0,1,1,0,0,1,Simple,
28,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,8,,,,0,1,0,0,0,1,Simple,
29,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,9,,,,0,1,0,0,0,1,Simple,
31,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,11,,,,0,1,0,0,0,1,Simple,
33,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,13,,,,0,1,0,0,1,1,Simple,
34,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,14,,,,0,1,0,0,0,1,Simple,
35,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,15,,,,0,1,0,0,0,1,Simple,
36,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,16,,,,0,1,0,0,0,1,Simple,
37,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,17,,,,0,1,0,0,0,1,Simple,
38,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,18,i,85,homard,0,1,0,0,0,1,Simple,
39,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,19,,,,0,1,0,0,0,1,Simple,
40,2,8,2005,Fsavoie,4552.875,6327.454,4552.889,6327.529,30,FH,R1-T1,20,,,,0,1,0,0,0,1,Simple,
41,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,1,,,,0,1,0,0,1,1,Simple,
42,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,2,,,,0,1,0,0,1,1,Simple,
43,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,3,,,,0,1,0,0,1,1,Simple,
44,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,4,,,,0,1,0,0,1,1,Simple,ls 
45,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,5,,,,0,1,0,0,1,1,Simple,
46,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,6,,,,0,0,0,0,1,1,Simple,
47,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,7,,,,0,0,0,0,1,1,Simple,
48,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,8,f,113,,0,0,0,0,1,1,Simple,
49,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,9,,,,0,1,0,0,1,1,Simple,
51,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,11,,,,0,1,0,0,1,1,Simple,
52,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,12,,,,0,1,0,0,1,1,Simple,
53,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,13,,,,0,0,0,0,1,1,Simple,
54,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,14,,,,0,1,1,0,1,1,Simple,
55,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,15,,,,0,0,0,0,1,1,Simple,
56,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,16,,,,0,1,0,0,1,1,Simple,
57,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,17,,,,0,1,1,0,1,1,Simple,
59,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,19,,,,0,1,0,0,1,1,Simple,
60,2,8,2005,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,20,,,,0,0,0,0,1,1,Simple,
61,2,8,2005,Grobichaud,4552.86,6327.531,4552.874,6327.606,28,FH,R1-T2,1,,,,0,1,0,1,0,1,Simple,
62,2,8,2005,Grobichaud,4552.86,6327.531,4552.874,6327.606,28,FH,R1-T2,2,,,,0,1,0,1,1,1,Simple,
63,2,8,2005,Grobichaud,4552.86,6327.531,4552.874,6327.606,28,FH,R1-T2,3,,,,0,1,0,1,1,1,Simple,
64,2,8,2005,Grobichaud,4552.86,6327.531,4552.874,6327.606,28,FH,R1-T2,4,,,,0,1,0,1,1,1,Simple,
65,2,8,2005,Grobichaud,4552.86,6327.531,4552.874,6327.606,28,FH,R1-T2,5,,,,0,1,0,0,1,1,Simple,
70,2,8,2005,Grobichaud,4552.86,6327.531,4552.874,6327.606,28,FH,R1-T2,10,,,,0,1,1,0,1,1,Simple,
78,2,8,2005,Grobichaud,4552.86,6327.531,4552.874,6327.606,28,FH,R1-T2,18,,,,0,1,1,0,1,1,Simple,
80,2,8,2005,Grobichaud,4552.86,6327.531,4552.874,6327.606,28,FH,R1-T2,20,,,,0,0,1,0,1,1,Simple,
86,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,6,,,,0,0,1,0,1,1,Simple,
87,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,7,,,,0,0,1,0,0,1,Simple,ls
88,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,8,,,,0,0,1,0,0,1,Simple,
89,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,9,,,,0,0,1,0,0,1,Simple,
90,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,10,,,,0,0,1,0,0,1,Simple,
91,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,11,,,,0,0,1,0,0,1,Simple,ls
92,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,12,,,,0,0,1,0,0,1,Simple,
93,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,13,,,,0,1,1,1,0,1,Simple,
94,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,14,,,,0,1,1,1,0,1,Simple,
95,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,15,m,89,,0,0,1,1,0,1,Simple,
96,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,16,,,,0,0,1,1,0,1,Simple,
97,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,17,,,,0,0,1,1,0,1,Simple,
98,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,18,,,,0,0,1,1,0,1,Simple,
99,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,19,,,,0,0,1,1,0,1,Simple,
100,2,8,2005,Grobichaud,4552.838,6327.628,4552.852,6327.704,25,FH,R1-T3,20,,,,0,0,1,1,0,1,Simple,
101,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,1,,,,0,0,1,0,1,1,Simple,
102,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,2,,,,0,0,1,0,1,1,Simple,
103,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,3,,,,0,0,1,0,1,1,Simple,
104,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,4,,,,0,0,1,0,1,1,Simple,
105,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,5,,,,0,0,1,0,1,1,Simple,
106,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,6,,,,0,0,1,0,0,1,Simple,
107,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,7,,,,0,1,0,0,1,0,Simple,ls
108,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,8,,,,0,0,1,0,0,1,Simple,
109,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,9,,,,0,1,1,0,0,1,Simple,
110,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,10,,,,0,1,1,0,0,1,Simple,
111,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,11,,,,0,0,1,0,0,1,Simple,
112,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,12,f,78,,0,0,1,0,0,1,Simple,
113,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,13,,,,0,0,1,0,0,1,Simple,
114,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,14,,,,0,0,1,0,0,1,Simple,
115,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,15,,,,0,0,1,0,0,1,Simple,
116,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,16,,,,0,0,1,0,0,1,Simple,
117,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,17,,,,0,0,1,0,0,1,Simple,
118,2,8,2005,Fsavoie,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,18,,,,0,0,1,0,0,1,Simple,ls
201,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,1,,,,0,1,0,0,1,1,Simple,
202,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,2,,,,0,1,0,0,1,1,Simple,
204,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,4,,,,0,1,0,0,1,1,Simple,
205,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,5,,,,0,1,0,0,1,1,Simple,
206,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,6,i,95,,0,1,0,0,1,1,Simple,ls
208,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,8,,,,0,1,0,0,1,1,Simple,
209,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,9,,,,0,1,0,0,1,1,Simple,
210,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,10,,,,0,1,1,0,1,1,Simple,
211,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,11,,,,0,1,0,0,1,1,Simple,
212,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,12,,,,0,1,0,0,1,1,Simple,
213,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,13,,,,0,1,0,0,1,1,Simple,
214,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,14,,,,0,1,0,0,1,1,Simple,
216,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,16,,,,0,1,0,0,1,1,Simple,
217,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,17,,,,0,1,0,0,1,1,Simple,
218,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,18,,,,0,1,0,0,1,0,Simple,
219,3,8,2005,Fsavoie,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,19,,,,0,1,0,0,1,1,Simple,ls
222,3,8,2005,Grobichaud,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,2,,,,1,1,0,0,1,1,Simple,ls
224,3,8,2005,Grobichaud,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,4,,,,0,0,0,0,1,1,Simple,Beau pour récifs
225,3,8,2005,Grobichaud,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,5,,,,0,0,0,0,1,1,Simple,Beau pour récifs
226,3,8,2005,Grobichaud,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,6,,,,0,1,0,0,1,1,Simple,
227,3,8,2005,Grobichaud,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,7,,,,1,1,0,0,1,1,Simple,ls
228,3,8,2005,Grobichaud,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,8,,,,1,1,0,0,1,1,Simple,
233,3,8,2005,Grobichaud,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,13,,,,1,1,0,0,1,0,Simple,ls
237,3,8,2005,Grobichaud,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,17,,,,0,0,0,1,0,1,Simple,
238,3,8,2005,Grobichaud,4552.776,6326.672,4552.79,6326.746,32,FH,R3-T1,18,,,,0,0,0,1,0,1,Simple,
243,5,8,2005,Grobichaud,4552.74,6326.464,4552.754,6326.538,32,FH,R3-T2,3,,,,0,0,0,1,1,1,Simple,
244,5,8,2005,Grobichaud,4552.74,6326.464,4552.754,6326.538,32,FH,R3-T2,4,,,,1,1,0,1,1,1,Simple,
245,5,8,2005,Grobichaud,4552.74,6326.464,4552.754,6326.538,32,FH,R3-T2,5,,,,1,1,0,0,1,1,Simple,
257,5,8,2005,Grobichaud,4552.74,6326.464,4552.754,6326.538,32,FH,R3-T2,17,,,,0,0,0,1,1,1,Simple,
258,5,8,2005,Grobichaud,4552.74,6326.464,4552.754,6326.538,32,FH,R3-T2,18,,,,1,1,0,0,1,1,Simple,
258,5,8,2005,Grobichaud,4552.74,6326.464,4552.754,6326.538,32,FH,R3-T2,19,,,,1,1,0,0,1,1,Simple,
258,5,8,2005,Grobichaud,4552.74,6326.464,4552.754,6326.538,32,FH,R3-T2,20,,,,1,1,0,0,1,1,Simple,
265,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,5,,,,0,0,0,0,1,1,Simple,
266,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,6,,,,0,0,0,0,1,1,Simple,
267,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,7,,,,0,0,0,0,1,1,Simple,
272,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,12,,,,0,0,0,1,0,1,Simple,
273,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,13,,,,0,0,0,0,1,1,Simple,
274,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,14,,,,0,0,0,0,1,1,Simple,
275,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,15,,,,0,0,0,0,1,1,Simple,
276,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,16,,,,0,0,0,0,1,1,Simple,laminaire
277,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,17,,,,0,0,0,1,1,1,Simple,
278,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,18,,,,0,0,0,1,1,1,Simple,
278,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,19,f,70,,0,0,0,1,1,1,Simple,
278,5,8,2005,Fsavoie,4552.74,6326.464,4552.754,6326.538,34,FH,R3-T2,20,,,,0,0,0,1,1,1,Simple,
321,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,1,,,,0,0,0,1,1,1,Simple,
322,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,2,,,,0,0,1,1,1,1,Simple,
323,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,3,,,,0,0,1,1,1,1,Simple,
324,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,4,,,,0,0,1,1,1,1,Simple,
325,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,5,,,,0,0,1,1,1,1,Simple,
326,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,6,,,,0,0,1,1,1,1,Simple,
327,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,7,,,,0,0,1,1,1,1,Simple,
328,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,8,,,,0,0,1,1,1,1,Simple,
329,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,9,,,,0,0,1,1,1,1,Simple,
330,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,10,,,,0,0,1,1,1,1,Simple,
331,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,11,,,,0,0,1,1,1,1,Simple,
332,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,12,,,,0,0,1,1,1,1,Simple,
333,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,13,,,,0,0,1,1,1,1,Simple,
334,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,14,,,,0,0,0,1,1,0,Simple,
336,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,16,,,,0,0,1,1,1,1,Simple,
339,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,19,,,,0,0,1,1,1,1,Simple,
340,5,8,2005,Gpaulin,4552.696,6326.714,4552.709,6326.789,28,FH,R3-T7,20,,,,0,0,1,0,1,1,Simple,
341,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,1,,,,0,0,0,1,1,1,Simple,
342,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,2,,,,0,0,0,1,1,1,Simple,
343,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,3,,,,0,0,0,1,1,1,Simple,
346,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,6,f,88,,0,0,0,1,1,1,Simple,
347,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,7,,,,0,0,0,1,1,1,Simple,
348,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,8,,,,0,0,0,1,1,1,Simple,
349,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,9,,,,0,0,0,1,1,1,Simple,
350,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,10,b,91,,0,0,0,1,1,1,Simple,b1
353,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,13,,,,0,0,0,0,1,1,Simple,
354,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,14,,,,0,0,0,1,1,1,Simple,
355,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,15,,,,0,0,0,1,1,1,Simple,
356,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,16,f,99,,0,0,0,1,1,1,Simple,molle
357,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,17,,,,0,0,0,1,1,1,Simple,
358,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,18,,,,0,0,0,1,1,1,Simple,
359,5,8,2005,Bcomeau,4552.696,6326.714,4552.709,6326.789,29,FH,R3-T7,19,,,,0,0,0,1,1,1,Simple,
361,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,1,,,,0,0,1,1,0,1,Simple,
362,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,3,,,,0,0,1,1,1,1,Complexe,ls
363,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,4,f,85,,0,0,1,1,1,1,Simple,
364,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,5,,,,0,0,1,1,1,1,Simple,
366,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,6,,,,0,0,1,1,1,1,Simple,
372,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,12,,,,0,0,1,1,1,0,Simple,
374,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,14,,,,0,0,1,1,0,1,Simple,
375,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,14,,,,0,0,1,1,0,1,Simple,
376,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,16,,,,0,0,1,1,0,1,Simple,ls
377,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,17,,,,0,0,1,1,0,1,Simple,
379,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,19,,,,0,0,1,1,0,1,Simple,
380,5,8,2005,Gpaulin,4552.673,6326.524,4552.687,6326.599,28,FH,R3-T8,20,,,,0,0,1,1,0,1,Simple,
381,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,1,,,,0,0,0,1,1,1,Simple,
387,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,2,,,,0,0,0,1,1,1,Simple,
388,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,3,,,,0,0,0,1,1,1,Simple,
388,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,8,,,,0,0,0,1,1,1,Simple,
389,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,9,,,,0,0,0,1,1,1,Simple,
390,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,10,,,,0,0,0,0,1,1,Simple,
391,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,11,,,,0,0,0,1,1,1,Simple,
393,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,13,,,,0,0,0,1,1,1,Simple,
394,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,14,,,,0,0,0,1,1,1,Simple,
395,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,15,,,,0,0,0,1,0,1,Simple,
396,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,16,,,,0,0,0,1,1,1,Simple,
397,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,17,,,,0,0,0,1,1,1,Simple,
398,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,18,,,,0,0,0,0,1,1,Simple,bcp silt
399,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,19,,,,0,0,0,1,1,1,Simple,bcp silt
400,5,8,2005,Bcomeau,4552.673,6326.524,4552.687,6326.599,30,FH,R3-T8,20,,,,0,0,0,1,1,0,Simple,ls
441,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,1,,,,0,0,0,1,0,1,Simple,
442,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,2,,,,0,0,0,1,0,1,Simple,
449,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,3,,,,0,0,0,1,0,1,Simple,
450,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,4,,,,0,0,0,1,0,1,Simple,
452,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,11,,,,0,0,0,1,1,1,Simple,
453,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,12,,,,0,0,0,1,0,1,Simple,
455,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,14,,,,0,0,0,1,1,0,Simple,
456,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,15,,,,0,0,0,1,0,1,Simple,
459,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,17,,,,0,0,0,1,1,1,Simple,
459,5,8,2005,Fplante,4552.626,6326.553,4552.64,6326.629,25,FH,R3-T10,18,,,,0,0,0,1,1,1,Simple,
469,5,8,2005,Fsavoie,4552.626,6326.553,4552.64,6326.629,26,FH,R3-T10,1,,,,0,0,0,1,0,1,Simple,
470,5,8,2005,Fsavoie,4552.626,6326.553,4552.64,6326.629,26,FH,R3-T10,11,,,,0,0,0,1,0,0,Simple,
472,5,8,2005,Fsavoie,4552.626,6326.553,4552.64,6326.629,26,FH,R3-T10,12,,,,0,0,0,1,1,1,Simple,
475,5,8,2005,Fsavoie,4552.626,6326.553,4552.64,6326.629,26,FH,R3-T10,17,,,,0,0,0,1,0,1,Simple,
