Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Co,Gr,Ca,type,commentaire,fond,
587,18,8,2014,Bcomeau,,,,,25,FH,L3-T5,18,,,,,,,,,,,,,,
588,18,8,2014,Bcomeau,,,,,25,FH,L3-T5,19,,,,,,,,,,,,,,
589,18,8,2014,Bcomeau,,,,,25,FH,L3-T5,20,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Co,Gr,Ca,type,commentaire,fond,
1,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,1,,,,,,,,,,,,,,
2,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,2,,,,,,,,,,,,,,
3,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,3,m,72,,,,,,,,,,,,
4,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,3,f,92,,,,,,,,,,,,
5,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,4,,,,,,,,,,,,,,
6,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,5,,,,,,,,,,,,,,
7,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,6,,,,,,,,,,,,,,
8,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,7,,,,,,,,,,,,,,
9,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,8,,,,,,,,,,,,,,
10,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,9,,,,,,,,,,,,,,
11,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,10,,,,,,,,,,,,,,
12,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,11,,,,,,,,,,,,,,
13,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,12,,,,,,,,,,,,,,
14,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,13,,,,,,,,,,,,,,
15,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,14,,,,,,,,,,,,,,
16,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,15,,,,,,,,,,,,,,
17,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,16,m,57,,,,,,,,,,,,
18,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,17,,,,,,,,,,,,,,
19,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,18,,,,,,,,,,,,,,
20,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,19,,,,,,,,,,,,,,
21,27,7,2017,Mcomeau,,,,,30,FH,L3-T3,20,,,,,,,,,,,,,,
22,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,1,,,,,,,,,,,,,,
23,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,2,b1,121,,,,,,,,,,,,
24,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,3,,,,,,,,,,,,,,
25,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,4,,,,,,,,,,,,,,
26,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,5,,,,,,,,,,,,,,
27,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,6,,,,,,,,,,,,,,
28,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,7,,,,,,,,,,,,,,
29,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,8,m,72,,,,,,,,,,,,
30,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,9,,,,,,,,,,,,,,
31,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,10,,,,,,,,,,,,,,
32,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,11,,,,,,,,,,,,,,
33,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,12,f,83,,,,,,,,,,,,
34,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,13,f,26,,,,,,,,,,,,
35,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,14,,,,,,,,,,,,,,
36,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,15,,,,,,,,,,,,,,
37,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,16,,,,,,,,,,,,,,
38,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,17,,,,,,,,,,,,,,
39,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,18,,,,,,,,,,,,,,
40,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,19,,,,,,,,,,,,,,
41,27,7,2017,Bcomeau,,,,,30,FH,L3-T3,20,,,,,,,,,,,,,,
42,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,1,,,,,,,,,,,,,,
43,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,2,,,,,,,,,,,,,,
44,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,3,,,,,,,,,,,,,,
45,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,4,,,,,,,,,,,,,,
46,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,5,,,,,,,,,,,,,,
47,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,6,,,,,,,,,,,,,,
48,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,7,,,,,,,,,,,,,,
49,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,8,,,,,,,,,,,,,,
50,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,9,,,,,,,,,,,,,,
51,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,10,,,,,,,,,,,,,,
52,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,11,,,,,,,,,,,,,,
53,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,12,,,,,,,,,,,,,,
54,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,13,,,,,,,,,,,,,,
55,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,14,,,,,,,,,,,,,,
56,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,15,,,,,,,,,,,,,,
57,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,16,,,,,,,,,,,,,,
58,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,17,,,,,,,,,,,,,,
59,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,18,,,,,,,,,,,,,,
60,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,19,,,,,,,,,,,,,,
61,27,7,2017,Mcomeau,,,,,25,FH,L3-T5,20,,,,,,,,,,,,,,
62,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,1,,,,,,,,,,,,,,
63,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,2,,,,,,,,,,,,,,
64,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,3,,,,,,,,,,,,,,
65,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,4,,,,,,,,,,,,,,
66,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,5,,,,,,,,,,,,,,
67,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,6,,,,,,,,,,,,,,
68,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,7,,,,,,,,,,,,,,
69,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,8,,,,,,,,,,,,,,
70,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,9,,,,,,,,,,,,,,
71,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,10,,,,,,,,,,,,,,
72,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,11,,,,,,,,,,,,,,
73,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,12,m,60,,,,,,,,,,,,
74,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,13,,,,,,,,,,,,,,
75,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,14,,,,,,,,,,,,,,
76,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,15,,,,,,,,,,,,,,
77,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,16,,,,,,,,,,,,,,
78,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,17,m,38,,,,,,,,,,,,
79,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,18,,,,,,,,,,,,,,
80,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,19,,,,,,,,,,,,,,
81,27,7,2017,Bcomeau,,,,,25,FH,L3-T5,20,,,,,,,,,,,,,,
82,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,1,f,28,,,,,,,,,,,,
83,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,2,,,,,,,,,,,,,,
84,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,3,m,32,,,,,,,,,,,,
85,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,4,,,,,,,,,,,,,,
86,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,5,,,,,,,,,,,,,,
87,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,6,,,,,,,,,,,,,,
88,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,7,m,43,,,,,,,,,,,,
89,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,8,,,,,,,,,,,,,,
90,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,9,m,31,,,,,,,,,,,,
91,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,10,,,,,,,,,,,,,,
92,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,11,,,,,,,,,,,,,,
93,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,12,,,,,,,,,,,,,,
94,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,13,,,,,,,,,,,,,,
95,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,14,,,,,,,,,,,,,,
96,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,15,,,,,,,,,,,,,,
97,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,16,m,72,,,,,,,,,,,,
98,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,16,m,91,,,,,,,,,,,,
99,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,17,,,,,,,,,,,,,,
100,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,18,,,,,,,,,,,,,,
101,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,19,,,,,,,,,,,,,,
102,27,7,2017,Mcomeau,,,,,31,FH,L4-T2,20,,,,,,,,,,,,,,
103,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,1,m,67,,,,,,,,,,,,
104,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,1,m,85,,,,,,,,,,,,
105,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,2,,,,,,,,,,,,,,
106,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,3,,,,,,,,,,,,,,
107,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,4,,,,,,,,,,,,,,
108,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,5,,,,,,,,,,,,,,
109,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,6,,,,,,,,,,,,,,
110,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,7,,,,,,,,,,,,,,
111,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,8,,,,,,,,,,,,,,
112,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,9,,,,,,,,,,,,,,
113,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,10,,,,,,,,,,,,,,
114,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,11,,,,,,,,,,,,,,
115,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,12,,,,,,,,,,,,,,
116,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,13,,,,,,,,,,,,,,
117,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,14,,,,,,,,,,,,,,
118,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,15,,,,,,,,,,,,,,
119,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,16,,,,,,,,,,,,,,
120,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,17,,,,,,,,,,,,,,
121,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,18,,,,,,,,,,,,,,
122,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,19,,,,,,,,,,,,,,
123,27,7,2017,Bcomeau,,,,,31,FH,L4-T2,20,,,,,,,,,,,,,,
124,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,1,,,,,,,,,,,,,,
125,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,2,,,,,,,,,,,,,,
126,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,3,,,,,,,,,,,,,,
127,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,4,,,,,,,,,,,,,,
128,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,5,f,77,,,,,,,,,,,,
129,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,6,,,,,,,,,,,,,,
130,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,7,f,32,,,,,,,,,,,,
131,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,8,,,,,,,,,,,,,,
132,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,9,f,52,,,,,,,,,,,,
133,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,10,,,,,,,,,,,,,,
134,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,11,m,101,,,,,,,,,,,,
135,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,12,,,,,,,,,,,,,,
136,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,13,f,33,,,,,,,,,,,,
137,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,14,m,133,,,,,,,,,,,,
138,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,15,f,85,,,,,,,,,,,,
139,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,16,f,90,,,,,,,,,,,,
140,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,17,,,,,,,,,,,,,,
141,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,18,,,,,,,,,,,,,,
142,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,19,,,,,,,,,,,,,,
143,27,7,2017,Mcomeau,,,,,29,FH,L4-T4,20,,,,,,,,,,,,,,
144,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,1,,,,,,,,,,,,,,
145,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,2,,,,,,,,,,,,,,
146,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,3,,,,,,,,,,,,,,
147,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,4,,,,,,,,,,,,,,
148,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,5,b1,76,,,,,,,,,,,,
149,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,6,f,78,,,,,,,,,,,,
150,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,9,f,51,,,,,,,,,,,,
151,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,10,,,,,,,,,,,,,,
152,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,11,,,,,,,,,,,,,,
153,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,12,m,67,,,,,,,,,,,,
154,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,13,,,,,,,,,,,,,,
155,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,14,,,,,,,,,,,,,,
156,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,15,,,,,,,,,,,,,,
157,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,16,m,30,,,,,,,,,,,,
158,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,17,,,,,,,,,,,,,,
159,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,18,,,,,,,,,,,,,,
160,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,19,,,,,,,,,,,,,,
161,27,7,2017,Bcomeau,,,,,29,FH,L4-T4,20,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Co,Gr,Ca,type,commentaire,fond,
1,31,7,2018,Dgiard,,,,,26,FH,L3-T3,1,,,,,,,,,,,,,,
2,31,7,2018,Dgiard,,,,,26,FH,L3-T3,2,,,,,,,,,,,,,,
3,31,7,2018,Dgiard,,,,,26,FH,L3-T3,3,m,80,,,,,,,,,,,,
4,31,7,2018,Dgiard,,,,,26,FH,L3-T3,4,i,90,,,,,,,,,,,,
5,31,7,2018,Dgiard,,,,,26,FH,L3-T3,5,,,,,,,,,,,,,,
6,31,7,2018,Dgiard,,,,,26,FH,L3-T3,6,m,51,,,,,,,,,,,,
7,31,7,2018,Dgiard,,,,,26,FH,L3-T3,7,,,,,,,,,,,,,,
8,31,7,2018,Dgiard,,,,,26,FH,L3-T3,8,,,,,,,,,,,,,,
9,31,7,2018,Dgiard,,,,,26,FH,L3-T3,9,,,,,,,,,,,,,,
10,31,7,2018,Dgiard,,,,,26,FH,L3-T3,10,,,,,,,,,,,,,,
11,31,7,2018,Dgiard,,,,,26,FH,L3-T3,11,,,,,,,,,,,,,,
12,31,7,2018,Dgiard,,,,,26,FH,L3-T3,12,b1,91,,,,,,,,,,,,
13,31,7,2018,Dgiard,,,,,26,FH,L3-T3,13,,,,,,,,,,,,,,
14,31,7,2018,Dgiard,,,,,26,FH,L3-T3,14,i,100,,,,,,,,,,,,
15,31,7,2018,Dgiard,,,,,26,FH,L3-T3,15,,,,,,,,,,,,,,
16,31,7,2018,Dgiard,,,,,26,FH,L3-T3,16,m,86,,,,,,,,,,,,
17,31,7,2018,Dgiard,,,,,26,FH,L3-T3,17,,,,,,,,,,,,,,
18,31,7,2018,Dgiard,,,,,26,FH,L3-T3,18,m,81,,,,,,,,,,,,
19,31,7,2018,Dgiard,,,,,26,FH,L3-T3,19,,,,,,,,,,,,,,
20,31,7,2018,Dgiard,,,,,26,FH,L3-T3,20,m,79,,,,,,,,,,,,
21,31,7,2018,Mouellet,,,,,26,FH,L3-T3,1,m,70,,,,,,,,,,,,
22,31,7,2018,Mouellet,,,,,26,FH,L3-T3,2,,,,,,,,,,,,,,
23,31,7,2018,Mouellet,,,,,26,FH,L3-T3,3,,,,,,,,,,,,,,
24,31,7,2018,Mouellet,,,,,26,FH,L3-T3,4,,,,,,,,,,,,,,
25,31,7,2018,Mouellet,,,,,26,FH,L3-T3,5,,,,,,,,,,,,,,
26,31,7,2018,Mouellet,,,,,26,FH,L3-T3,6,,,,,,,,,,,,,,
27,31,7,2018,Mouellet,,,,,26,FH,L3-T3,7,,,,,,,,,,,,,,
28,31,7,2018,Mouellet,,,,,26,FH,L3-T3,8,,,,,,,,,,,,,,
29,31,7,2018,Mouellet,,,,,26,FH,L3-T3,9,,,,,,,,,,,,,,
30,31,7,2018,Mouellet,,,,,26,FH,L3-T3,10,,,,,,,,,,,,,,
31,31,7,2018,Mouellet,,,,,26,FH,L3-T3,11,,,,,,,,,,,,,,
32,31,7,2018,Mouellet,,,,,26,FH,L3-T3,12,,,,,,,,,,,,,,
33,31,7,2018,Mouellet,,,,,26,FH,L3-T3,13,,,,,,,,,,,,,,
34,31,7,2018,Mouellet,,,,,26,FH,L3-T3,14,,,,,,,,,,,,,,
35,31,7,2018,Mouellet,,,,,26,FH,L3-T3,15,,,,,,,,,,,,,,
36,31,7,2018,Mouellet,,,,,26,FH,L3-T3,16,,,,,,,,,,,,,,
37,31,7,2018,Mouellet,,,,,26,FH,L3-T3,17,,,,,,,,,,,,,,
38,31,7,2018,Mouellet,,,,,26,FH,L3-T3,18,,,,,,,,,,,,,,
39,31,7,2018,Mouellet,,,,,26,FH,L3-T3,19,,,,,,,,,,,,,,
40,31,7,2018,Mouellet,,,,,26,FH,L3-T3,20,,,,,,,,,,,,,,
41,31,7,2018,Dgiard,,,,,22,FH,L3-T5,1,,,,,,,,,,,,,,
42,31,7,2018,Dgiard,,,,,22,FH,L3-T5,2,,,,,,,,,,,,,,
43,31,7,2018,Dgiard,,,,,22,FH,L3-T5,3,m,74,,,,,,,,,,,,
44,31,7,2018,Dgiard,,,,,22,FH,L3-T5,4,,,,,,,,,,,,,,
45,31,7,2018,Dgiard,,,,,22,FH,L3-T5,5,f,76,,,,,,,,,,,,
46,31,7,2018,Dgiard,,,,,22,FH,L3-T5,6,,,,,,,,,,,,,,
47,31,7,2018,Dgiard,,,,,22,FH,L3-T5,7,,,,,,,,,,,,,,
48,31,7,2018,Dgiard,,,,,22,FH,L3-T5,8,,,,,,,,,,,,,,
49,31,7,2018,Dgiard,,,,,22,FH,L3-T5,9,,,,,,,,,,,,,,
50,31,7,2018,Dgiard,,,,,22,FH,L3-T5,10,,,,,,,,,,,,,,
51,31,7,2018,Dgiard,,,,,22,FH,L3-T5,11,,,,,,,,,,,,,,
52,31,7,2018,Dgiard,,,,,22,FH,L3-T5,12,,,,,,,,,,,,,,
53,31,7,2018,Dgiard,,,,,22,FH,L3-T5,13,,,,,,,,,,,,,,
54,31,7,2018,Dgiard,,,,,22,FH,L3-T5,14,,,,,,,,,,,,,,
55,31,7,2018,Dgiard,,,,,22,FH,L3-T5,15,,,,,,,,,,,,,,
56,31,7,2018,Dgiard,,,,,22,FH,L3-T5,16,,,,,,,,,,,,,,
57,31,7,2018,Dgiard,,,,,22,FH,L3-T5,17,,,,,,,,,,,,,,
58,31,7,2018,Dgiard,,,,,22,FH,L3-T5,18,,,,,,,,,,,,,,
59,31,7,2018,Dgiard,,,,,22,FH,L3-T5,19,,,,,,,,,,,,,,
60,31,7,2018,Dgiard,,,,,22,FH,L3-T5,20,,,,,,,,,,,,,,
61,31,7,2018,Mouellet,,,,,22,FH,L3-T5,1,,,,,,,,,,,,,,
62,31,7,2018,Mouellet,,,,,22,FH,L3-T5,2,,,,,,,,,,,,,,
63,31,7,2018,Mouellet,,,,,22,FH,L3-T5,3,,,,,,,,,,,,,,
64,31,7,2018,Mouellet,,,,,22,FH,L3-T5,4,f,93,,,,,,,,,,,,
65,31,7,2018,Mouellet,,,,,22,FH,L3-T5,5,,,,,,,,,,,,,,
66,31,7,2018,Mouellet,,,,,22,FH,L3-T5,6,,,,,,,,,,,,,,
67,31,7,2018,Mouellet,,,,,22,FH,L3-T5,7,,,,,,,,,,,,,,
68,31,7,2018,Mouellet,,,,,22,FH,L3-T5,8,,,,,,,,,,,,,,
69,31,7,2018,Mouellet,,,,,22,FH,L3-T5,9,,,,,,,,,,,,,,
70,31,7,2018,Mouellet,,,,,22,FH,L3-T5,10,,,,,,,,,,,,,,
71,31,7,2018,Mouellet,,,,,22,FH,L3-T5,11,,,,,,,,,,,,,,
72,31,7,2018,Mouellet,,,,,22,FH,L3-T5,12,,,,,,,,,,,,,,
73,31,7,2018,Mouellet,,,,,22,FH,L3-T5,13,,,,,,,,,,,,,,
74,31,7,2018,Mouellet,,,,,22,FH,L3-T5,14,,,,,,,,,,,,,,
75,31,7,2018,Mouellet,,,,,22,FH,L3-T5,15,,,,,,,,,,,,,,
76,31,7,2018,Mouellet,,,,,22,FH,L3-T5,16,,,,,,,,,,,,,,
77,31,7,2018,Mouellet,,,,,22,FH,L3-T5,17,,,,,,,,,,,,,,
78,31,7,2018,Mouellet,,,,,22,FH,L3-T5,18,,,,,,,,,,,,,,
79,31,7,2018,Mouellet,,,,,22,FH,L3-T5,19,,,,,,,,,,,,,,
80,31,7,2018,Mouellet,,,,,22,FH,L3-T5,20,m,56,,,,,,,,,,,,
81,31,7,2018,Dgiard,,,,,31,FH,L4-T2,1,,,,,,,,,,,,,,
82,31,7,2018,Dgiard,,,,,31,FH,L4-T2,2,,,,,,,,,,,,,,
83,31,7,2018,Dgiard,,,,,31,FH,L4-T2,3,,,,,,,,,,,,,,
84,31,7,2018,Dgiard,,,,,31,FH,L4-T2,4,,,,,,,,,,,,,,
85,31,7,2018,Dgiard,,,,,31,FH,L4-T2,5,,,,,,,,,,,,,,
86,31,7,2018,Dgiard,,,,,31,FH,L4-T2,6,,,,,,,,,,,,,,
87,31,7,2018,Dgiard,,,,,31,FH,L4-T2,7,,,,,,,,,,,,,,
88,31,7,2018,Dgiard,,,,,31,FH,L4-T2,8,,,,,,,,,,,,,,
89,31,7,2018,Dgiard,,,,,31,FH,L4-T2,9,,,,,,,,,,,,,,
90,31,7,2018,Dgiard,,,,,31,FH,L4-T2,10,,,,,,,,,,,,,,
91,31,7,2018,Dgiard,,,,,31,FH,L4-T2,11,,,,,,,,,,,,,,
92,31,7,2018,Dgiard,,,,,31,FH,L4-T2,12,,,,,,,,,,,,,,
93,31,7,2018,Dgiard,,,,,31,FH,L4-T2,13,,,,,,,,,,,,,,
94,31,7,2018,Dgiard,,,,,31,FH,L4-T2,14,,,,,,,,,,,,,,
95,31,7,2018,Dgiard,,,,,31,FH,L4-T2,15,m,44,,,,,,,,,,,,
96,31,7,2018,Dgiard,,,,,31,FH,L4-T2,16,,,,,,,,,,,,,,
97,31,7,2018,Dgiard,,,,,31,FH,L4-T2,17,,,,,,,,,,,,,,
98,31,7,2018,Dgiard,,,,,31,FH,L4-T2,18,,,,,,,,,,,,,,
99,31,7,2018,Dgiard,,,,,31,FH,L4-T2,19,,,,,,,,,,,,,,
100,31,7,2018,Dgiard,,,,,31,FH,L4-T2,20,,,,,,,,,,,,,,
101,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,1,,,,,,,,,,,,,,
102,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,2,,,,,,,,,,,,,,
103,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,3,,,,,,,,,,,,,,
104,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,4,,,,,,,,,,,,,,
105,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,5,,,,,,,,,,,,,,
106,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,6,,,,,,,,,,,,,,
107,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,7,,,,,,,,,,,,,,
108,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,8,,,,,,,,,,,,,,
109,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,9,,,,,,,,,,,,,,
110,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,10,,,,,,,,,,,,,,
111,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,11,b1,73,,,,,,,,,,,,
112,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,12,,,,,,,,,,,,,,
113,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,13,f,67,,,,,,,,,,,,
114,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,14,,,,,,,,,,,,,,
115,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,15,,,,,,,,,,,,,,
116,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,16,,,,,,,,,,,,,,
117,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,17,,,,,,,,,,,,,,
118,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,18,,,,,,,,,,,,,,
119,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,19,,,,,,,,,,,,,,
120,31,7,2018,Bcomeau,,,,,31,FH,L4-T2,20,,,,,,,,,,,,,,
121,31,7,2018,Dgiard,,,,,29,FH,L4-T4,1,,,,,,,,,,,,,,
122,31,7,2018,Dgiard,,,,,29,FH,L4-T4,2,,,,,,,,,,,,,,
123,31,7,2018,Dgiard,,,,,29,FH,L4-T4,3,,,,,,,,,,,,,,
124,31,7,2018,Dgiard,,,,,29,FH,L4-T4,4,,,,,,,,,,,,,,
125,31,7,2018,Dgiard,,,,,29,FH,L4-T4,5,f,68,,,,,,,,,,,,
